Year,Géographie,Genre,Identité autochtone,GeoCode,Value
2021,Ontario,Toutes les identités de genre,Identité non autochtone,,1.62
2021,Ontario,Homme,Total,,2.89
2021,Ontario,Homme,Identité autochtone,,6.86
2021,Ontario,Homme,Identité non autochtone,,2.48
2021,Ontario,Femme,Total,,0.87
2021,Ontario,Femme,Identité autochtone,,1.66
2021,Ontario,Femme,Identité non autochtone,,0.77
2021,Manitoba,Toutes les identités de genre,Total,46,4.41
2021,Manitoba,Toutes les identités de genre,Identité autochtone,,12.15
2021,Manitoba,Toutes les identités de genre,Identité non autochtone,,2.16
2021,Manitoba,Homme,Total,,6.37
2021,Manitoba,Homme,Identité autochtone,,17.82
2021,Manitoba,Homme,Identité non autochtone,,3.05
2021,Manitoba,Femme,Total,,2.31
2021,Manitoba,Femme,Identité autochtone,,6.58
2021,Manitoba,Femme,Identité non autochtone,,1.26
2021,Saskatchewan,Toutes les identités de genre,Total,47,5.93
2021,Saskatchewan,Toutes les identités de genre,Identité autochtone,,25.53
2021,Saskatchewan,Toutes les identités de genre,Identité non autochtone,,1.65
2021,Saskatchewan,Homme,Total,,8.75
2021,Saskatchewan,Homme,Identité autochtone,,40.65
2021,Saskatchewan,Homme,Identité non autochtone,,2.04
2021,Saskatchewan,Femme,Total,,2.9
2021,Saskatchewan,Femme,Identité autochtone,,10.55
2021,Saskatchewan,Femme,Identité non autochtone,,1.25
2021,Alberta,Toutes les identités de genre,Total,48,2.66
2021,Alberta,Toutes les identités de genre,Identité autochtone,,13.08
2021,Alberta,Toutes les identités de genre,Identité non autochtone,,1.86
2021,Alberta,Homme,Total,,3.94
2021,Alberta,Homme,Identité autochtone,,20.63
2021,Alberta,Homme,Identité non autochtone,,2.7
2021,Alberta,Femme,Total,,1.36
2021,Alberta,Femme,Identité autochtone,,5.69
2021,Alberta,Femme,Identité non autochtone,,1.02
2021,Colombie-Britannique,Toutes les identités de genre,Total,59,2.4
2021,Colombie-Britannique,Toutes les identités de genre,Identité autochtone,,5.92
2021,Colombie-Britannique,Toutes les identités de genre,Identité non autochtone,,2.13
2021,Colombie-Britannique,Homme,Total,,3.72
2021,Colombie-Britannique,Homme,Identité autochtone,,9.63
2021,Colombie-Britannique,Homme,Identité non autochtone,,3.27
2021,Colombie-Britannique,Femme,Total,,1.02
2021,Colombie-Britannique,Femme,Identité autochtone,,2.33
2021,Colombie-Britannique,Femme,Identité non autochtone,,0.93
2021,Yukon,Toutes les identités de genre,Total,60,9.31
2021,Yukon,Toutes les identités de genre,Identité autochtone,,20.78
2021,Yukon,Toutes les identités de genre,Identité non autochtone,,5.99
2021,Yukon,Homme,Total,,9.14
2021,Yukon,Homme,Identité autochtone,,21.1
2021,Yukon,Homme,Identité non autochtone,,5.83
2021,Yukon,Femme,Total,,9.48
2021,Yukon,Femme,Identité autochtone,,20.48
2021,Yukon,Femme,Identité non autochtone,,6.17
2021,Territoires du Nord-Ouest,Toutes les identités de genre,Total,61,2.2
2021,Territoires du Nord-Ouest,Toutes les identités de genre,Identité autochtone,,4.35
2021,Territoires du Nord-Ouest,Toutes les identités de genre,Identité non autochtone,,0.0
2021,Territoires du Nord-Ouest,Homme,Total,,4.28
2021,Territoires du Nord-Ouest,Homme,Identité autochtone,,8.6
2021,Territoires du Nord-Ouest,Homme,Identité non autochtone,,0.0
2021,Territoires du Nord-Ouest,Femme,Total,,0.0
2021,Territoires du Nord-Ouest,Femme,Identité autochtone,,0.0
2021,Territoires du Nord-Ouest,Femme,Identité non autochtone,,0.0
2021,Nunavut,Toutes les identités de genre,Total,62,5.08
2021,Nunavut,Toutes les identités de genre,Identité autochtone,,5.83
2021,Nunavut,Toutes les identités de genre,Identité non autochtone,,0.0
2021,Nunavut,Homme,Total,,4.98
2021,Nunavut,Homme,Identité autochtone,,5.74
2021,Nunavut,Homme,Identité non autochtone,,0.0
2021,Nunavut,Femme,Total,,5.18
2021,Nunavut,Femme,Identité autochtone,,5.93
2021,Nunavut,Femme,Identité non autochtone,,0.0
