Year,Géographie,Sexe,Groupe d'âge,GeoCode,Value
2018,Colombie-Britannique,Les deux sexes,55 ans et plus,59,4.4
2018,Colombie-Britannique,Les deux sexes,15 à 64 ans,59,4.7
2018,Colombie-Britannique,Les deux sexes,15 à 19 ans,59,10.6
2018,Colombie-Britannique,Les deux sexes,20 à 24 ans,59,5.9
2018,Colombie-Britannique,Les deux sexes,25 à 29 ans,59,5.1
2018,Colombie-Britannique,Les deux sexes,30 à 34 ans,59,3.8
2018,Colombie-Britannique,Les deux sexes,35 à 39 ans,59,3.9
2018,Colombie-Britannique,Les deux sexes,40 à 44 ans,59,4.2
2018,Colombie-Britannique,Les deux sexes,45 à 49 ans,59,3.7
2018,Colombie-Britannique,Les deux sexes,50 à 54 ans,59,3.6
2018,Colombie-Britannique,Les deux sexes,55 à 59 ans,59,4.7
2018,Colombie-Britannique,Les deux sexes,60 à 64 ans,59,4.3
2018,Colombie-Britannique,Les deux sexes,65 ans et plus,59,3.7
2018,Colombie-Britannique,Les deux sexes,65 à 69 ans,59,4.0
2018,Colombie-Britannique,Les deux sexes,70 ans et plus,59,3.4
2018,Colombie-Britannique,Hommes,15 ans et plus,59,4.7
2018,Colombie-Britannique,Hommes,15 à 24 ans,59,8.5
2018,Colombie-Britannique,Hommes,25 ans et plus,59,4.1
2018,Colombie-Britannique,Hommes,25 à 44 ans,59,4.2
2018,Colombie-Britannique,Hommes,45 à 64 ans,59,3.8
2018,Colombie-Britannique,Hommes,45 ans et plus,59,3.9
2018,Colombie-Britannique,Hommes,25 à 54 ans,59,4.0
2018,Colombie-Britannique,Hommes,55 ans et plus,59,4.3
2018,Colombie-Britannique,Hommes,15 à 64 ans,59,4.7
2018,Colombie-Britannique,Hommes,15 à 19 ans,59,12.4
2018,Colombie-Britannique,Hommes,20 à 24 ans,59,6.4
2018,Colombie-Britannique,Hommes,25 à 29 ans,59,6.1
2018,Colombie-Britannique,Hommes,30 à 34 ans,59,3.8
2018,Colombie-Britannique,Hommes,35 à 39 ans,59,3.4
2018,Colombie-Britannique,Hommes,40 à 44 ans,59,3.6
2018,Colombie-Britannique,Hommes,45 à 49 ans,59,3.9
2018,Colombie-Britannique,Hommes,50 à 54 ans,59,3.0
2018,Colombie-Britannique,Hommes,55 à 59 ans,59,4.0
2018,Colombie-Britannique,Hommes,60 à 64 ans,59,4.7
2018,Colombie-Britannique,Hommes,65 ans et plus,59,4.0
2018,Colombie-Britannique,Hommes,65 à 69 ans,59,
2018,Colombie-Britannique,Hommes,70 ans et plus,59,
2018,Colombie-Britannique,Femmes,15 ans et plus,59,4.6
2018,Colombie-Britannique,Femmes,15 à 24 ans,59,6.8
2018,Colombie-Britannique,Femmes,25 ans et plus,59,4.2
2018,Colombie-Britannique,Femmes,25 à 44 ans,59,4.2
2018,Colombie-Britannique,Femmes,45 à 64 ans,59,4.3
2018,Colombie-Britannique,Femmes,45 ans et plus,59,4.2
2018,Colombie-Britannique,Femmes,25 à 54 ans,59,4.1
2018,Colombie-Britannique,Femmes,55 ans et plus,59,4.5
2018,Colombie-Britannique,Femmes,15 à 64 ans,59,4.7
2018,Colombie-Britannique,Femmes,15 à 19 ans,59,9.0
2018,Colombie-Britannique,Femmes,20 à 24 ans,59,5.4
2018,Colombie-Britannique,Femmes,25 à 29 ans,59,3.9
2018,Colombie-Britannique,Femmes,30 à 34 ans,59,3.8
2018,Colombie-Britannique,Femmes,35 à 39 ans,59,4.4
2018,Colombie-Britannique,Femmes,40 à 44 ans,59,4.7
2018,Colombie-Britannique,Femmes,45 à 49 ans,59,3.5
2018,Colombie-Britannique,Femmes,50 à 54 ans,59,4.3
2018,Colombie-Britannique,Femmes,55 à 59 ans,59,5.5
2018,Colombie-Britannique,Femmes,60 à 64 ans,59,3.8
2018,Colombie-Britannique,Femmes,65 ans et plus,59,3.4
2018,Colombie-Britannique,Femmes,65 à 69 ans,59,
2018,Colombie-Britannique,Femmes,70 ans et plus,59,
2019,Canada,Les deux sexes,15 à 24 ans,,10.7
2019,Canada,Les deux sexes,25 ans et plus,,4.8
2019,Canada,Les deux sexes,25 à 44 ans,,5.1
2019,Canada,Les deux sexes,45 à 64 ans,,4.6
2019,Canada,Les deux sexes,45 ans et plus,,4.6
2019,Canada,Les deux sexes,25 à 54 ans,,4.7
2019,Canada,Les deux sexes,55 ans et plus,,5.1
2019,Canada,Les deux sexes,15 à 64 ans,,5.8
2019,Canada,Les deux sexes,15 à 19 ans,,14.4
2019,Canada,Les deux sexes,20 à 24 ans,,8.7
2019,Canada,Les deux sexes,25 à 29 ans,,6.2
2019,Canada,Les deux sexes,30 à 34 ans,,5.2
2019,Canada,Les deux sexes,35 à 39 ans,,4.6
2019,Canada,Les deux sexes,40 à 44 ans,,4.3
2019,Canada,Les deux sexes,45 à 49 ans,,3.8
2019,Canada,Les deux sexes,50 à 54 ans,,4.2
2019,Canada,Les deux sexes,55 à 59 ans,,4.9
2019,Canada,Les deux sexes,60 à 64 ans,,6.1
2019,Canada,Les deux sexes,65 ans et plus,,4.2
2019,Canada,Les deux sexes,65 à 69 ans,,4.6
2019,Canada,Les deux sexes,70 ans et plus,,3.4
2019,Canada,Hommes,15 ans et plus,,6.1
2019,Canada,Hommes,15 à 24 ans,,12.1
2019,Canada,Hommes,25 ans et plus,,5.1
2019,Canada,Hommes,25 à 44 ans,,5.4
2019,Canada,Hommes,45 à 64 ans,,4.9
2019,Canada,Hommes,45 ans et plus,,4.8
2019,Canada,Hommes,25 à 54 ans,,4.9
2019,Canada,Hommes,55 ans et plus,,5.5
2019,Canada,Hommes,15 à 64 ans,,6.2
2019,Canada,Hommes,15 à 19 ans,,15.6
2019,Canada,Hommes,20 à 24 ans,,10.1
2019,Canada,Hommes,25 à 29 ans,,6.9
2019,Canada,Hommes,30 à 34 ans,,5.4
2019,Canada,Hommes,35 à 39 ans,,4.7
2019,Canada,Hommes,40 à 44 ans,,4.4
2019,Canada,Hommes,45 à 49 ans,,3.9
2019,Canada,Hommes,50 à 54 ans,,4.2
2019,Canada,Hommes,55 à 59 ans,,5.2
2019,Canada,Hommes,60 à 64 ans,,6.6
2019,Canada,Hommes,65 ans et plus,,4.3
2019,Canada,Hommes,65 à 69 ans,,5.2
2019,Canada,Hommes,70 ans et plus,,2.9
2019,Canada,Femmes,15 ans et plus,,5.3
2019,Canada,Femmes,15 à 24 ans,,9.3
2019,Canada,Femmes,25 ans et plus,,4.5
2019,Canada,Femmes,25 à 44 ans,,4.8
2019,Canada,Femmes,45 à 64 ans,,4.4
2019,Canada,Femmes,45 ans et plus,,4.3
2019,Canada,Femmes,25 à 54 ans,,4.5
2019,Canada,Femmes,55 ans et plus,,4.7
2019,Canada,Femmes,15 à 64 ans,,5.3
2019,Canada,Femmes,15 à 19 ans,,13.0
2019,Canada,Femmes,20 à 24 ans,,7.2
2019,Canada,Femmes,25 à 29 ans,,5.4
2019,Canada,Femmes,30 à 34 ans,,5.1
2019,Canada,Femmes,35 à 39 ans,,4.5
2019,Canada,Femmes,40 à 44 ans,,4.1
2019,Canada,Femmes,45 à 49 ans,,3.8
2019,Canada,Femmes,50 à 54 ans,,4.1
2019,Canada,Femmes,55 à 59 ans,,4.5
2019,Canada,Femmes,60 à 64 ans,,5.4
2019,Canada,Femmes,65 ans et plus,,4.0
2019,Canada,Femmes,65 à 69 ans,,3.6
2019,Canada,Femmes,70 ans et plus,,4.5
2019,Terre-Neuve-et-Labrador,Les deux sexes,15 ans et plus,10,12.2
2019,Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,10,17.8
2019,Terre-Neuve-et-Labrador,Les deux sexes,25 ans et plus,10,11.4
2019,Terre-Neuve-et-Labrador,Les deux sexes,25 à 44 ans,10,10.0
2019,Terre-Neuve-et-Labrador,Les deux sexes,45 à 64 ans,10,12.5
2019,Terre-Neuve-et-Labrador,Les deux sexes,45 ans et plus,10,12.5
2019,Terre-Neuve-et-Labrador,Les deux sexes,25 à 54 ans,10,10.2
2019,Terre-Neuve-et-Labrador,Les deux sexes,55 ans et plus,10,14.5
2019,Terre-Neuve-et-Labrador,Les deux sexes,15 à 64 ans,10,12.2
2019,Terre-Neuve-et-Labrador,Les deux sexes,15 à 19 ans,10,22.8
2019,Terre-Neuve-et-Labrador,Les deux sexes,20 à 24 ans,10,14.8
2019,Terre-Neuve-et-Labrador,Les deux sexes,25 à 29 ans,10,14.5
2019,Terre-Neuve-et-Labrador,Les deux sexes,30 à 34 ans,10,8.3
2019,Terre-Neuve-et-Labrador,Les deux sexes,35 à 39 ans,10,7.9
2019,Terre-Neuve-et-Labrador,Les deux sexes,40 à 44 ans,10,9.5
2019,Terre-Neuve-et-Labrador,Les deux sexes,45 à 49 ans,10,9.6
2019,Terre-Neuve-et-Labrador,Les deux sexes,50 à 54 ans,10,11.5
2019,Terre-Neuve-et-Labrador,Les deux sexes,55 à 59 ans,10,13.9
2019,Terre-Neuve-et-Labrador,Les deux sexes,60 à 64 ans,10,16.7
2019,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,10,12.6
2019,Terre-Neuve-et-Labrador,Les deux sexes,65 à 69 ans,10,13.8
2019,Terre-Neuve-et-Labrador,Les deux sexes,70 ans et plus,10,
2019,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,10,14.3
2019,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,10,19.1
2019,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,10,13.6
2019,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,10,11.6
2019,Terre-Neuve-et-Labrador,Hommes,45 à 64 ans,10,15.1
2019,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,10,15.2
2019,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,10,12.1
2019,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,10,17.1
2019,Terre-Neuve-et-Labrador,Hommes,15 à 64 ans,10,14.3
2019,Terre-Neuve-et-Labrador,Hommes,15 à 19 ans,10,23.4
2019,Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,10,15.8
2019,Terre-Neuve-et-Labrador,Hommes,25 à 29 ans,10,17.7
2019,Terre-Neuve-et-Labrador,Hommes,30 à 34 ans,10,9.4
2019,Terre-Neuve-et-Labrador,Hommes,35 à 39 ans,10,8.8
2019,Terre-Neuve-et-Labrador,Hommes,40 à 44 ans,10,10.5
2019,Terre-Neuve-et-Labrador,Hommes,45 à 49 ans,10,11.0
2019,Terre-Neuve-et-Labrador,Hommes,50 à 54 ans,10,14.9
2019,Terre-Neuve-et-Labrador,Hommes,55 à 59 ans,10,16.0
2019,Terre-Neuve-et-Labrador,Hommes,60 à 64 ans,10,19.1
2019,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,10,
2019,Terre-Neuve-et-Labrador,Hommes,65 à 69 ans,10,
2019,Terre-Neuve-et-Labrador,Hommes,70 ans et plus,10,
2019,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,10,9.9
2019,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,10,16.3
2019,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,10,8.9
2019,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,10,8.3
2019,Terre-Neuve-et-Labrador,Femmes,45 à 64 ans,10,9.7
2019,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,10,9.5
2019,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,10,8.1
2019,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,10,11.1
2019,Terre-Neuve-et-Labrador,Femmes,15 à 64 ans,10,10.0
2019,Terre-Neuve-et-Labrador,Femmes,15 à 19 ans,10,20.3
2019,Terre-Neuve-et-Labrador,Femmes,20 à 24 ans,10,13.9
2019,Terre-Neuve-et-Labrador,Femmes,25 à 29 ans,10,11.8
2019,Terre-Neuve-et-Labrador,Femmes,30 à 34 ans,10,7.0
2019,Terre-Neuve-et-Labrador,Femmes,35 à 39 ans,10,7.1
2019,Terre-Neuve-et-Labrador,Femmes,40 à 44 ans,10,7.7
2019,Terre-Neuve-et-Labrador,Femmes,45 à 49 ans,10,7.6
2019,Terre-Neuve-et-Labrador,Femmes,50 à 54 ans,10,7.9
2019,Terre-Neuve-et-Labrador,Femmes,55 à 59 ans,10,10.8
2019,Terre-Neuve-et-Labrador,Femmes,60 à 64 ans,10,13.6
2019,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,10,
2019,Terre-Neuve-et-Labrador,Femmes,65 à 69 ans,10,
2019,Terre-Neuve-et-Labrador,Femmes,70 ans et plus,10,
2019,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,11,8.9
2019,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,11,10.4
2019,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,11,8.6
2019,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,11,7.6
2019,Île-du-Prince-Édouard,Les deux sexes,45 à 64 ans,11,9.3
2019,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,11,9.5
2019,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,11,7.6
2019,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,11,10.5
2019,Île-du-Prince-Édouard,Les deux sexes,15 à 64 ans,11,8.8
2019,Île-du-Prince-Édouard,Les deux sexes,15 à 19 ans,11,11.8
2019,Île-du-Prince-Édouard,Les deux sexes,20 à 24 ans,11,8.6
2019,Île-du-Prince-Édouard,Les deux sexes,25 à 29 ans,11,8.1
2019,Île-du-Prince-Édouard,Les deux sexes,30 à 34 ans,11,9.0
2019,Île-du-Prince-Édouard,Les deux sexes,35 à 39 ans,11,8.8
2019,Île-du-Prince-Édouard,Les deux sexes,40 à 44 ans,11,5.7
2019,Île-du-Prince-Édouard,Les deux sexes,45 à 49 ans,11,8.2
2019,Île-du-Prince-Édouard,Les deux sexes,50 à 54 ans,11,8.5
2019,Île-du-Prince-Édouard,Les deux sexes,55 à 59 ans,11,8.6
2019,Île-du-Prince-Édouard,Les deux sexes,60 à 64 ans,11,13.9
2019,Île-du-Prince-Édouard,Les deux sexes,65 ans et plus,11,9.3
2019,Île-du-Prince-Édouard,Les deux sexes,65 à 69 ans,11,11.8
2019,Île-du-Prince-Édouard,Les deux sexes,70 ans et plus,11,
2019,Île-du-Prince-Édouard,Hommes,15 ans et plus,11,11.0
2019,Île-du-Prince-Édouard,Hommes,15 à 24 ans,11,13.2
2019,Île-du-Prince-Édouard,Hommes,25 ans et plus,11,10.6
2019,Île-du-Prince-Édouard,Hommes,25 à 44 ans,11,9.5
2019,Île-du-Prince-Édouard,Hommes,45 à 64 ans,11,11.4
2019,Île-du-Prince-Édouard,Hommes,45 ans et plus,11,11.4
2019,Île-du-Prince-Édouard,Hommes,25 à 54 ans,11,9.7
2019,Île-du-Prince-Édouard,Hommes,55 ans et plus,11,12.6
2019,Île-du-Prince-Édouard,Hommes,15 à 64 ans,11,11.0
2019,Île-du-Prince-Édouard,Hommes,15 à 19 ans,11,16.0
2019,Île-du-Prince-Édouard,Hommes,20 à 24 ans,11,11.8
2019,Île-du-Prince-Édouard,Hommes,25 à 29 ans,11,
2019,Île-du-Prince-Édouard,Hommes,30 à 34 ans,11,10.3
2019,Île-du-Prince-Édouard,Hommes,35 à 39 ans,11,10.3
2019,Île-du-Prince-Édouard,Hommes,40 à 44 ans,11,6.8
2019,Île-du-Prince-Édouard,Hommes,45 à 49 ans,11,9.5
2019,Île-du-Prince-Édouard,Hommes,50 à 54 ans,11,10.4
2019,Île-du-Prince-Édouard,Hommes,55 à 59 ans,11,10.9
2019,Île-du-Prince-Édouard,Hommes,60 à 64 ans,11,15.4
2019,Île-du-Prince-Édouard,Hommes,65 ans et plus,11,
2019,Île-du-Prince-Édouard,Hommes,65 à 69 ans,11,
2019,Île-du-Prince-Édouard,Hommes,70 ans et plus,11,
2019,Île-du-Prince-Édouard,Femmes,15 ans et plus,11,6.7
2019,Île-du-Prince-Édouard,Femmes,15 à 24 ans,11,7.4
2019,Île-du-Prince-Édouard,Femmes,25 ans et plus,11,6.6
2019,Île-du-Prince-Édouard,Femmes,25 à 44 ans,11,5.5
2019,Île-du-Prince-Édouard,Femmes,45 à 64 ans,11,7.1
2019,Île-du-Prince-Édouard,Femmes,45 ans et plus,11,6.9
2019,Île-du-Prince-Édouard,Femmes,25 à 54 ans,11,6.0
2019,Île-du-Prince-Édouard,Femmes,55 ans et plus,11,8.0
2019,Île-du-Prince-Édouard,Femmes,15 à 64 ans,11,6.5
2019,Île-du-Prince-Édouard,Femmes,15 à 19 ans,11,11.5
2019,Île-du-Prince-Édouard,Femmes,20 à 24 ans,11,4.8
2019,Île-du-Prince-Édouard,Femmes,25 à 29 ans,11,
2019,Île-du-Prince-Édouard,Femmes,30 à 34 ans,11,7.7
2019,Île-du-Prince-Édouard,Femmes,35 à 39 ans,11,4.9
2019,Île-du-Prince-Édouard,Femmes,40 à 44 ans,11,4.5
2019,Île-du-Prince-Édouard,Femmes,45 à 49 ans,11,7.0
2019,Île-du-Prince-Édouard,Femmes,50 à 54 ans,11,6.5
2019,Île-du-Prince-Édouard,Femmes,55 à 59 ans,11,6.4
2019,Île-du-Prince-Édouard,Femmes,60 à 64 ans,11,12.1
2019,Île-du-Prince-Édouard,Femmes,65 ans et plus,11,
2019,Île-du-Prince-Édouard,Femmes,65 à 69 ans,11,
2019,Île-du-Prince-Édouard,Femmes,70 ans et plus,11,
2019,Nouvelle-Écosse,Les deux sexes,15 ans et plus,12,7.4
2019,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,12,13.6
2019,Nouvelle-Écosse,Les deux sexes,25 ans et plus,12,6.3
2019,Nouvelle-Écosse,Les deux sexes,25 à 44 ans,12,7.0
2019,Nouvelle-Écosse,Les deux sexes,45 à 64 ans,12,5.6
2019,Nouvelle-Écosse,Les deux sexes,45 ans et plus,12,5.7
2019,Nouvelle-Écosse,Les deux sexes,25 à 54 ans,12,6.2
2019,Nouvelle-Écosse,Les deux sexes,55 ans et plus,12,6.6
2019,Nouvelle-Écosse,Les deux sexes,15 à 64 ans,12,7.5
2019,Nouvelle-Écosse,Les deux sexes,15 à 19 ans,12,17.1
2019,Nouvelle-Écosse,Les deux sexes,20 à 24 ans,12,11.5
2019,Nouvelle-Écosse,Les deux sexes,25 à 29 ans,12,8.5
2019,Nouvelle-Écosse,Les deux sexes,30 à 34 ans,12,6.8
2019,Nouvelle-Écosse,Les deux sexes,35 à 39 ans,12,7.4
2019,Nouvelle-Écosse,Les deux sexes,40 à 44 ans,12,5.3
2019,Nouvelle-Écosse,Les deux sexes,45 à 49 ans,12,4.6
2019,Nouvelle-Écosse,Les deux sexes,50 à 54 ans,12,4.8
2019,Nouvelle-Écosse,Les deux sexes,55 à 59 ans,12,6.3
2019,Nouvelle-Écosse,Les deux sexes,60 à 64 ans,12,7.2
2019,Nouvelle-Écosse,Les deux sexes,65 ans et plus,12,6.1
2019,Nouvelle-Écosse,Les deux sexes,65 à 69 ans,12,7.6
2019,Nouvelle-Écosse,Les deux sexes,70 ans et plus,12,
2019,Nouvelle-Écosse,Hommes,15 ans et plus,12,8.7
2019,Nouvelle-Écosse,Hommes,15 à 24 ans,12,14.8
2019,Nouvelle-Écosse,Hommes,25 ans et plus,12,7.5
2019,Nouvelle-Écosse,Hommes,25 à 44 ans,12,8.5
2019,Nouvelle-Écosse,Hommes,45 à 64 ans,12,6.8
2019,Nouvelle-Écosse,Hommes,45 ans et plus,12,6.8
2019,Nouvelle-Écosse,Hommes,25 à 54 ans,12,7.6
2019,Nouvelle-Écosse,Hommes,55 ans et plus,12,7.5
2019,Nouvelle-Écosse,Hommes,15 à 64 ans,12,8.8
2019,Nouvelle-Écosse,Hommes,15 à 19 ans,12,16.3
2019,Nouvelle-Écosse,Hommes,20 à 24 ans,12,13.6
2019,Nouvelle-Écosse,Hommes,25 à 29 ans,12,10.6
2019,Nouvelle-Écosse,Hommes,30 à 34 ans,12,8.4
2019,Nouvelle-Écosse,Hommes,35 à 39 ans,12,8.5
2019,Nouvelle-Écosse,Hommes,40 à 44 ans,12,6.4
2019,Nouvelle-Écosse,Hommes,45 à 49 ans,12,6.1
2019,Nouvelle-Écosse,Hommes,50 à 54 ans,12,5.7
2019,Nouvelle-Écosse,Hommes,55 à 59 ans,12,7.3
2019,Nouvelle-Écosse,Hommes,60 à 64 ans,12,8.0
2019,Nouvelle-Écosse,Hommes,65 ans et plus,12,6.8
2019,Nouvelle-Écosse,Hommes,65 à 69 ans,12,
2019,Nouvelle-Écosse,Hommes,70 ans et plus,12,
2019,Nouvelle-Écosse,Femmes,15 ans et plus,12,6.1
2019,Nouvelle-Écosse,Femmes,15 à 24 ans,12,12.7
2019,Nouvelle-Écosse,Femmes,25 ans et plus,12,5.0
2019,Nouvelle-Écosse,Femmes,25 à 44 ans,12,5.5
2019,Nouvelle-Écosse,Femmes,45 à 64 ans,12,4.5
2019,Nouvelle-Écosse,Femmes,45 ans et plus,12,4.6
2019,Nouvelle-Écosse,Femmes,25 à 54 ans,12,4.8
2019,Nouvelle-Écosse,Femmes,55 ans et plus,12,5.4
2019,Nouvelle-Écosse,Femmes,15 à 64 ans,12,6.2
2019,Nouvelle-Écosse,Femmes,15 à 19 ans,12,17.9
2019,Nouvelle-Écosse,Femmes,20 à 24 ans,12,9.2
2019,Nouvelle-Écosse,Femmes,25 à 29 ans,12,6.0
2019,Nouvelle-Écosse,Femmes,30 à 34 ans,12,4.8
2019,Nouvelle-Écosse,Femmes,35 à 39 ans,12,6.4
2019,Nouvelle-Écosse,Femmes,40 à 44 ans,12,4.3
2019,Nouvelle-Écosse,Femmes,45 à 49 ans,12,3.2
2019,Nouvelle-Écosse,Femmes,50 à 54 ans,12,4.0
2019,Nouvelle-Écosse,Femmes,55 à 59 ans,12,4.9
2019,Nouvelle-Écosse,Femmes,60 à 64 ans,12,5.9
2019,Nouvelle-Écosse,Femmes,65 ans et plus,12,5.9
2019,Nouvelle-Écosse,Femmes,65 à 69 ans,12,
2019,Nouvelle-Écosse,Femmes,70 ans et plus,12,
2019,Nouveau-Brunswick,Les deux sexes,15 ans et plus,13,8.2
2019,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,13,12.3
2019,Nouveau-Brunswick,Les deux sexes,25 ans et plus,13,7.5
2019,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,13,6.7
2019,Nouveau-Brunswick,Les deux sexes,45 à 64 ans,13,8.1
2019,Nouveau-Brunswick,Les deux sexes,45 ans et plus,13,8.2
2019,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,13,6.6
2019,Nouveau-Brunswick,Les deux sexes,55 ans et plus,13,9.6
2019,Nouveau-Brunswick,Les deux sexes,15 à 64 ans,13,8.2
2019,Nouveau-Brunswick,Les deux sexes,15 à 19 ans,13,15.8
2019,Nouveau-Brunswick,Les deux sexes,20 à 24 ans,13,10.0
2019,Nouveau-Brunswick,Les deux sexes,25 à 29 ans,13,8.9
2019,Nouveau-Brunswick,Les deux sexes,30 à 34 ans,13,6.8
2019,Nouveau-Brunswick,Les deux sexes,35 à 39 ans,13,5.9
2019,Nouveau-Brunswick,Les deux sexes,40 à 44 ans,13,5.3
2019,Nouveau-Brunswick,Les deux sexes,45 à 49 ans,13,5.5
2019,Nouveau-Brunswick,Les deux sexes,50 à 54 ans,13,7.4
2019,Nouveau-Brunswick,Les deux sexes,55 à 59 ans,13,10.4
2019,Nouveau-Brunswick,Les deux sexes,60 à 64 ans,13,9.5
2019,Nouveau-Brunswick,Les deux sexes,65 ans et plus,13,8.0
2019,Nouveau-Brunswick,Les deux sexes,65 à 69 ans,13,10.8
2019,Nouveau-Brunswick,Les deux sexes,70 ans et plus,13,
2019,Nouveau-Brunswick,Hommes,15 ans et plus,13,9.6
2019,Nouveau-Brunswick,Hommes,15 à 24 ans,13,14.9
2019,Nouveau-Brunswick,Hommes,25 ans et plus,13,8.7
2019,Nouveau-Brunswick,Hommes,25 à 44 ans,13,7.8
2019,Nouveau-Brunswick,Hommes,45 à 64 ans,13,9.4
2019,Nouveau-Brunswick,Hommes,45 ans et plus,13,9.4
2019,Nouveau-Brunswick,Hommes,25 à 54 ans,13,7.8
2019,Nouveau-Brunswick,Hommes,55 ans et plus,13,10.8
2019,Nouveau-Brunswick,Hommes,15 à 64 ans,13,9.6
2019,Nouveau-Brunswick,Hommes,15 à 19 ans,13,18.8
2019,Nouveau-Brunswick,Hommes,20 à 24 ans,13,13.0
2019,Nouveau-Brunswick,Hommes,25 à 29 ans,13,10.0
2019,Nouveau-Brunswick,Hommes,30 à 34 ans,13,8.4
2019,Nouveau-Brunswick,Hommes,35 à 39 ans,13,7.0
2019,Nouveau-Brunswick,Hommes,40 à 44 ans,13,6.1
2019,Nouveau-Brunswick,Hommes,45 à 49 ans,13,6.5
2019,Nouveau-Brunswick,Hommes,50 à 54 ans,13,8.9
2019,Nouveau-Brunswick,Hommes,55 à 59 ans,13,11.5
2019,Nouveau-Brunswick,Hommes,60 à 64 ans,13,10.9
2019,Nouveau-Brunswick,Hommes,65 ans et plus,13,
2019,Nouveau-Brunswick,Hommes,65 à 69 ans,13,
2019,Nouveau-Brunswick,Hommes,70 ans et plus,13,
2019,Nouveau-Brunswick,Femmes,15 ans et plus,13,6.6
2019,Nouveau-Brunswick,Femmes,15 à 24 ans,13,9.5
2019,Nouveau-Brunswick,Femmes,25 ans et plus,13,6.2
2019,Nouveau-Brunswick,Femmes,25 à 44 ans,13,5.7
2019,Nouveau-Brunswick,Femmes,45 à 64 ans,13,6.7
2019,Nouveau-Brunswick,Femmes,45 ans et plus,13,6.6
2019,Nouveau-Brunswick,Femmes,25 à 54 ans,13,5.5
2019,Nouveau-Brunswick,Femmes,55 ans et plus,13,8.1
2019,Nouveau-Brunswick,Femmes,15 à 64 ans,13,6.7
2019,Nouveau-Brunswick,Femmes,15 à 19 ans,13,12.7
2019,Nouveau-Brunswick,Femmes,20 à 24 ans,13,7.1
2019,Nouveau-Brunswick,Femmes,25 à 29 ans,13,7.8
2019,Nouveau-Brunswick,Femmes,30 à 34 ans,13,5.0
2019,Nouveau-Brunswick,Femmes,35 à 39 ans,13,4.9
2019,Nouveau-Brunswick,Femmes,40 à 44 ans,13,5.0
2019,Nouveau-Brunswick,Femmes,45 à 49 ans,13,4.5
2019,Nouveau-Brunswick,Femmes,50 à 54 ans,13,6.3
2019,Nouveau-Brunswick,Femmes,55 à 59 ans,13,9.2
2019,Nouveau-Brunswick,Femmes,60 à 64 ans,13,7.1
2019,Nouveau-Brunswick,Femmes,65 ans et plus,13,
2019,Nouveau-Brunswick,Femmes,65 à 69 ans,13,
2019,Nouveau-Brunswick,Femmes,70 ans et plus,13,
2019,Québec,Les deux sexes,15 ans et plus,24,5.1
2019,Québec,Les deux sexes,15 à 24 ans,24,8.3
2019,Québec,Les deux sexes,25 ans et plus,24,4.5
2019,Québec,Les deux sexes,25 à 44 ans,24,4.7
2019,Québec,Les deux sexes,45 à 64 ans,24,4.3
2019,Québec,Les deux sexes,45 ans et plus,24,4.4
2019,Québec,Les deux sexes,25 à 54 ans,24,4.3
2019,Québec,Les deux sexes,55 ans et plus,24,5.2
2019,Québec,Les deux sexes,15 à 64 ans,24,5.1
2019,Québec,Les deux sexes,15 à 19 ans,24,10.7
2019,Québec,Les deux sexes,20 à 24 ans,24,6.8
2019,Québec,Les deux sexes,25 à 29 ans,24,5.7
2019,Québec,Les deux sexes,30 à 34 ans,24,5.0
2019,Québec,Les deux sexes,35 à 39 ans,24,4.1
2019,Québec,Les deux sexes,40 à 44 ans,24,4.0
2019,Québec,Les deux sexes,45 à 49 ans,24,3.2
2019,Québec,Les deux sexes,50 à 54 ans,24,4.1
