Year,Âge au décès,Sexe,Causes of death,Value
2018,20 à 24 ans,Femmes,Tumeurs malignes,2.4
2018,20 à 24 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.2
2018,20 à 24 ans,Femmes,Diabète sucré,0.7
2018,20 à 24 ans,Femmes,Maladies du coeur,1.0
2018,20 à 24 ans,Femmes,Grippe et pneumopathie,0.3
2018,20 à 24 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,20 à 24 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2018,25 à 34 ans,Les deux sexes,Tumeurs malignes,7.1
2018,25 à 34 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.2
2018,25 à 34 ans,Les deux sexes,Diabète sucré,0.9
2018,25 à 34 ans,Les deux sexes,Maladies du coeur,3.4
2018,25 à 34 ans,Les deux sexes,Grippe et pneumopathie,0.6
2018,25 à 34 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,25 à 34 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2018,25 à 34 ans,Hommes,Tumeurs malignes,6.4
2018,25 à 34 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.2
2018,25 à 34 ans,Hommes,Diabète sucré,1.0
2018,25 à 34 ans,Hommes,Maladies du coeur,4.4
2018,25 à 34 ans,Hommes,Grippe et pneumopathie,0.6
2018,25 à 34 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,25 à 34 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.3
2018,25 à 34 ans,Femmes,Tumeurs malignes,7.9
2018,25 à 34 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.2
2018,25 à 34 ans,Femmes,Diabète sucré,0.8
2018,25 à 34 ans,Femmes,Maladies du coeur,2.3
2018,25 à 34 ans,Femmes,Grippe et pneumopathie,0.7
2018,25 à 34 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,25 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2018,25 à 29 ans,Les deux sexes,Tumeurs malignes,5.8
2018,25 à 29 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.2
2018,25 à 29 ans,Les deux sexes,Diabète sucré,0.9
2018,25 à 29 ans,Les deux sexes,Maladies du coeur,2.8
2018,25 à 29 ans,Les deux sexes,Grippe et pneumopathie,0.4
2018,25 à 29 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,25 à 29 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2018,25 à 29 ans,Hommes,Tumeurs malignes,6.1
2018,25 à 29 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.1
2018,25 à 29 ans,Hommes,Diabète sucré,1.1
2018,25 à 29 ans,Hommes,Maladies du coeur,3.2
2018,25 à 29 ans,Hommes,Grippe et pneumopathie,0.4
2018,25 à 29 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,25 à 29 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2018,25 à 29 ans,Femmes,Tumeurs malignes,5.5
2018,25 à 29 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.2
2018,25 à 29 ans,Femmes,Diabète sucré,0.8
2018,25 à 29 ans,Femmes,Maladies du coeur,2.3
2018,25 à 29 ans,Femmes,Grippe et pneumopathie,0.4
2018,25 à 29 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,25 à 29 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2018,30 à 34 ans,Les deux sexes,Tumeurs malignes,8.5
2018,30 à 34 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.2
2018,30 à 34 ans,Les deux sexes,Diabète sucré,0.9
2018,30 à 34 ans,Les deux sexes,Maladies du coeur,4.0
2018,30 à 34 ans,Les deux sexes,Grippe et pneumopathie,0.9
2018,30 à 34 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,30 à 34 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2018,30 à 34 ans,Hommes,Tumeurs malignes,6.7
2018,30 à 34 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.3
2018,30 à 34 ans,Hommes,Diabète sucré,1.0
2018,30 à 34 ans,Hommes,Maladies du coeur,5.6
2018,30 à 34 ans,Hommes,Grippe et pneumopathie,0.8
2018,30 à 34 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,30 à 34 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.3
2018,30 à 34 ans,Femmes,Tumeurs malignes,10.2
2018,30 à 34 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.2
2018,30 à 34 ans,Femmes,Diabète sucré,0.9
2018,30 à 34 ans,Femmes,Maladies du coeur,2.3
2018,30 à 34 ans,Femmes,Grippe et pneumopathie,0.9
2018,30 à 34 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,30 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2018,35 à 44 ans,Les deux sexes,Tumeurs malignes,21.5
2018,35 à 44 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.5
2018,35 à 44 ans,Les deux sexes,Diabète sucré,2.2
2018,35 à 44 ans,Les deux sexes,Maladies du coeur,9.5
2018,35 à 44 ans,Les deux sexes,Grippe et pneumopathie,1.4
2018,35 à 44 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,35 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.5
2018,35 à 44 ans,Hommes,Tumeurs malignes,18.6
2018,35 à 44 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.4
2018,35 à 44 ans,Hommes,Diabète sucré,2.6
2018,35 à 44 ans,Hommes,Maladies du coeur,13.7
2018,35 à 44 ans,Hommes,Grippe et pneumopathie,1.6
2018,35 à 44 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,35 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.6
2018,35 à 44 ans,Femmes,Tumeurs malignes,24.3
2018,35 à 44 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.5
2018,35 à 44 ans,Femmes,Diabète sucré,1.8
2018,35 à 44 ans,Femmes,Maladies du coeur,5.4
2018,35 à 44 ans,Femmes,Grippe et pneumopathie,1.2
2018,35 à 44 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,35 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.3
2018,35 à 39 ans,Les deux sexes,Tumeurs malignes,14.1
2018,35 à 39 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.3
2018,35 à 39 ans,Les deux sexes,Diabète sucré,1.7
2018,35 à 39 ans,Les deux sexes,Maladies du coeur,7.0
2018,35 à 39 ans,Les deux sexes,Grippe et pneumopathie,0.9
2018,35 à 39 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,35 à 39 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.3
2018,35 à 39 ans,Hommes,Tumeurs malignes,10.9
2018,35 à 39 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.2
2018,35 à 39 ans,Hommes,Diabète sucré,2.2
2018,35 à 39 ans,Hommes,Maladies du coeur,9.7
2018,35 à 39 ans,Hommes,Grippe et pneumopathie,1.0
2018,35 à 39 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,35 à 39 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.4
2018,35 à 39 ans,Femmes,Tumeurs malignes,17.3
2018,35 à 39 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.4
2018,35 à 39 ans,Femmes,Diabète sucré,1.3
2018,35 à 39 ans,Femmes,Maladies du coeur,4.3
2018,35 à 39 ans,Femmes,Grippe et pneumopathie,0.8
2018,35 à 39 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,35 à 39 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2018,40 à 44 ans,Les deux sexes,Tumeurs malignes,29.2
2018,40 à 44 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.6
2018,40 à 44 ans,Les deux sexes,Diabète sucré,2.6
2018,40 à 44 ans,Les deux sexes,Maladies du coeur,12.3
2018,40 à 44 ans,Les deux sexes,Grippe et pneumopathie,1.9
2018,40 à 44 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,40 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.6
2018,40 à 44 ans,Hommes,Tumeurs malignes,26.7
2018,40 à 44 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.6
2018,40 à 44 ans,Hommes,Diabète sucré,3.0
2018,40 à 44 ans,Hommes,Maladies du coeur,18.0
2018,40 à 44 ans,Hommes,Grippe et pneumopathie,2.1
2018,40 à 44 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,40 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.8
2018,40 à 44 ans,Femmes,Tumeurs malignes,31.7
2018,40 à 44 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.7
2018,40 à 44 ans,Femmes,Diabète sucré,2.3
2018,40 à 44 ans,Femmes,Maladies du coeur,6.6
2018,40 à 44 ans,Femmes,Grippe et pneumopathie,1.7
2018,40 à 44 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,40 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.4
2018,45 à 54 ans,Les deux sexes,Tumeurs malignes,76.2
2018,45 à 54 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.8
2018,45 à 54 ans,Les deux sexes,Diabète sucré,6.8
2018,45 à 54 ans,Les deux sexes,Maladies du coeur,34.3
2018,45 à 54 ans,Les deux sexes,Grippe et pneumopathie,3.8
2018,45 à 54 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,45 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,3.4
2018,45 à 54 ans,Hommes,Tumeurs malignes,72.0
2018,45 à 54 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.8
2018,45 à 54 ans,Hommes,Diabète sucré,9.2
2018,45 à 54 ans,Hommes,Maladies du coeur,53.4
2018,45 à 54 ans,Hommes,Grippe et pneumopathie,4.2
2018,45 à 54 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,45 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,3.1
2018,45 à 54 ans,Femmes,Tumeurs malignes,80.3
2018,45 à 54 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.7
2018,45 à 54 ans,Femmes,Diabète sucré,4.4
2018,45 à 54 ans,Femmes,Maladies du coeur,15.4
2018,45 à 54 ans,Femmes,Grippe et pneumopathie,3.4
2018,45 à 54 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,45 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,3.7
2018,45 à 49 ans,Les deux sexes,Tumeurs malignes,50.9
2018,45 à 49 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.7
2018,45 à 49 ans,Les deux sexes,Diabète sucré,5.6
2018,45 à 49 ans,Les deux sexes,Maladies du coeur,23.3
2018,45 à 49 ans,Les deux sexes,Grippe et pneumopathie,2.2
2018,45 à 49 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,45 à 49 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,1.8
2018,45 à 49 ans,Hommes,Tumeurs malignes,45.4
2018,45 à 49 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.9
2018,45 à 49 ans,Hommes,Diabète sucré,7.9
2018,45 à 49 ans,Hommes,Maladies du coeur,36.0
2018,45 à 49 ans,Hommes,Grippe et pneumopathie,2.4
2018,45 à 49 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,45 à 49 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,1.7
2018,45 à 49 ans,Femmes,Tumeurs malignes,56.4
2018,45 à 49 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.6
2018,45 à 49 ans,Femmes,Diabète sucré,3.5
2018,45 à 49 ans,Femmes,Maladies du coeur,10.7
2018,45 à 49 ans,Femmes,Grippe et pneumopathie,2.1
2018,45 à 49 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,45 à 49 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,2.0
2018,50 à 54 ans,Les deux sexes,Tumeurs malignes,99.7
2018,50 à 54 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.8
2018,50 à 54 ans,Les deux sexes,Diabète sucré,7.9
2018,50 à 54 ans,Les deux sexes,Maladies du coeur,44.6
2018,50 à 54 ans,Les deux sexes,Grippe et pneumopathie,5.2
2018,50 à 54 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,50 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,4.8
2018,50 à 54 ans,Hommes,Tumeurs malignes,96.8
2018,50 à 54 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.8
2018,50 à 54 ans,Hommes,Diabète sucré,10.5
2018,50 à 54 ans,Hommes,Maladies du coeur,69.5
2018,50 à 54 ans,Hommes,Grippe et pneumopathie,5.8
2018,50 à 54 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,50 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,4.4
2018,50 à 54 ans,Femmes,Tumeurs malignes,102.6
2018,50 à 54 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.9
2018,50 à 54 ans,Femmes,Diabète sucré,5.3
2018,50 à 54 ans,Femmes,Maladies du coeur,19.8
2018,50 à 54 ans,Femmes,Grippe et pneumopathie,4.6
2018,50 à 54 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,50 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,5.3
2018,55 à 64 ans,Les deux sexes,Tumeurs malignes,248.9
2018,55 à 64 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",2.7
2018,55 à 64 ans,Les deux sexes,Diabète sucré,15.5
2018,55 à 64 ans,Les deux sexes,Maladies du coeur,98.3
2018,55 à 64 ans,Les deux sexes,Grippe et pneumopathie,9.0
2018,55 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2018,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,20.7
2018,55 à 64 ans,Hommes,Tumeurs malignes,266.3
2018,55 à 64 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",3.4
2018,55 à 64 ans,Hommes,Diabète sucré,20.2
2018,55 à 64 ans,Hommes,Maladies du coeur,147.8
2018,55 à 64 ans,Hommes,Grippe et pneumopathie,11.0
2018,55 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,22.7
2018,55 à 64 ans,Femmes,Tumeurs malignes,232.0
2018,55 à 64 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",2.1
2018,55 à 64 ans,Femmes,Diabète sucré,10.9
2018,55 à 64 ans,Femmes,Maladies du coeur,49.9
2018,55 à 64 ans,Femmes,Grippe et pneumopathie,7.1
2018,55 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.1
2018,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,18.8
2018,55 à 59 ans,Les deux sexes,Tumeurs malignes,187.2
2018,55 à 59 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",2.2
2018,55 à 59 ans,Les deux sexes,Diabète sucré,11.7
2018,55 à 59 ans,Les deux sexes,Maladies du coeur,76.8
2018,55 à 59 ans,Les deux sexes,Grippe et pneumopathie,6.5
2018,55 à 59 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,55 à 59 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,12.6
2018,55 à 59 ans,Hommes,Tumeurs malignes,189.1
2018,55 à 59 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",2.8
2018,55 à 59 ans,Hommes,Diabète sucré,15.0
2018,55 à 59 ans,Hommes,Maladies du coeur,116.3
2018,55 à 59 ans,Hommes,Grippe et pneumopathie,8.3
2018,55 à 59 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,55 à 59 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,13.6
2018,55 à 59 ans,Femmes,Tumeurs malignes,185.4
2018,55 à 59 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",1.5
2018,55 à 59 ans,Femmes,Diabète sucré,8.5
2018,55 à 59 ans,Femmes,Maladies du coeur,37.8
2018,55 à 59 ans,Femmes,Grippe et pneumopathie,4.8
2018,55 à 59 ans,Femmes,Acute bronchitis and bronchiolitis,0.1
2018,55 à 59 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,11.6
2018,60 à 64 ans,Les deux sexes,Tumeurs malignes,317.4
2018,60 à 64 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",3.4
2018,60 à 64 ans,Les deux sexes,Diabète sucré,19.7
2018,60 à 64 ans,Les deux sexes,Maladies du coeur,122.2
2018,60 à 64 ans,Les deux sexes,Grippe et pneumopathie,11.7
2018,60 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2018,60 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,29.7
2018,60 à 64 ans,Hommes,Tumeurs malignes,352.9
2018,60 à 64 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",4.1
2018,60 à 64 ans,Hommes,Diabète sucré,26.0
2018,60 à 64 ans,Hommes,Maladies du coeur,183.1
2018,60 à 64 ans,Hommes,Grippe et pneumopathie,14.0
2018,60 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,60 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,32.9
2018,60 à 64 ans,Femmes,Tumeurs malignes,283.1
2018,60 à 64 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",2.6
2018,60 à 64 ans,Femmes,Diabète sucré,13.6
2018,60 à 64 ans,Femmes,Maladies du coeur,63.3
2018,60 à 64 ans,Femmes,Grippe et pneumopathie,9.5
2018,60 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.1
2018,60 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,26.7
2018,65 à 74 ans,Les deux sexes,Tumeurs malignes,591.9
2018,65 à 74 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",9.0
2018,65 à 74 ans,Les deux sexes,Diabète sucré,43.4
2018,65 à 74 ans,Les deux sexes,Maladies du coeur,243.6
2018,65 à 74 ans,Les deux sexes,Grippe et pneumopathie,23.6
2018,65 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.4
2018,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,79.2
2018,65 à 74 ans,Hommes,Tumeurs malignes,680.7
2018,65 à 74 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",11.3
2018,65 à 74 ans,Hommes,Diabète sucré,57.6
2018,65 à 74 ans,Hommes,Maladies du coeur,343.0
2018,65 à 74 ans,Hommes,Grippe et pneumopathie,29.9
2018,65 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.5
2018,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,85.6
2018,65 à 74 ans,Femmes,Tumeurs malignes,509.0
2018,65 à 74 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",6.8
2018,65 à 74 ans,Femmes,Diabète sucré,30.2
2018,65 à 74 ans,Femmes,Maladies du coeur,151.0
2018,65 à 74 ans,Femmes,Grippe et pneumopathie,17.8
2018,65 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.2
2018,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,73.2
2018,65 à 69 ans,Les deux sexes,Tumeurs malignes,489.6
2018,65 à 69 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",7.1
2018,65 à 69 ans,Les deux sexes,Diabète sucré,36.1
2018,65 à 69 ans,Les deux sexes,Maladies du coeur,196.2
2018,65 à 69 ans,Les deux sexes,Grippe et pneumopathie,15.9
2018,65 à 69 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,65 à 69 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,58.5
2018,65 à 69 ans,Hommes,Tumeurs malignes,563.5
2018,65 à 69 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",8.7
2018,65 à 69 ans,Hommes,Diabète sucré,46.5
2018,65 à 69 ans,Hommes,Maladies du coeur,284.5
2018,65 à 69 ans,Hommes,Grippe et pneumopathie,19.6
2018,65 à 69 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,65 à 69 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,65.4
2018,65 à 69 ans,Femmes,Tumeurs malignes,419.9
2018,65 à 69 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",5.6
2018,65 à 69 ans,Femmes,Diabète sucré,26.3
2018,65 à 69 ans,Femmes,Maladies du coeur,113.0
2018,65 à 69 ans,Femmes,Grippe et pneumopathie,12.3
2018,65 à 69 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,65 à 69 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,52.0
2018,70 à 74 ans,Les deux sexes,Tumeurs malignes,720.1
2018,70 à 74 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",11.3
2018,70 à 74 ans,Les deux sexes,Diabète sucré,52.5
2018,70 à 74 ans,Les deux sexes,Maladies du coeur,303.0
2018,70 à 74 ans,Les deux sexes,Grippe et pneumopathie,33.4
2018,70 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.4
2018,70 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,105.1
2018,70 à 74 ans,Hommes,Tumeurs malignes,829.4
2018,70 à 74 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",14.6
2018,70 à 74 ans,Hommes,Diabète sucré,71.6
2018,70 à 74 ans,Hommes,Maladies du coeur,417.1
2018,70 à 74 ans,Hommes,Grippe et pneumopathie,42.9
2018,70 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.5
2018,70 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,111.4
2018,70 à 74 ans,Femmes,Tumeurs malignes,619.5
2018,70 à 74 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",8.3
2018,70 à 74 ans,Femmes,Diabète sucré,35.0
2018,70 à 74 ans,Femmes,Maladies du coeur,197.9
2018,70 à 74 ans,Femmes,Grippe et pneumopathie,24.7
2018,70 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.2
2018,70 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,99.4
2018,75 à 84 ans,Les deux sexes,Tumeurs malignes,1219.2
2018,75 à 84 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",29.2
2018,75 à 84 ans,Les deux sexes,Diabète sucré,99.7
2018,75 à 84 ans,Les deux sexes,Maladies du coeur,699.9
2018,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,99.0
2018,75 à 84 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.5
2018,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,231.5
2018,75 à 84 ans,Hommes,Tumeurs malignes,1475.1
2018,75 à 84 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",37.2
2018,75 à 84 ans,Hommes,Diabète sucré,123.7
2018,75 à 84 ans,Hommes,Maladies du coeur,903.1
2018,75 à 84 ans,Hommes,Grippe et pneumopathie,117.9
2018,75 à 84 ans,Hommes,Acute bronchitis and bronchiolitis,0.8
2018,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,256.0
2018,75 à 84 ans,Femmes,Tumeurs malignes,1005.9
2018,75 à 84 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",22.6
2018,75 à 84 ans,Femmes,Diabète sucré,79.8
2018,75 à 84 ans,Femmes,Maladies du coeur,530.6
2018,75 à 84 ans,Femmes,Grippe et pneumopathie,83.2
2018,75 à 84 ans,Femmes,Acute bronchitis and bronchiolitis,0.3
2018,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,211.0
2018,75 à 79 ans,Les deux sexes,Tumeurs malignes,1052.8
2018,75 à 79 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",21.9
2018,75 à 79 ans,Les deux sexes,Diabète sucré,74.5
2018,75 à 79 ans,Les deux sexes,Maladies du coeur,510.7
2018,75 à 79 ans,Les deux sexes,Grippe et pneumopathie,63.4
2018,75 à 79 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.4
2018,75 à 79 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,189.5
2018,75 à 79 ans,Hommes,Tumeurs malignes,1266.4
2018,75 à 79 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",28.1
2018,75 à 79 ans,Hommes,Diabète sucré,94.4
2018,75 à 79 ans,Hommes,Maladies du coeur,679.3
2018,75 à 79 ans,Hommes,Grippe et pneumopathie,74.0
2018,75 à 79 ans,Hommes,Acute bronchitis and bronchiolitis,0.4
2018,75 à 79 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,209.7
2018,75 à 79 ans,Femmes,Tumeurs malignes,867.2
