Year,Geography,Status,Sex,Age group,GeoCode,Value
2019,Quebec,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,24,3
2019,Quebec,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,24,5
2019,Quebec,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,24,2
2019,Quebec,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,24,4
2019,Quebec,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,24,6
2019,Quebec,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,24,2
2019,Quebec,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,24,5
2019,Quebec,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,24,7
2019,Quebec,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,24,2
2019,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,24,3
2019,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,24,3
2019,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,24,3
2019,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,24,5
2019,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,24,4
2019,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,24,5
2019,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,24,6
2019,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,24,5
2019,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,24,6
2019,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,24,6
2019,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,24,5
2019,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,24,7
2019,Ontario,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,35,6
2019,Ontario,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,35,7
2019,Ontario,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,35,5
2019,Ontario,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,35,10
2019,Ontario,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,35,10
2019,Ontario,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,35,9
2019,Ontario,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,35,12
2019,Ontario,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,35,13
2019,Ontario,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,35,11
2019,Ontario,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,35,13
2019,Ontario,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,35,13
2019,Ontario,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,35,12
2019,Ontario,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,35,2
2019,Ontario,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,35,3
2019,Ontario,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,35,1
2019,Ontario,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,35,4
2019,Ontario,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,35,5
2019,Ontario,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,35,2
2019,Ontario,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,35,5
2019,Ontario,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,35,7
2019,Ontario,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,35,3
2019,Ontario,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,35,5
2019,Ontario,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,35,7
2019,Ontario,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,35,3
2019,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,35,4
2019,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,35,4
2019,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,35,3
2019,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,35,6
2019,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,35,5
2019,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,35,6
2019,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,35,7
2019,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,35,6
2019,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,35,8
2019,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,35,8
2019,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,35,6
2019,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,35,9
2019,Manitoba,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,46,8
2019,Manitoba,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,46,9
2019,Manitoba,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,46,7
2019,Manitoba,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,46,12
2019,Manitoba,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,46,13
2019,Manitoba,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,46,10
2019,Manitoba,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,46,15
2019,Manitoba,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,46,17
2019,Manitoba,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,46,14
2019,Manitoba,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,46,15
2019,Manitoba,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,46,16
2019,Manitoba,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,46,14
2019,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,46,3
2019,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,46,4
2019,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,46,2
2019,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,46,5
2019,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,46,6
2019,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,46,3
2019,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,46,6
2019,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,46,9
2019,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,46,4
2019,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,46,6
2019,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,46,9
2019,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,46,4
2019,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,46,5
2019,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,46,5
2019,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,46,5
2019,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,46,7
2019,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,46,7
2019,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,46,8
2019,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,46,9
2019,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,46,8
2019,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,46,10
2019,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,46,9
2019,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,46,8
2019,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,46,10
2019,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,6
2019,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,47,6
2019,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,47,6
2019,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,9
2019,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,47,9
2019,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,47,10
2019,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,12
2019,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,47,12
2019,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,47,12
2019,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,47,12
2019,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,47,12
2019,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,47,13
2019,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,2
2019,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,47,2
2019,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,3
2019,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,47,4
2019,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,47,2
2019,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,5
2019,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,47,6
2019,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,47,4
2019,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,47,5
2019,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,47,5
2019,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,47,4
2019,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,4
2019,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,47,3
2019,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,6
2019,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,47,5
2019,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,47,7
2019,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,8
2019,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,47,7
2019,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,47,9
2019,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,47,8
2019,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,47,7
2019,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,47,9
2019,Alberta,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,8
2019,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,48,9
2019,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,48,6
2019,Alberta,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,10
2019,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,48,11
2019,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,48,8
2019,Alberta,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,12
2019,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,48,14
2019,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,48,11
2019,Alberta,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,12
2019,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,48,14
2019,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,48,10
2019,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,2
2019,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,48,2
2019,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,48,3
2019,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,4
2019,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,48,5
2019,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,48,3
2019,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,5
2019,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,48,6
2019,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,48,4
2019,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,6
2019,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,48,7
2019,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,48,4
2019,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,5
2019,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,48,7
2019,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,48,4
2019,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,6
2019,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,48,6
2019,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,48,5
2019,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,7
2019,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,48,8
2019,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,48,6
2019,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,6
2019,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,48,6
2019,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,48,6
2019,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,59,5
2019,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,59,6
2019,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,59,5
2019,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,59,9
2019,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,59,10
2019,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,59,7
2019,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,59,11
2019,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,59,13
2019,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,59,9
2019,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,59,11
2019,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,59,13
2019,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,59,9
2019,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,59,2
2019,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,59,3
2019,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,59,2
2019,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,59,4
2019,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,59,4
2019,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,59,3
2019,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,59,5
2019,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,59,5
2019,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,59,4
2019,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,59,5
2019,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,59,5
2019,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,59,4
2019,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,59,3
2019,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,59,4
2019,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,59,3
2019,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,59,5
2019,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,59,6
2019,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,59,4
2019,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,59,6
2019,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,59,7
2019,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,59,5
2019,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,59,7
2019,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,59,8
2019,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,59,5
2019,Yukon,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,60,8
2019,Yukon,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,60,9
2019,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,61,19
2019,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,61,18
2019,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,61,20
2019,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,61,27
2019,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,61,24
2019,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,61,29
2019,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,61,33
2019,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,61,28
2019,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,61,37
2019,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,61,8
2019,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,61,10
2019,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,61,12
2019,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,61,11
2019,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,61,16
2019,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,61,20
2019,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,62,19
2019,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,62,35
2019,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,62,37
2019,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,62,32
2019,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,62,45
2019,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,62,48
2019,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,62,42
2019,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,62,53
2019,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,62,55
2019,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,62,51
2019,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,62,9
2019,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,62,11
2019,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,62,8
2019,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,62,13
2019,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,62,14
2019,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,62,12
2019,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,62,14
2019,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,62,15
2019,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,62,14
2019,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,62,25
2019,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,62,26
2019,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,62,24
2019,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,62,32
2019,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,62,33
2019,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,62,31
2019,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,62,39
2019,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,62,40
2020,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,10,11
2020,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,10,15
2020,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,10,8
2020,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,10,17
2020,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,10,20
2020,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,10,13
2020,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,10,20
2020,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,10,24
2020,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,10,16
2020,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,10,22
2020,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,10,25
2020,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,10,17
2020,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,10,3
2020,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,10,7
2020,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,10,10
2020,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,10,3
2020,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,10,9
2020,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,10,13
2020,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,10,4
2020,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,10,11
2020,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,10,16
2020,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,10,5
2020,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,10,9
2020,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,10,10
2020,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,10,10
2020,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,10,9
2020,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,10,11
2020,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,10,10
2020,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,10,11
2020,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,10,11
2020,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,10,9
2020,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,10,13
2020,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,11,9
2020,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,11,10
2020,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,11,7
2020,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,11,11
2020,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,11,12
2020,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,11,10
2020,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,11,13
2020,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,11,15
2020,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,11,11
2020,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,11,13
2020,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,11,14
2020,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,11,13
2020,Prince Edward Island,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,11,5
2020,Prince Edward Island,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,11,5
