Year,data.Geography,data.Economic family type,data.Household food security status,GeoCode,Value
2019,British Columbia,Persons not in an economic family,Food insecure,59,24.2
2019,British Columbia,Persons not in an economic family,"Food insecure, marginal",59,4.8
2019,British Columbia,Persons not in an economic family,"Food insecure, moderate or severe",59,19.4
2019,British Columbia,Persons not in an economic family,"Food insecure, moderate",59,11.4
2019,British Columbia,Persons not in an economic family,"Food insecure, severe",59,8.0
2019,British Columbia,Elderly persons not in an economic family,Food secure,59,91.3
2019,British Columbia,Elderly persons not in an economic family,Food insecure,59,8.7
2019,British Columbia,Elderly persons not in an economic family,"Food insecure, marginal",59,
2019,British Columbia,Elderly persons not in an economic family,"Food insecure, moderate or severe",59,7.3
2019,British Columbia,Elderly persons not in an economic family,"Food insecure, moderate",59,6.0
2019,British Columbia,Elderly persons not in an economic family,"Food insecure, severe",59,
2019,British Columbia,Elderly males not in an economic family,Food secure,59,92.0
2019,British Columbia,Elderly males not in an economic family,Food insecure,59,8.0
2019,British Columbia,Elderly males not in an economic family,"Food insecure, marginal",59,
2019,British Columbia,Elderly males not in an economic family,"Food insecure, moderate or severe",59,
2019,British Columbia,Elderly males not in an economic family,"Food insecure, moderate",59,
2019,British Columbia,Elderly males not in an economic family,"Food insecure, severe",59,
2019,British Columbia,Elderly females not in an economic family,Food secure,59,90.8
2019,British Columbia,Elderly females not in an economic family,Food insecure,59,9.2
2019,British Columbia,Elderly females not in an economic family,"Food insecure, marginal",59,
2019,British Columbia,Elderly females not in an economic family,"Food insecure, moderate or severe",59,7.9
2019,British Columbia,Elderly females not in an economic family,"Food insecure, moderate",59,6.6
2019,British Columbia,Elderly females not in an economic family,"Food insecure, severe",59,
2019,British Columbia,Non-elderly persons not in an economic family,Food secure,59,70.1
2019,British Columbia,Non-elderly persons not in an economic family,Food insecure,59,29.9
2019,British Columbia,Non-elderly persons not in an economic family,"Food insecure, marginal",59,6.0
2019,British Columbia,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",59,23.9
2019,British Columbia,Non-elderly persons not in an economic family,"Food insecure, moderate",59,13.4
2019,British Columbia,Non-elderly persons not in an economic family,"Food insecure, severe",59,10.5
2019,British Columbia,Non-elderly males not in an economic family,Food secure,59,71.1
2019,British Columbia,Non-elderly males not in an economic family,Food insecure,59,28.9
2019,British Columbia,Non-elderly males not in an economic family,"Food insecure, marginal",59,
2019,British Columbia,Non-elderly males not in an economic family,"Food insecure, moderate or severe",59,22.6
2019,British Columbia,Non-elderly males not in an economic family,"Food insecure, moderate",59,13.6
2019,British Columbia,Non-elderly males not in an economic family,"Food insecure, severe",59,9.0
2019,British Columbia,Non-elderly females not in an economic family,Food secure,59,69.1
2019,British Columbia,Non-elderly females not in an economic family,Food insecure,59,30.9
2019,British Columbia,Non-elderly females not in an economic family,"Food insecure, marginal",59,
2019,British Columbia,Non-elderly females not in an economic family,"Food insecure, moderate or severe",59,25.3
2019,British Columbia,Non-elderly females not in an economic family,"Food insecure, moderate",59,13.1
2019,British Columbia,Non-elderly females not in an economic family,"Food insecure, severe",59,12.1
2020,Canada,All persons,Food secure,,84.3
2020,Canada,All persons,Food insecure,,15.7
2020,Canada,All persons,"Food insecure, marginal",,4.6
2020,Canada,All persons,"Food insecure, moderate or severe",,11.2
2020,Canada,All persons,"Food insecure, moderate",,7.6
2020,Canada,All persons,"Food insecure, severe",,3.6
2020,Canada,Persons in economic families,Food secure,,84.9
2020,Canada,Persons in economic families,Food insecure,,15.1
2020,Canada,Persons in economic families,"Food insecure, marginal",,4.6
2020,Canada,Persons in economic families,"Food insecure, moderate or severe",,10.5
2020,Canada,Persons in economic families,"Food insecure, moderate",,7.4
2020,Canada,Persons in economic families,"Food insecure, severe",,3.1
2020,Canada,Persons in elderly families,Food secure,,92.2
2020,Canada,Persons in elderly families,Food insecure,,7.8
2020,Canada,Persons in elderly families,"Food insecure, marginal",,2.9
2020,Canada,Persons in elderly families,"Food insecure, moderate or severe",,4.9
2020,Canada,Persons in elderly families,"Food insecure, moderate",,4.0
2020,Canada,Persons in elderly families,"Food insecure, severe",,0.9
2020,Canada,Persons in elderly couples,Food secure,,94.8
2020,Canada,Persons in elderly couples,Food insecure,,5.2
2020,Canada,Persons in elderly couples,"Food insecure, marginal",,1.9
2020,Canada,Persons in elderly couples,"Food insecure, moderate or severe",,3.3
2020,Canada,Persons in elderly couples,"Food insecure, moderate",,2.5
2020,Canada,Persons in elderly couples,"Food insecure, severe",,0.8
2020,Canada,Persons in other elderly families,Food secure,,86.1
2020,Canada,Persons in other elderly families,Food insecure,,13.9
2020,Canada,Persons in other elderly families,"Food insecure, marginal",,5.3
2020,Canada,Persons in other elderly families,"Food insecure, moderate or severe",,8.6
2020,Canada,Persons in other elderly families,"Food insecure, moderate",,7.3
2020,Canada,Persons in other elderly families,"Food insecure, severe",,1.2
2020,Canada,Persons in non-elderly families,Food secure,,83.6
2020,Canada,Persons in non-elderly families,Food insecure,,16.4
2020,Canada,Persons in non-elderly families,"Food insecure, marginal",,4.9
2020,Canada,Persons in non-elderly families,"Food insecure, moderate or severe",,11.5
2020,Canada,Persons in non-elderly families,"Food insecure, moderate",,8.0
2020,Canada,Persons in non-elderly families,"Food insecure, severe",,3.5
2020,Canada,Persons in couples,Food secure,,89.2
2020,Canada,Persons in couples,Food insecure,,10.8
2020,Canada,Persons in couples,"Food insecure, marginal",,3.2
2020,Canada,Persons in couples,"Food insecure, moderate or severe",,7.6
2020,Canada,Persons in couples,"Food insecure, moderate",,4.6
2020,Canada,Persons in couples,"Food insecure, severe",,3.0
2020,Canada,Persons in couple families with children,Food secure,,83.6
2020,Canada,Persons in couple families with children,Food insecure,,16.4
2020,Canada,Persons in couple families with children,"Food insecure, marginal",,5.8
2020,Canada,Persons in couple families with children,"Food insecure, moderate or severe",,10.6
2020,Canada,Persons in couple families with children,"Food insecure, moderate",,8.1
2020,Canada,Persons in couple families with children,"Food insecure, severe",,2.5
2020,Canada,Persons in couple families with other relatives,Food secure,,88.0
2020,Canada,Persons in couple families with other relatives,Food insecure,,12.0
2020,Canada,Persons in couple families with other relatives,"Food insecure, marginal",,3.5
2020,Canada,Persons in couple families with other relatives,"Food insecure, moderate or severe",,8.5
2020,Canada,Persons in couple families with other relatives,"Food insecure, moderate",,5.7
2020,Canada,Persons in couple families with other relatives,"Food insecure, severe",,2.8
2020,Canada,Persons in lone-parent families,Food secure,,66.3
2020,Canada,Persons in lone-parent families,Food insecure,,33.7
2020,Canada,Persons in lone-parent families,"Food insecure, marginal",,6.4
2020,Canada,Persons in lone-parent families,"Food insecure, moderate or severe",,27.3
2020,Canada,Persons in lone-parent families,"Food insecure, moderate",,16.8
2020,Canada,Persons in lone-parent families,"Food insecure, severe",,10.5
2020,Canada,Persons in male lone-parent families,Food secure,,79.0
2020,Canada,Persons in male lone-parent families,Food insecure,,21.0
2020,Canada,Persons in male lone-parent families,"Food insecure, marginal",,5.4
2020,Canada,Persons in male lone-parent families,"Food insecure, moderate or severe",,15.7
2020,Canada,Persons in male lone-parent families,"Food insecure, moderate",,12.2
2020,Canada,Persons in male lone-parent families,"Food insecure, severe",,3.5
2020,Canada,Persons in female lone-parent families,Food secure,,63.3
2020,Canada,Persons in female lone-parent families,Food insecure,,36.7
2020,Canada,Persons in female lone-parent families,"Food insecure, marginal",,6.6
2020,Canada,Persons in female lone-parent families,"Food insecure, moderate or severe",,30.1
2020,Canada,Persons in female lone-parent families,"Food insecure, moderate",,18.0
2020,Canada,Persons in female lone-parent families,"Food insecure, severe",,12.1
2020,Canada,Persons in other non-elderly families,Food secure,,79.3
2020,Canada,Persons in other non-elderly families,Food insecure,,20.7
2020,Canada,Persons in other non-elderly families,"Food insecure, marginal",,4.4
2020,Canada,Persons in other non-elderly families,"Food insecure, moderate or severe",,16.3
2020,Canada,Persons in other non-elderly families,"Food insecure, moderate",,10.5
2020,Canada,Persons in other non-elderly families,"Food insecure, severe",,5.8
2020,Canada,Persons not in an economic family,Food secure,,81.1
2020,Canada,Persons not in an economic family,Food insecure,,18.9
2020,Canada,Persons not in an economic family,"Food insecure, marginal",,4.4
2020,Canada,Persons not in an economic family,"Food insecure, moderate or severe",,14.4
2020,Canada,Persons not in an economic family,"Food insecure, moderate",,8.6
2020,Canada,Persons not in an economic family,"Food insecure, severe",,5.8
2020,Canada,Elderly persons not in an economic family,Food secure,,88.8
2020,Canada,Elderly persons not in an economic family,Food insecure,,11.2
2020,Canada,Elderly persons not in an economic family,"Food insecure, marginal",,3.5
2020,Canada,Elderly persons not in an economic family,"Food insecure, moderate or severe",,7.8
2020,Canada,Elderly persons not in an economic family,"Food insecure, moderate",,5.5
2020,Canada,Elderly persons not in an economic family,"Food insecure, severe",,2.3
2020,Canada,Elderly males not in an economic family,Food secure,,87.7
2020,Canada,Elderly males not in an economic family,Food insecure,,12.3
2020,Canada,Elderly males not in an economic family,"Food insecure, marginal",,4.1
2020,Canada,Elderly males not in an economic family,"Food insecure, moderate or severe",,8.2
2020,Canada,Elderly males not in an economic family,"Food insecure, moderate",,6.0
2020,Canada,Elderly males not in an economic family,"Food insecure, severe",,2.1
2020,Canada,Elderly females not in an economic family,Food secure,,89.3
2020,Canada,Elderly females not in an economic family,Food insecure,,10.7
2020,Canada,Elderly females not in an economic family,"Food insecure, marginal",,3.1
2020,Canada,Elderly females not in an economic family,"Food insecure, moderate or severe",,7.6
2020,Canada,Elderly females not in an economic family,"Food insecure, moderate",,5.1
2020,Canada,Elderly females not in an economic family,"Food insecure, severe",,2.4
2020,Canada,Non-elderly persons not in an economic family,Food secure,,77.6
2020,Canada,Non-elderly persons not in an economic family,Food insecure,,22.4
2020,Canada,Non-elderly persons not in an economic family,"Food insecure, marginal",,4.9
2020,Canada,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",,17.6
2020,Canada,Non-elderly persons not in an economic family,"Food insecure, moderate",,10.1
2020,Canada,Non-elderly persons not in an economic family,"Food insecure, severe",,7.4
2020,Canada,Non-elderly males not in an economic family,Food secure,,78.9
2020,Canada,Non-elderly males not in an economic family,Food insecure,,21.1
2020,Canada,Non-elderly males not in an economic family,"Food insecure, marginal",,4.8
2020,Canada,Non-elderly males not in an economic family,"Food insecure, moderate or severe",,16.3
2020,Canada,Non-elderly males not in an economic family,"Food insecure, moderate",,9.4
2020,Canada,Non-elderly males not in an economic family,"Food insecure, severe",,6.8
2020,Canada,Non-elderly females not in an economic family,Food secure,,75.7
2020,Canada,Non-elderly females not in an economic family,Food insecure,,24.3
2020,Canada,Non-elderly females not in an economic family,"Food insecure, marginal",,5.0
2020,Canada,Non-elderly females not in an economic family,"Food insecure, moderate or severe",,19.3
2020,Canada,Non-elderly females not in an economic family,"Food insecure, moderate",,11.1
2020,Canada,Non-elderly females not in an economic family,"Food insecure, severe",,8.2
2020,Atlantic provinces,All persons,Food secure,,82.2
2020,Atlantic provinces,All persons,Food insecure,,17.8
2020,Atlantic provinces,All persons,"Food insecure, marginal",,5.2
2020,Atlantic provinces,All persons,"Food insecure, moderate or severe",,12.6
2020,Atlantic provinces,All persons,"Food insecure, moderate",,7.9
2020,Atlantic provinces,All persons,"Food insecure, severe",,4.7
2020,Atlantic provinces,Persons in economic families,Food secure,,83.0
2020,Atlantic provinces,Persons in economic families,Food insecure,,17.0
2020,Atlantic provinces,Persons in economic families,"Food insecure, marginal",,5.3
2020,Atlantic provinces,Persons in economic families,"Food insecure, moderate or severe",,11.7
2020,Atlantic provinces,Persons in economic families,"Food insecure, moderate",,7.6
2020,Atlantic provinces,Persons in economic families,"Food insecure, severe",,4.1
2020,Atlantic provinces,Persons in elderly families,Food secure,,91.0
2020,Atlantic provinces,Persons in elderly families,Food insecure,,9.0
2020,Atlantic provinces,Persons in elderly families,"Food insecure, marginal",,3.7
2020,Atlantic provinces,Persons in elderly families,"Food insecure, moderate or severe",,5.3
2020,Atlantic provinces,Persons in elderly families,"Food insecure, moderate",,4.4
2020,Atlantic provinces,Persons in elderly families,"Food insecure, severe",,0.9
2020,Atlantic provinces,Persons in elderly couples,Food secure,,92.7
2020,Atlantic provinces,Persons in elderly couples,Food insecure,,7.3
2020,Atlantic provinces,Persons in elderly couples,"Food insecure, marginal",,3.1
2020,Atlantic provinces,Persons in elderly couples,"Food insecure, moderate or severe",,4.2
2020,Atlantic provinces,Persons in elderly couples,"Food insecure, moderate",,3.3
2020,Atlantic provinces,Persons in elderly couples,"Food insecure, severe",,1.0
2020,Atlantic provinces,Persons in other elderly families,Food secure,,86.1
2020,Atlantic provinces,Persons in other elderly families,Food insecure,,13.9
2020,Atlantic provinces,Persons in other elderly families,"Food insecure, marginal",,5.4
2020,Atlantic provinces,Persons in other elderly families,"Food insecure, moderate or severe",,8.5
2020,Atlantic provinces,Persons in other elderly families,"Food insecure, moderate",,7.8
2020,Atlantic provinces,Persons in other elderly families,"Food insecure, severe",,
2020,Atlantic provinces,Persons in non-elderly families,Food secure,,81.1
2020,Atlantic provinces,Persons in non-elderly families,Food insecure,,18.9
2020,Atlantic provinces,Persons in non-elderly families,"Food insecure, marginal",,5.7
2020,Atlantic provinces,Persons in non-elderly families,"Food insecure, moderate or severe",,13.2
2020,Atlantic provinces,Persons in non-elderly families,"Food insecure, moderate",,8.3
2020,Atlantic provinces,Persons in non-elderly families,"Food insecure, severe",,4.8
2020,Atlantic provinces,Persons in couples,Food secure,,87.8
2020,Atlantic provinces,Persons in couples,Food insecure,,12.2
2020,Atlantic provinces,Persons in couples,"Food insecure, marginal",,4.1
2020,Atlantic provinces,Persons in couples,"Food insecure, moderate or severe",,8.2
2020,Atlantic provinces,Persons in couples,"Food insecure, moderate",,5.3
2020,Atlantic provinces,Persons in couples,"Food insecure, severe",,2.9
2020,Atlantic provinces,Persons in couple families with children,Food secure,,80.0
2020,Atlantic provinces,Persons in couple families with children,Food insecure,,20.0
2020,Atlantic provinces,Persons in couple families with children,"Food insecure, marginal",,6.4
2020,Atlantic provinces,Persons in couple families with children,"Food insecure, moderate or severe",,13.6
2020,Atlantic provinces,Persons in couple families with children,"Food insecure, moderate",,9.7
2020,Atlantic provinces,Persons in couple families with children,"Food insecure, severe",,3.9
2020,Atlantic provinces,Persons in couple families with other relatives,Food secure,,91.4
2020,Atlantic provinces,Persons in couple families with other relatives,Food insecure,,8.6
2020,Atlantic provinces,Persons in couple families with other relatives,"Food insecure, marginal",,3.6
2020,Atlantic provinces,Persons in couple families with other relatives,"Food insecure, moderate or severe",,5.0
2020,Atlantic provinces,Persons in couple families with other relatives,"Food insecure, moderate",,3.5
2020,Atlantic provinces,Persons in couple families with other relatives,"Food insecure, severe",,1.6
2020,Atlantic provinces,Persons in lone-parent families,Food secure,,56.0
2020,Atlantic provinces,Persons in lone-parent families,Food insecure,,44.0
2020,Atlantic provinces,Persons in lone-parent families,"Food insecure, marginal",,9.8
2020,Atlantic provinces,Persons in lone-parent families,"Food insecure, moderate or severe",,34.2
2020,Atlantic provinces,Persons in lone-parent families,"Food insecure, moderate",,16.7
2020,Atlantic provinces,Persons in lone-parent families,"Food insecure, severe",,17.5
2020,Atlantic provinces,Persons in male lone-parent families,Food secure,,64.1
2020,Atlantic provinces,Persons in male lone-parent families,Food insecure,,35.9
2020,Atlantic provinces,Persons in male lone-parent families,"Food insecure, marginal",,
2020,Atlantic provinces,Persons in male lone-parent families,"Food insecure, moderate or severe",,25.1
2020,Atlantic provinces,Persons in male lone-parent families,"Food insecure, moderate",,
2020,Atlantic provinces,Persons in male lone-parent families,"Food insecure, severe",,
2020,Atlantic provinces,Persons in female lone-parent families,Food secure,,54.2
2020,Atlantic provinces,Persons in female lone-parent families,Food insecure,,45.8
2020,Atlantic provinces,Persons in female lone-parent families,"Food insecure, marginal",,9.6
2020,Atlantic provinces,Persons in female lone-parent families,"Food insecure, moderate or severe",,36.2
2020,Atlantic provinces,Persons in female lone-parent families,"Food insecure, moderate",,17.7
2020,Atlantic provinces,Persons in female lone-parent families,"Food insecure, severe",,18.5
2020,Atlantic provinces,Persons in other non-elderly families,Food secure,,77.1
2020,Atlantic provinces,Persons in other non-elderly families,Food insecure,,22.9
2020,Atlantic provinces,Persons in other non-elderly families,"Food insecure, marginal",,6.2
2020,Atlantic provinces,Persons in other non-elderly families,"Food insecure, moderate or severe",,16.7
2020,Atlantic provinces,Persons in other non-elderly families,"Food insecure, moderate",,9.3
2020,Atlantic provinces,Persons in other non-elderly families,"Food insecure, severe",,7.4
2020,Atlantic provinces,Persons not in an economic family,Food secure,,78.7
2020,Atlantic provinces,Persons not in an economic family,Food insecure,,21.3
2020,Atlantic provinces,Persons not in an economic family,"Food insecure, marginal",,4.4
2020,Atlantic provinces,Persons not in an economic family,"Food insecure, moderate or severe",,17.0
2020,Atlantic provinces,Persons not in an economic family,"Food insecure, moderate",,9.2
2020,Atlantic provinces,Persons not in an economic family,"Food insecure, severe",,7.8
2020,Atlantic provinces,Elderly persons not in an economic family,Food secure,,86.3
2020,Atlantic provinces,Elderly persons not in an economic family,Food insecure,,13.7
2020,Atlantic provinces,Elderly persons not in an economic family,"Food insecure, marginal",,4.3
2020,Atlantic provinces,Elderly persons not in an economic family,"Food insecure, moderate or severe",,9.5
2020,Atlantic provinces,Elderly persons not in an economic family,"Food insecure, moderate",,6.4
2020,Atlantic provinces,Elderly persons not in an economic family,"Food insecure, severe",,3.0
2020,Atlantic provinces,Elderly males not in an economic family,Food secure,,85.5
2020,Atlantic provinces,Elderly males not in an economic family,Food insecure,,14.5
2020,Atlantic provinces,Elderly males not in an economic family,"Food insecure, marginal",,3.8
2020,Atlantic provinces,Elderly males not in an economic family,"Food insecure, moderate or severe",,10.6
2020,Atlantic provinces,Elderly males not in an economic family,"Food insecure, moderate",,7.7
2020,Atlantic provinces,Elderly males not in an economic family,"Food insecure, severe",,2.9
2020,Atlantic provinces,Elderly females not in an economic family,Food secure,,86.7
2020,Atlantic provinces,Elderly females not in an economic family,Food insecure,,13.3
2020,Atlantic provinces,Elderly females not in an economic family,"Food insecure, marginal",,4.5
2020,Atlantic provinces,Elderly females not in an economic family,"Food insecure, moderate or severe",,8.8
2020,Atlantic provinces,Elderly females not in an economic family,"Food insecure, moderate",,5.7
2020,Atlantic provinces,Elderly females not in an economic family,"Food insecure, severe",,3.1
2020,Atlantic provinces,Non-elderly persons not in an economic family,Food secure,,74.2
2020,Atlantic provinces,Non-elderly persons not in an economic family,Food insecure,,25.8
2020,Atlantic provinces,Non-elderly persons not in an economic family,"Food insecure, marginal",,4.4
2020,Atlantic provinces,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",,21.3
2020,Atlantic provinces,Non-elderly persons not in an economic family,"Food insecure, moderate",,10.8
2020,Atlantic provinces,Non-elderly persons not in an economic family,"Food insecure, severe",,10.5
2020,Atlantic provinces,Non-elderly males not in an economic family,Food secure,,76.5
2020,Atlantic provinces,Non-elderly males not in an economic family,Food insecure,,23.5
2020,Atlantic provinces,Non-elderly males not in an economic family,"Food insecure, marginal",,5.3
2020,Atlantic provinces,Non-elderly males not in an economic family,"Food insecure, moderate or severe",,18.2
2020,Atlantic provinces,Non-elderly males not in an economic family,"Food insecure, moderate",,9.2
2020,Atlantic provinces,Non-elderly males not in an economic family,"Food insecure, severe",,9.0
2020,Atlantic provinces,Non-elderly females not in an economic family,Food secure,,71.7
2020,Atlantic provinces,Non-elderly females not in an economic family,Food insecure,,28.3
2020,Atlantic provinces,Non-elderly females not in an economic family,"Food insecure, marginal",,3.5
2020,Atlantic provinces,Non-elderly females not in an economic family,"Food insecure, moderate or severe",,24.8
2020,Atlantic provinces,Non-elderly females not in an economic family,"Food insecure, moderate",,12.7
2020,Atlantic provinces,Non-elderly females not in an economic family,"Food insecure, severe",,12.1
2020,Newfoundland and Labrador,All persons,Food secure,10,82.5
2020,Newfoundland and Labrador,All persons,Food insecure,10,17.5
2020,Newfoundland and Labrador,All persons,"Food insecure, marginal",10,4.9
2020,Newfoundland and Labrador,All persons,"Food insecure, moderate or severe",10,12.6
2020,Newfoundland and Labrador,All persons,"Food insecure, moderate",10,9.1
2020,Newfoundland and Labrador,All persons,"Food insecure, severe",10,3.5
2020,Newfoundland and Labrador,Persons in economic families,Food secure,10,83.5
2020,Newfoundland and Labrador,Persons in economic families,Food insecure,10,16.5
2020,Newfoundland and Labrador,Persons in economic families,"Food insecure, marginal",10,5.0
2020,Newfoundland and Labrador,Persons in economic families,"Food insecure, moderate or severe",10,11.5
2020,Newfoundland and Labrador,Persons in economic families,"Food insecure, moderate",10,8.9
2020,Newfoundland and Labrador,Persons in economic families,"Food insecure, severe",10,2.6
2020,Newfoundland and Labrador,Persons in elderly families,Food secure,10,90.3
2020,Newfoundland and Labrador,Persons in elderly families,Food insecure,10,9.7
2020,Newfoundland and Labrador,Persons in elderly families,"Food insecure, marginal",10,5.0
2020,Newfoundland and Labrador,Persons in elderly families,"Food insecure, moderate or severe",10,4.7
2020,Newfoundland and Labrador,Persons in elderly families,"Food insecure, moderate",10,4.4
2020,Newfoundland and Labrador,Persons in elderly families,"Food insecure, severe",10,
2020,Newfoundland and Labrador,Persons in elderly couples,Food secure,10,91.8
2020,Newfoundland and Labrador,Persons in elderly couples,Food insecure,10,8.2
2020,Newfoundland and Labrador,Persons in elderly couples,"Food insecure, marginal",10,3.6
2020,Newfoundland and Labrador,Persons in elderly couples,"Food insecure, moderate or severe",10,4.6
2020,Newfoundland and Labrador,Persons in elderly couples,"Food insecure, moderate",10,
2020,Newfoundland and Labrador,Persons in elderly couples,"Food insecure, severe",10,
2020,Newfoundland and Labrador,Persons in other elderly families,Food secure,10,85.9
2020,Newfoundland and Labrador,Persons in other elderly families,Food insecure,10,
2020,Newfoundland and Labrador,Persons in other elderly families,"Food insecure, marginal",10,
2020,Newfoundland and Labrador,Persons in other elderly families,"Food insecure, moderate or severe",10,
2020,Newfoundland and Labrador,Persons in other elderly families,"Food insecure, moderate",10,
2020,Newfoundland and Labrador,Persons in other elderly families,"Food insecure, severe",10,
2020,Newfoundland and Labrador,Persons in non-elderly families,Food secure,10,81.8
2020,Newfoundland and Labrador,Persons in non-elderly families,Food insecure,10,18.2
2020,Newfoundland and Labrador,Persons in non-elderly families,"Food insecure, marginal",10,4.9
2020,Newfoundland and Labrador,Persons in non-elderly families,"Food insecure, moderate or severe",10,13.2
2020,Newfoundland and Labrador,Persons in non-elderly families,"Food insecure, moderate",10,10.1
2020,Newfoundland and Labrador,Persons in non-elderly families,"Food insecure, severe",10,3.2
2020,Newfoundland and Labrador,Persons in couples,Food secure,10,92.5
2020,Newfoundland and Labrador,Persons in couples,Food insecure,10,7.5
2020,Newfoundland and Labrador,Persons in couples,"Food insecure, marginal",10,3.7
2020,Newfoundland and Labrador,Persons in couples,"Food insecure, moderate or severe",10,3.8
2020,Newfoundland and Labrador,Persons in couples,"Food insecure, moderate",10,
2020,Newfoundland and Labrador,Persons in couples,"Food insecure, severe",10,
2020,Newfoundland and Labrador,Persons in couple families with children,Food secure,10,77.9
2020,Newfoundland and Labrador,Persons in couple families with children,Food insecure,10,22.1
2020,Newfoundland and Labrador,Persons in couple families with children,"Food insecure, marginal",10,5.8
2020,Newfoundland and Labrador,Persons in couple families with children,"Food insecure, moderate or severe",10,16.4
2020,Newfoundland and Labrador,Persons in couple families with children,"Food insecure, moderate",10,13.7
2020,Newfoundland and Labrador,Persons in couple families with children,"Food insecure, severe",10,
2020,Newfoundland and Labrador,Persons in couple families with other relatives,Food secure,10,92.3
2020,Newfoundland and Labrador,Persons in couple families with other relatives,Food insecure,10,7.7
2020,Newfoundland and Labrador,Persons in couple families with other relatives,"Food insecure, marginal",10,
2020,Newfoundland and Labrador,Persons in couple families with other relatives,"Food insecure, moderate or severe",10,
2020,Newfoundland and Labrador,Persons in couple families with other relatives,"Food insecure, moderate",10,
2020,Newfoundland and Labrador,Persons in couple families with other relatives,"Food insecure, severe",10,
2020,Newfoundland and Labrador,Persons in lone-parent families,Food secure,10,51.8
2020,Newfoundland and Labrador,Persons in lone-parent families,Food insecure,10,48.2
2020,Newfoundland and Labrador,Persons in lone-parent families,"Food insecure, marginal",10,
2020,Newfoundland and Labrador,Persons in lone-parent families,"Food insecure, moderate or severe",10,35.1
2020,Newfoundland and Labrador,Persons in lone-parent families,"Food insecure, moderate",10,19.6
2020,Newfoundland and Labrador,Persons in lone-parent families,"Food insecure, severe",10,15.5
2020,Newfoundland and Labrador,Persons in male lone-parent families,Food secure,10,81.5
2020,Newfoundland and Labrador,Persons in male lone-parent families,Food insecure,10,
2020,Newfoundland and Labrador,Persons in male lone-parent families,"Food insecure, marginal",10,
2020,Newfoundland and Labrador,Persons in male lone-parent families,"Food insecure, moderate or severe",10,
2020,Newfoundland and Labrador,Persons in male lone-parent families,"Food insecure, moderate",10,
2020,Newfoundland and Labrador,Persons in male lone-parent families,"Food insecure, severe",10,
2020,Newfoundland and Labrador,Persons in female lone-parent families,Food secure,10,45.8
2020,Newfoundland and Labrador,Persons in female lone-parent families,Food insecure,10,54.2
2020,Newfoundland and Labrador,Persons in female lone-parent families,"Food insecure, marginal",10,
2020,Newfoundland and Labrador,Persons in female lone-parent families,"Food insecure, moderate or severe",10,39.2
2020,Newfoundland and Labrador,Persons in female lone-parent families,"Food insecure, moderate",10,20.6
2020,Newfoundland and Labrador,Persons in female lone-parent families,"Food insecure, severe",10,18.6
2020,Newfoundland and Labrador,Persons in other non-elderly families,Food secure,10,83.0
2020,Newfoundland and Labrador,Persons in other non-elderly families,Food insecure,10,17.0
2020,Newfoundland and Labrador,Persons in other non-elderly families,"Food insecure, marginal",10,
2020,Newfoundland and Labrador,Persons in other non-elderly families,"Food insecure, moderate or severe",10,14.6
2020,Newfoundland and Labrador,Persons in other non-elderly families,"Food insecure, moderate",10,
2020,Newfoundland and Labrador,Persons in other non-elderly families,"Food insecure, severe",10,
2020,Newfoundland and Labrador,Persons not in an economic family,Food secure,10,77.2
2020,Newfoundland and Labrador,Persons not in an economic family,Food insecure,10,22.8
2020,Newfoundland and Labrador,Persons not in an economic family,"Food insecure, marginal",10,4.6
2020,Newfoundland and Labrador,Persons not in an economic family,"Food insecure, moderate or severe",10,18.2
2020,Newfoundland and Labrador,Persons not in an economic family,"Food insecure, moderate",10,10.0
2020,Newfoundland and Labrador,Persons not in an economic family,"Food insecure, severe",10,8.2
2020,Newfoundland and Labrador,Elderly persons not in an economic family,Food secure,10,84.9
2020,Newfoundland and Labrador,Elderly persons not in an economic family,Food insecure,10,15.1
2020,Newfoundland and Labrador,Elderly persons not in an economic family,"Food insecure, marginal",10,
2020,Newfoundland and Labrador,Elderly persons not in an economic family,"Food insecure, moderate or severe",10,11.1
2020,Newfoundland and Labrador,Elderly persons not in an economic family,"Food insecure, moderate",10,5.5
2020,Newfoundland and Labrador,Elderly persons not in an economic family,"Food insecure, severe",10,
2020,Newfoundland and Labrador,Elderly males not in an economic family,Food secure,10,88.0
2020,Newfoundland and Labrador,Elderly males not in an economic family,Food insecure,10,
2020,Newfoundland and Labrador,Elderly males not in an economic family,"Food insecure, marginal",10,
2020,Newfoundland and Labrador,Elderly males not in an economic family,"Food insecure, moderate or severe",10,
2020,Newfoundland and Labrador,Elderly males not in an economic family,"Food insecure, moderate",10,
2020,Newfoundland and Labrador,Elderly males not in an economic family,"Food insecure, severe",10,
2020,Newfoundland and Labrador,Elderly females not in an economic family,Food secure,10,83.2
2020,Newfoundland and Labrador,Elderly females not in an economic family,Food insecure,10,16.8
2020,Newfoundland and Labrador,Elderly females not in an economic family,"Food insecure, marginal",10,
2020,Newfoundland and Labrador,Elderly females not in an economic family,"Food insecure, moderate or severe",10,12.6
2020,Newfoundland and Labrador,Elderly females not in an economic family,"Food insecure, moderate",10,
2020,Newfoundland and Labrador,Elderly females not in an economic family,"Food insecure, severe",10,
