Year,Géographie,Type of provider,Value
2015,Nouvelle-Écosse,Ergothérapeutes,52.9
2015,Nouvelle-Écosse,Opticiens,
2015,Nouvelle-Écosse,Opticiens,0.0
2015,Nouvelle-Écosse,Optométristes,13.9
2015,Nouvelle-Écosse,Ambulanciers paramédicaux,
2015,Nouvelle-Écosse,Ambulanciers paramédicaux,0.0
2015,Nouvelle-Écosse,Pharmaciens,141.5
2015,Nouvelle-Écosse,Techniciens en pharmacie,7.4
2015,Nouvelle-Écosse,Adjoints au médecin,2.9
2015,Nouvelle-Écosse,Médecins,263.2
2015,Nouvelle-Écosse,Physiothérapeutes,69.7
2015,Nouvelle-Écosse,Psychologues,
2015,Nouvelle-Écosse,Psychologues,0.0
2015,Nouvelle-Écosse,Infirmières autorisées,1017.0
2015,Nouvelle-Écosse,Infirmières psychiatriques autorisées,
2015,Nouvelle-Écosse,Infirmières psychiatriques autorisées,0.0
2015,Nouvelle-Écosse,Personnel infirmier réglementé,1450.1
2015,Nouvelle-Écosse,Inhalothérapeutes,30.9
2015,Nouvelle-Écosse,Travailleurs sociaux,166.6
2015,Nouvelle-Écosse,Spécialistes,130.7
2015,Nouvelle-Écosse,Orthophonistes,24.6
2015,Nouvelle-Écosse,Orthophonistes,24.6
2016,Nouvelle-Écosse,Audiologistes,8.9
2016,Nouvelle-Écosse,Chiropraticiens,16.0
2016,Nouvelle-Écosse,Assistants dentaires,79.1
2016,Nouvelle-Écosse,Hygiénistes dentaires,71.8
2016,Nouvelle-Écosse,Dentistes,57.2
2016,Nouvelle-Écosse,Diététistes,61.7
2016,Nouvelle-Écosse,Professionnels de la santé publique environnementale,10.2
2016,Nouvelle-Écosse,Médecins de famille,128.9
2016,Nouvelle-Écosse,Conseillers en génétique,1.3
2016,Nouvelle-Écosse,Professionnels de la gestion de l’information sur la santé,16.9
2016,Nouvelle-Écosse,Infirmières auxiliaires autorisées,425.8
2016,Nouvelle-Écosse,Technologistes de laboratoire médical,
2016,Nouvelle-Écosse,Technologistes de laboratoire médical,0.0
2016,Nouvelle-Écosse,Physiciens médicaux,1.7
2016,Nouvelle-Écosse,Technologues en radiation médicale,64.3
2016,Nouvelle-Écosse,Sages-femmes,1.1
2016,Nouvelle-Écosse,Infirmières praticiennes,15.5
2016,Nouvelle-Écosse,Ergothérapeutes,54.7
2016,Nouvelle-Écosse,Opticiens,28.3
2016,Nouvelle-Écosse,Optométristes,14.0
2016,Nouvelle-Écosse,Ambulanciers paramédicaux,
2016,Nouvelle-Écosse,Ambulanciers paramédicaux,0.0
2016,Nouvelle-Écosse,Pharmaciens,140.2
2016,Nouvelle-Écosse,Techniciens en pharmacie,12.8
2016,Nouvelle-Écosse,Adjoints au médecin,3.2
2016,Nouvelle-Écosse,Médecins,260.6
2016,Nouvelle-Écosse,Physiothérapeutes,71.2
2016,Nouvelle-Écosse,Psychologues,58.5
2016,Nouvelle-Écosse,Infirmières autorisées,1006.5
2016,Nouvelle-Écosse,Infirmières psychiatriques autorisées,
2016,Nouvelle-Écosse,Infirmières psychiatriques autorisées,0.0
2016,Nouvelle-Écosse,Personnel infirmier réglementé,1447.7
2016,Nouvelle-Écosse,Inhalothérapeutes,32.7
2016,Nouvelle-Écosse,Travailleurs sociaux,187.3
2016,Nouvelle-Écosse,Spécialistes,131.7
2016,Nouvelle-Écosse,Orthophonistes,24.8
2016,Nouvelle-Écosse,Orthophonistes,24.8
2017,Nouvelle-Écosse,Audiologistes,9.5
2017,Nouvelle-Écosse,Chiropraticiens,16.4
2017,Nouvelle-Écosse,Assistants dentaires,79.7
2017,Nouvelle-Écosse,Hygiénistes dentaires,77.5
2017,Nouvelle-Écosse,Dentistes,58.2
2017,Nouvelle-Écosse,Diététistes,62.3
2017,Nouvelle-Écosse,Professionnels de la santé publique environnementale,8.4
2017,Nouvelle-Écosse,Médecins de famille,129.8
2017,Nouvelle-Écosse,Conseillers en génétique,1.4
2017,Nouvelle-Écosse,Professionnels de la gestion de l’information sur la santé,18.1
2017,Nouvelle-Écosse,Infirmières auxiliaires autorisées,436.0
2017,Nouvelle-Écosse,Technologistes de laboratoire médical,85.1
2017,Nouvelle-Écosse,Physiciens médicaux,1.6
2017,Nouvelle-Écosse,Technologues en radiation médicale,65.2
2017,Nouvelle-Écosse,Sages-femmes,1.1
2017,Nouvelle-Écosse,Infirmières praticiennes,17.2
2017,Nouvelle-Écosse,Ergothérapeutes,55.9
2017,Nouvelle-Écosse,Opticiens,19.1
2017,Nouvelle-Écosse,Optométristes,14.5
2017,Nouvelle-Écosse,Ambulanciers paramédicaux,126.6
2017,Nouvelle-Écosse,Pharmaciens,139.0
2017,Nouvelle-Écosse,Techniciens en pharmacie,20.8
2017,Nouvelle-Écosse,Adjoints au médecin,4.1
2017,Nouvelle-Écosse,Médecins,258.4
2017,Nouvelle-Écosse,Physiothérapeutes,73.1
2017,Nouvelle-Écosse,Psychologues,59.2
2017,Nouvelle-Écosse,Psychotherapists/counselling therapists,
2017,Nouvelle-Écosse,Psychotherapists/counselling therapists,0.0
2017,Nouvelle-Écosse,Infirmières autorisées,999.7
2017,Nouvelle-Écosse,Infirmières psychiatriques autorisées,
2017,Nouvelle-Écosse,Infirmières psychiatriques autorisées,0.0
2017,Nouvelle-Écosse,Personnel infirmier réglementé,1452.8
2017,Nouvelle-Écosse,Inhalothérapeutes,33.5
2017,Nouvelle-Écosse,Travailleurs sociaux,199.3
2017,Nouvelle-Écosse,Spécialistes,128.6
2017,Nouvelle-Écosse,Orthophonistes,24.4
2017,Nouvelle-Écosse,Orthophonistes,24.4
2018,Nouvelle-Écosse,Audiologistes,10.2
2018,Nouvelle-Écosse,Chiropraticiens,17.3
2018,Nouvelle-Écosse,Assistants dentaires,84.0
2018,Nouvelle-Écosse,Hygiénistes dentaires,74.4
2018,Nouvelle-Écosse,Dentistes,59.0
2018,Nouvelle-Écosse,Diététistes,62.9
2018,Nouvelle-Écosse,Professionnels de la santé publique environnementale,8.7
2018,Nouvelle-Écosse,Médecins de famille,134.8
2018,Nouvelle-Écosse,Conseillers en génétique,1.5
2018,Nouvelle-Écosse,Professionnels de la gestion de l’information sur la santé,
2018,Nouvelle-Écosse,Professionnels de la gestion de l’information sur la santé,0.0
2018,Nouvelle-Écosse,Infirmières auxiliaires autorisées,443.7
2018,Nouvelle-Écosse,Technologistes de laboratoire médical,83.9
2018,Nouvelle-Écosse,Physiciens médicaux,1.6
2018,Nouvelle-Écosse,Technologues en radiation médicale,63.5
2018,Nouvelle-Écosse,Sages-femmes,1.0
2018,Nouvelle-Écosse,Infirmières praticiennes,19.0
2018,Nouvelle-Écosse,Ergothérapeutes,56.6
2018,Nouvelle-Écosse,Opticiens,
2018,Nouvelle-Écosse,Opticiens,0.0
2018,Nouvelle-Écosse,Optométristes,14.2
2018,Nouvelle-Écosse,Ambulanciers paramédicaux,133.7
2018,Nouvelle-Écosse,Pharmaciens,139.4
2018,Nouvelle-Écosse,Techniciens en pharmacie,18.8
2018,Nouvelle-Écosse,Adjoints au médecin,3.4
2018,Nouvelle-Écosse,Médecins,273.0
2018,Nouvelle-Écosse,Physiothérapeutes,75.0
2018,Nouvelle-Écosse,Psychologues,62.7
2018,Nouvelle-Écosse,Psychotherapists/counselling therapists,
2018,Nouvelle-Écosse,Psychotherapists/counselling therapists,0.0
2018,Nouvelle-Écosse,Infirmières autorisées,985.2
2018,Nouvelle-Écosse,Infirmières psychiatriques autorisées,
2018,Nouvelle-Écosse,Infirmières psychiatriques autorisées,0.0
2018,Nouvelle-Écosse,Personnel infirmier réglementé,1447.8
2018,Nouvelle-Écosse,Inhalothérapeutes,33.9
2018,Nouvelle-Écosse,Travailleurs sociaux,204.5
2018,Nouvelle-Écosse,Spécialistes,138.1
2018,Nouvelle-Écosse,Orthophonistes,26.6
2018,Nouvelle-Écosse,Orthophonistes,26.6
2019,Nouvelle-Écosse,Audiologistes,10.4
2019,Nouvelle-Écosse,Chiropraticiens,17.8
2019,Nouvelle-Écosse,Assistants dentaires,85.6
2019,Nouvelle-Écosse,Hygiénistes dentaires,77.2
2019,Nouvelle-Écosse,Dentistes,57.7
2019,Nouvelle-Écosse,Diététistes,63.5
2019,Nouvelle-Écosse,Professionnels de la santé publique environnementale,10.5
2019,Nouvelle-Écosse,Médecins de famille,133.5
2019,Nouvelle-Écosse,Conseillers en génétique,1.4
2019,Nouvelle-Écosse,Professionnels de la gestion de l’information sur la santé,20.3
2019,Nouvelle-Écosse,Professionnels de la gestion de l’information sur la santé,20.3
2019,Nouvelle-Écosse,Infirmières auxiliaires autorisées,445.0
2019,Nouvelle-Écosse,Technologistes de laboratoire médical,79.7
2019,Nouvelle-Écosse,Physiciens médicaux,1.6
2019,Nouvelle-Écosse,Technologues en radiation médicale,63.9
2019,Nouvelle-Écosse,Sages-femmes,
2019,Nouvelle-Écosse,Sages-femmes,0.0
2019,Nouvelle-Écosse,Infirmières praticiennes,21.0
2019,Nouvelle-Écosse,Ergothérapeutes,58.9
2019,Nouvelle-Écosse,Opticiens,17.0
2019,Nouvelle-Écosse,Optométristes,14.3
2019,Nouvelle-Écosse,Ambulanciers paramédicaux,134.3
2019,Nouvelle-Écosse,Pharmaciens,137.0
2019,Nouvelle-Écosse,Techniciens en pharmacie,20.0
2019,Nouvelle-Écosse,Adjoints au médecin,3.5
2019,Nouvelle-Écosse,Médecins,270.4
2019,Nouvelle-Écosse,Physiothérapeutes,77.7
2019,Nouvelle-Écosse,Psychologues,64.3
2019,Nouvelle-Écosse,Psychotherapists/counselling therapists,
2019,Nouvelle-Écosse,Psychotherapists/counselling therapists,0.0
2019,Nouvelle-Écosse,Infirmières autorisées,980.0
2019,Nouvelle-Écosse,Infirmières psychiatriques autorisées,
2019,Nouvelle-Écosse,Infirmières psychiatriques autorisées,0.0
2019,Nouvelle-Écosse,Personnel infirmier réglementé,1446.0
2019,Nouvelle-Écosse,Inhalothérapeutes,35.7
2019,Nouvelle-Écosse,Travailleurs sociaux,228.0
2019,Nouvelle-Écosse,Spécialistes,137.0
2019,Nouvelle-Écosse,Orthophonistes,34.7
2019,Nouvelle-Écosse,Orthophonistes,34.7
2020,Nouvelle-Écosse,Audiologistes,11.3
2020,Nouvelle-Écosse,Chiropraticiens,18.2
2020,Nouvelle-Écosse,Assistants dentaires,
2020,Nouvelle-Écosse,Assistants dentaires,0.0
2020,Nouvelle-Écosse,Hygiénistes dentaires,78.4
2020,Nouvelle-Écosse,Dentistes,
2020,Nouvelle-Écosse,Dentistes,0.0
2020,Nouvelle-Écosse,Diététistes,64.3
2020,Nouvelle-Écosse,Professionnels de la santé publique environnementale,9.2
2020,Nouvelle-Écosse,Médecins de famille,139.0
2020,Nouvelle-Écosse,Conseillers en génétique,1.6
2020,Nouvelle-Écosse,Professionnels de la gestion de l’information sur la santé,19.5
2020,Nouvelle-Écosse,Infirmières auxiliaires autorisées,452.1
2020,Nouvelle-Écosse,Technologistes de laboratoire médical,79.8
2020,Nouvelle-Écosse,Physiciens médicaux,1.3
2020,Nouvelle-Écosse,Technologues en radiation médicale,63.4
2020,Nouvelle-Écosse,Sages-femmes,1.8
2020,Nouvelle-Écosse,Infirmières praticiennes,22.4
2020,Nouvelle-Écosse,Ergothérapeutes,60.1
2020,Nouvelle-Écosse,Opticiens,
2020,Nouvelle-Écosse,Opticiens,0.0
2020,Nouvelle-Écosse,Optométristes,15.2
2020,Nouvelle-Écosse,Ambulanciers paramédicaux,141.0
2020,Nouvelle-Écosse,Pharmaciens,141.7
2020,Nouvelle-Écosse,Techniciens en pharmacie,21.6
2020,Nouvelle-Écosse,Adjoints au médecin,3.5
2020,Nouvelle-Écosse,Médecins,276.9
2020,Nouvelle-Écosse,Physiothérapeutes,80.0
2020,Nouvelle-Écosse,Psychologues,66.2
2020,Nouvelle-Écosse,Psychotherapists/counselling therapists,
2020,Nouvelle-Écosse,Psychotherapists/counselling therapists,0.0
2020,Nouvelle-Écosse,Infirmières autorisées,996.3
2020,Nouvelle-Écosse,Infirmières psychiatriques autorisées,
2020,Nouvelle-Écosse,Infirmières psychiatriques autorisées,0.0
2020,Nouvelle-Écosse,Personnel infirmier réglementé,1470.8
2020,Nouvelle-Écosse,Inhalothérapeutes,31.3
2020,Nouvelle-Écosse,Travailleurs sociaux,243.8
2020,Nouvelle-Écosse,Spécialistes,137.9
2020,Nouvelle-Écosse,Orthophonistes,31.0
2020,Nouvelle-Écosse,Orthophonistes,31.0
2021,Nouvelle-Écosse,Audiologistes,11.6
2021,Nouvelle-Écosse,Chiropraticiens,17.9
2021,Nouvelle-Écosse,Assistants dentaires,76.0
2021,Nouvelle-Écosse,Hygiénistes dentaires,80.3
2021,Nouvelle-Écosse,Dentistes,58.1
2021,Nouvelle-Écosse,Diététistes,64.0
2021,Nouvelle-Écosse,Professionnels de la santé publique environnementale,9.2
2021,Nouvelle-Écosse,Médecins de famille,138.5
2021,Nouvelle-Écosse,Conseillers en génétique,1.4
2021,Nouvelle-Écosse,Professionnels de la gestion de l’information sur la santé,17.9
2021,Nouvelle-Écosse,Infirmières auxiliaires autorisées,457.3
2021,Nouvelle-Écosse,Technologistes de laboratoire médical,81.2
2021,Nouvelle-Écosse,Physiciens médicaux,1.2
2021,Nouvelle-Écosse,Technologues en radiation médicale,77.3
2021,Nouvelle-Écosse,Sages-femmes,1.8
2021,Nouvelle-Écosse,Infirmières praticiennes,24.2
2021,Nouvelle-Écosse,Ergothérapeutes,65.5
2021,Nouvelle-Écosse,Opticiens,19.9
2021,Nouvelle-Écosse,Optométristes,15.2
2021,Nouvelle-Écosse,Ambulanciers paramédicaux,134.7
2021,Nouvelle-Écosse,Pharmaciens,141.1
2021,Nouvelle-Écosse,Techniciens en pharmacie,22.9
2021,Nouvelle-Écosse,Adjoints au médecin,3.2
2021,Nouvelle-Écosse,Médecins,275.8
2021,Nouvelle-Écosse,Physiothérapeutes,81.1
2021,Nouvelle-Écosse,Psychologues,69.4
2021,Nouvelle-Écosse,Psychotherapists/counselling therapists,
2021,Nouvelle-Écosse,Psychotherapists/counselling therapists,0.0
2021,Nouvelle-Écosse,Infirmières autorisées,1030.0
2021,Nouvelle-Écosse,Infirmières psychiatriques autorisées,
2021,Nouvelle-Écosse,Infirmières psychiatriques autorisées,0.0
2021,Nouvelle-Écosse,Personnel infirmier réglementé,1511.5
2021,Nouvelle-Écosse,Inhalothérapeutes,32.9
2021,Nouvelle-Écosse,Inhalothérapeutes,32.9
2021,Nouvelle-Écosse,Travailleurs sociaux,264.9
2021,Nouvelle-Écosse,Spécialistes,137.3
2021,Nouvelle-Écosse,Orthophonistes,31.4
2021,Nouvelle-Écosse,Orthophonistes,31.4
2015,Nunavut,Audiologistes,
2015,Nunavut,Audiologistes,0.0
2015,Nunavut,Chiropraticiens,
2015,Nunavut,Chiropraticiens,0.0
2015,Nunavut,Assistants dentaires,
2015,Nunavut,Assistants dentaires,0.0
2015,Nunavut,Hygiénistes dentaires,59.5
2015,Nunavut,Dentistes,189.5
2015,Nunavut,Diététistes,
2015,Nunavut,Diététistes,0.0
2015,Nunavut,Professionnels de la santé publique environnementale,14.9
2015,Nunavut,Professionnels de la santé publique environnementale,14.9
2015,Nunavut,Médecins de famille,24.7
2015,Nunavut,Conseillers en génétique,
2015,Nunavut,Conseillers en génétique,0.0
2015,Nunavut,Professionnels de la gestion de l’information sur la santé,
2015,Nunavut,Professionnels de la gestion de l’information sur la santé,0.0
2015,Nunavut,Infirmières auxiliaires autorisées,271.3
2015,Nunavut,Technologistes de laboratoire médical,38.4
2015,Nunavut,Physiciens médicaux,
2015,Nunavut,Physiciens médicaux,0.0
2015,Nunavut,Technologues en radiation médicale,21.9
2015,Nunavut,Sages-femmes,32.2
2015,Nunavut,Infirmières praticiennes,55.7
2015,Nunavut,Ergothérapeutes,8.2
2015,Nunavut,Opticiens,
2015,Nunavut,Opticiens,0.0
2015,Nunavut,Optométristes,1.2
2015,Nunavut,Ambulanciers paramédicaux,
2015,Nunavut,Ambulanciers paramédicaux,0.0
2015,Nunavut,Pharmaciens,27.4
2015,Nunavut,Pharmaciens,27.4
2015,Nunavut,Techniciens en pharmacie,
2015,Nunavut,Techniciens en pharmacie,0.0
2015,Nunavut,Adjoints au médecin,
2015,Nunavut,Adjoints au médecin,0.0
2015,Nunavut,Médecins,27.4
2015,Nunavut,Physiothérapeutes,
2015,Nunavut,Physiothérapeutes,0.0
2015,Nunavut,Psychologues,105.3
2015,Nunavut,Infirmières autorisées,1295.8
2015,Nunavut,Infirmières psychiatriques autorisées,
2015,Nunavut,Infirmières psychiatriques autorisées,0.0
2015,Nunavut,Personnel infirmier réglementé,
2015,Nunavut,Personnel infirmier réglementé,0.0
2015,Nunavut,Inhalothérapeutes,8.7
2015,Nunavut,Travailleurs sociaux,
2015,Nunavut,Travailleurs sociaux,0.0
2015,Nunavut,Spécialistes,2.7
2015,Nunavut,Orthophonistes,14.9
2015,Nunavut,Orthophonistes,14.9
2016,Nunavut,Audiologistes,
2016,Nunavut,Audiologistes,0.0
2016,Nunavut,Chiropraticiens,
2016,Nunavut,Chiropraticiens,0.0
2016,Nunavut,Assistants dentaires,
2016,Nunavut,Assistants dentaires,0.0
2016,Nunavut,Hygiénistes dentaires,57.6
2016,Nunavut,Dentistes,180.1
2016,Nunavut,Diététistes,
2016,Nunavut,Diététistes,0.0
2016,Nunavut,Professionnels de la santé publique environnementale,11.0
2016,Nunavut,Médecins de famille,18.9
2016,Nunavut,Conseillers en génétique,
2016,Nunavut,Conseillers en génétique,0.0
2016,Nunavut,Professionnels de la gestion de l’information sur la santé,18.4
2016,Nunavut,Infirmières auxiliaires autorisées,262.3
2016,Nunavut,Technologistes de laboratoire médical,55.1
2016,Nunavut,Physiciens médicaux,
2016,Nunavut,Physiciens médicaux,0.0
2016,Nunavut,Technologues en radiation médicale,23.3
2016,Nunavut,Sages-femmes,34.3
2016,Nunavut,Infirmières praticiennes,50.2
2016,Nunavut,Ergothérapeutes,10.8
2016,Nunavut,Opticiens,
2016,Nunavut,Opticiens,0.0
2016,Nunavut,Optométristes,2.5
2016,Nunavut,Ambulanciers paramédicaux,
2016,Nunavut,Ambulanciers paramédicaux,0.0
2016,Nunavut,Pharmaciens,100.1
2016,Nunavut,Techniciens en pharmacie,
2016,Nunavut,Techniciens en pharmacie,0.0
2016,Nunavut,Adjoints au médecin,
2016,Nunavut,Adjoints au médecin,0.0
2016,Nunavut,Médecins,21.6
2016,Nunavut,Physiothérapeutes,
2016,Nunavut,Physiothérapeutes,0.0
2016,Nunavut,Psychologues,101.7
2016,Nunavut,Infirmières autorisées,1249.6
2016,Nunavut,Infirmières psychiatriques autorisées,
2016,Nunavut,Infirmières psychiatriques autorisées,0.0
2016,Nunavut,Personnel infirmier réglementé,
2016,Nunavut,Personnel infirmier réglementé,0.0
2016,Nunavut,Inhalothérapeutes,9.8
2016,Nunavut,Travailleurs sociaux,
2016,Nunavut,Travailleurs sociaux,0.0
2016,Nunavut,Spécialistes,2.7
2016,Nunavut,Orthophonistes,14.7
2016,Nunavut,Orthophonistes,14.7
2017,Nunavut,Audiologistes,0.0
2017,Nunavut,Chiropraticiens,
2017,Nunavut,Chiropraticiens,0.0
2017,Nunavut,Assistants dentaires,
2017,Nunavut,Assistants dentaires,0.0
2017,Nunavut,Hygiénistes dentaires,66.6
2017,Nunavut,Dentistes,245.0
2017,Nunavut,Diététistes,
2017,Nunavut,Diététistes,0.0
2017,Nunavut,Professionnels de la santé publique environnementale,8.0
2017,Nunavut,Médecins de famille,16.0
2017,Nunavut,Conseillers en génétique,
2017,Nunavut,Conseillers en génétique,0.0
2017,Nunavut,Professionnels de la gestion de l’information sur la santé,2.7
2017,Nunavut,Infirmières auxiliaires autorisées,314.3
2017,Nunavut,Technologistes de laboratoire médical,26.6
2017,Nunavut,Technologistes de laboratoire médical,26.6
2017,Nunavut,Physiciens médicaux,
2017,Nunavut,Physiciens médicaux,0.0
2017,Nunavut,Technologues en radiation médicale,26.6
2017,Nunavut,Technologues en radiation médicale,26.6
2017,Nunavut,Sages-femmes,71.9
2017,Nunavut,Infirmières praticiennes,69.1
2017,Nunavut,Ergothérapeutes,16.0
2017,Nunavut,Opticiens,
2017,Nunavut,Opticiens,0.0
2017,Nunavut,Optométristes,5.3
2017,Nunavut,Ambulanciers paramédicaux,
2017,Nunavut,Ambulanciers paramédicaux,0.0
2017,Nunavut,Pharmaciens,82.6
2017,Nunavut,Techniciens en pharmacie,
2017,Nunavut,Techniciens en pharmacie,0.0
2017,Nunavut,Adjoints au médecin,0.0
2017,Nunavut,Médecins,21.3
2017,Nunavut,Physiothérapeutes,
2017,Nunavut,Physiothérapeutes,0.0
2017,Nunavut,Psychologues,63.9
2017,Nunavut,Psychotherapists/counselling therapists,
2017,Nunavut,Psychotherapists/counselling therapists,0.0
2017,Nunavut,Infirmières autorisées,1228.8
2017,Nunavut,Infirmières psychiatriques autorisées,
2017,Nunavut,Infirmières psychiatriques autorisées,0.0
2017,Nunavut,Personnel infirmier réglementé,
2017,Nunavut,Personnel infirmier réglementé,0.0
2017,Nunavut,Inhalothérapeutes,8.0
2017,Nunavut,Travailleurs sociaux,
2017,Nunavut,Travailleurs sociaux,0.0
2017,Nunavut,Spécialistes,5.3
2017,Nunavut,Orthophonistes,2.7
2017,Nunavut,Orthophonistes,2.7
2018,Nunavut,Audiologistes,2.6
2018,Nunavut,Audiologistes,2.6
2018,Nunavut,Chiropraticiens,
2018,Nunavut,Chiropraticiens,0.0
2018,Nunavut,Assistants dentaires,
2018,Nunavut,Assistants dentaires,0.0
2018,Nunavut,Hygiénistes dentaires,57.7
2018,Nunavut,Dentistes,262.2
2018,Nunavut,Diététistes,34.1
2018,Nunavut,Professionnels de la santé publique environnementale,7.9
2018,Nunavut,Professionnels de la santé publique environnementale,7.9
2018,Nunavut,Médecins de famille,31.5
2018,Nunavut,Médecins de famille,31.5
2018,Nunavut,Conseillers en génétique,
2018,Nunavut,Conseillers en génétique,0.0
2018,Nunavut,Professionnels de la gestion de l’information sur la santé,
2018,Nunavut,Professionnels de la gestion de l’information sur la santé,0.0
2018,Nunavut,Infirmières auxiliaires autorisées,346.1
2018,Nunavut,Technologistes de laboratoire médical,21.0
2018,Nunavut,Physiciens médicaux,
2018,Nunavut,Physiciens médicaux,0.0
2018,Nunavut,Technologues en radiation médicale,
2018,Nunavut,Technologues en radiation médicale,0.0
2018,Nunavut,Sages-femmes,104.9
2018,Nunavut,Infirmières praticiennes,60.2
2018,Nunavut,Ergothérapeutes,10.5
2018,Nunavut,Opticiens,
2018,Nunavut,Opticiens,0.0
2018,Nunavut,Optométristes,0.0
2018,Nunavut,Ambulanciers paramédicaux,
2018,Nunavut,Ambulanciers paramédicaux,0.0
2018,Nunavut,Pharmaciens,110.1
2018,Nunavut,Techniciens en pharmacie,
2018,Nunavut,Techniciens en pharmacie,0.0
2018,Nunavut,Adjoints au médecin,2.6
2018,Nunavut,Médecins,44.6
2018,Nunavut,Physiothérapeutes,
2018,Nunavut,Physiothérapeutes,0.0
2018,Nunavut,Psychologues,60.3
2018,Nunavut,Psychotherapists/counselling therapists,
2018,Nunavut,Psychotherapists/counselling therapists,0.0
2018,Nunavut,Infirmières autorisées,975.7
2018,Nunavut,Infirmières psychiatriques autorisées,
2018,Nunavut,Infirmières psychiatriques autorisées,0.0
2018,Nunavut,Personnel infirmier réglementé,
2018,Nunavut,Personnel infirmier réglementé,0.0
2018,Nunavut,Inhalothérapeutes,7.9
2018,Nunavut,Travailleurs sociaux,
2018,Nunavut,Travailleurs sociaux,0.0
2018,Nunavut,Spécialistes,13.1
2018,Nunavut,Orthophonistes,13.1
2018,Nunavut,Orthophonistes,13.1
2019,Nunavut,Audiologistes,2.6
2019,Nunavut,Audiologistes,2.6
2019,Nunavut,Chiropraticiens,
2019,Nunavut,Chiropraticiens,0.0
2019,Nunavut,Assistants dentaires,
2019,Nunavut,Assistants dentaires,0.0
2019,Nunavut,Hygiénistes dentaires,64.8
2019,Nunavut,Dentistes,248.8
2019,Nunavut,Diététistes,33.7
2019,Nunavut,Professionnels de la santé publique environnementale,5.2
2019,Nunavut,Médecins de famille,44.1
2019,Nunavut,Conseillers en génétique,
2019,Nunavut,Conseillers en génétique,0.0
2019,Nunavut,Professionnels de la gestion de l’information sur la santé,5.2
2019,Nunavut,Infirmières auxiliaires autorisées,378.3
2019,Nunavut,Technologistes de laboratoire médical,31.1
2019,Nunavut,Physiciens médicaux,
2019,Nunavut,Physiciens médicaux,0.0
2019,Nunavut,Technologues en radiation médicale,20.7
2019,Nunavut,Sages-femmes,106.2
2019,Nunavut,Infirmières praticiennes,56.2
2019,Nunavut,Ergothérapeutes,15.5
2019,Nunavut,Opticiens,
2019,Nunavut,Opticiens,0.0
2019,Nunavut,Optométristes,
2019,Nunavut,Optométristes,0.0
2019,Nunavut,Ambulanciers paramédicaux,
2019,Nunavut,Ambulanciers paramédicaux,0.0
2019,Nunavut,Pharmaciens,114.0
2019,Nunavut,Techniciens en pharmacie,
2019,Nunavut,Techniciens en pharmacie,0.0
2019,Nunavut,Adjoints au médecin,2.6
2019,Nunavut,Médecins,54.4
2019,Nunavut,Physiothérapeutes,
2019,Nunavut,Physiothérapeutes,0.0
2019,Nunavut,Psychologues,67.4
2019,Nunavut,Psychotherapists/counselling therapists,
2019,Nunavut,Psychotherapists/counselling therapists,0.0
2019,Nunavut,Infirmières autorisées,888.1
2019,Nunavut,Infirmières psychiatriques autorisées,
2019,Nunavut,Infirmières psychiatriques autorisées,0.0
2019,Nunavut,Personnel infirmier réglementé,
2019,Nunavut,Personnel infirmier réglementé,0.0
2019,Nunavut,Inhalothérapeutes,7.8
2019,Nunavut,Inhalothérapeutes,7.8
2019,Nunavut,Travailleurs sociaux,
2019,Nunavut,Travailleurs sociaux,0.0
2019,Nunavut,Spécialistes,10.4
2019,Nunavut,Orthophonistes,7.8
2019,Nunavut,Orthophonistes,7.8
2020,Nunavut,Audiologistes,5.1
2020,Nunavut,Chiropraticiens,
2020,Nunavut,Chiropraticiens,0.0
2020,Nunavut,Assistants dentaires,
2020,Nunavut,Assistants dentaires,0.0
2020,Nunavut,Hygiénistes dentaires,61.3
2020,Nunavut,Dentistes,227.3
2020,Nunavut,Diététistes,
2020,Nunavut,Diététistes,0.0
2020,Nunavut,Professionnels de la santé publique environnementale,5.1
2020,Nunavut,Médecins de famille,53.6
2020,Nunavut,Conseillers en génétique,
2020,Nunavut,Conseillers en génétique,0.0
2020,Nunavut,Professionnels de la gestion de l’information sur la santé,5.1
2020,Nunavut,Infirmières auxiliaires autorisées,452.0
2020,Nunavut,Technologistes de laboratoire médical,38.3
2020,Nunavut,Physiciens médicaux,
2020,Nunavut,Physiciens médicaux,0.0
2020,Nunavut,Technologues en radiation médicale,23.0
2020,Nunavut,Sages-femmes,71.5
2020,Nunavut,Infirmières praticiennes,93.5
2020,Nunavut,Ergothérapeutes,12.8
2020,Nunavut,Opticiens,
2020,Nunavut,Opticiens,0.0
2020,Nunavut,Optométristes,
2020,Nunavut,Optométristes,0.0
2020,Nunavut,Ambulanciers paramédicaux,
2020,Nunavut,Ambulanciers paramédicaux,0.0
2020,Nunavut,Pharmaciens,97.1
2020,Nunavut,Techniciens en pharmacie,
2020,Nunavut,Techniciens en pharmacie,0.0
2020,Nunavut,Adjoints au médecin,2.6
2020,Nunavut,Médecins,63.8
2020,Nunavut,Physiothérapeutes,
2020,Nunavut,Physiothérapeutes,0.0
2020,Nunavut,Psychologues,76.6
2020,Nunavut,Psychotherapists/counselling therapists,
2020,Nunavut,Psychotherapists/counselling therapists,0.0
2020,Nunavut,Infirmières autorisées,1618.4
2020,Nunavut,Infirmières psychiatriques autorisées,
2020,Nunavut,Infirmières psychiatriques autorisées,0.0
