Year,Géographie,Genre,Identité autochtone,GeoCode,Value
2021,Ontario,Toutes les identités de genre,Identité autochtone,,4.42
2021,Ontario,Toutes les identités de genre,Identité non autochtone,,1.64
2021,Ontario,Homme,Total,,2.91
2021,Ontario,Homme,Identité autochtone,,7.3
2021,Ontario,Homme,Identité non autochtone,,2.49
2021,Ontario,Femme,Total,,0.91
2021,Ontario,Femme,Identité autochtone,,1.71
2021,Ontario,Femme,Identité non autochtone,,0.81
2021,Manitoba,Toutes les identités de genre,Total,46,4.45
2021,Manitoba,Toutes les identités de genre,Identité autochtone,,13.04
2021,Manitoba,Toutes les identités de genre,Identité non autochtone,,2.12
2021,Manitoba,Homme,Total,,6.04
2021,Manitoba,Homme,Identité autochtone,,17.24
2021,Manitoba,Homme,Identité non autochtone,,2.99
2021,Manitoba,Femme,Total,,2.15
2021,Manitoba,Femme,Identité autochtone,,6.76
2021,Manitoba,Femme,Identité non autochtone,,1.07
2021,Saskatchewan,Toutes les identités de genre,Total,47,5.92
2021,Saskatchewan,Toutes les identités de genre,Identité autochtone,,26.07
2021,Saskatchewan,Toutes les identités de genre,Identité non autochtone,,1.64
2021,Saskatchewan,Homme,Total,,8.74
2021,Saskatchewan,Homme,Identité autochtone,,42.06
2021,Saskatchewan,Homme,Identité non autochtone,,2.02
2021,Saskatchewan,Femme,Total,,2.9
2021,Saskatchewan,Femme,Identité autochtone,,10.63
2021,Saskatchewan,Femme,Identité non autochtone,,1.24
2021,Alberta,Toutes les identités de genre,Total,48,2.66
2021,Alberta,Toutes les identités de genre,Identité autochtone,,12.93
2021,Alberta,Toutes les identités de genre,Identité non autochtone,,1.87
2021,Alberta,Homme,Total,,3.94
2021,Alberta,Homme,Identité autochtone,,20.72
2021,Alberta,Homme,Identité non autochtone,,2.69
2021,Alberta,Femme,Total,,1.36
2021,Alberta,Femme,Identité autochtone,,5.53
2021,Alberta,Femme,Identité non autochtone,,1.03
2021,Colombie-Britannique,Toutes les identités de genre,Total,59,2.4
2021,Colombie-Britannique,Toutes les identités de genre,Identité autochtone,,6.28
2021,Colombie-Britannique,Toutes les identités de genre,Identité non autochtone,,2.15
2021,Colombie-Britannique,Homme,Total,,3.73
2021,Colombie-Britannique,Homme,Identité autochtone,,10.26
2021,Colombie-Britannique,Homme,Identité non autochtone,,3.31
2021,Colombie-Britannique,Femme,Total,,1.03
2021,Colombie-Britannique,Femme,Identité autochtone,,2.46
2021,Colombie-Britannique,Femme,Identité non autochtone,,0.93
2021,Yukon,Toutes les identités de genre,Total,60,9.25
2021,Yukon,Toutes les identités de genre,Identité autochtone,,20.87
2021,Yukon,Toutes les identités de genre,Identité non autochtone,,5.94
2021,Yukon,Homme,Total,,9.1
2021,Yukon,Homme,Identité autochtone,,21.5
2021,Yukon,Homme,Identité non autochtone,,5.77
2021,Yukon,Femme,Total,,9.4
2021,Yukon,Femme,Identité autochtone,,20.29
2021,Yukon,Femme,Identité non autochtone,,6.12
2021,Territoires du Nord-Ouest,Toutes les identités de genre,Total,61,2.19
2021,Territoires du Nord-Ouest,Toutes les identités de genre,Identité autochtone,,4.42
2021,Territoires du Nord-Ouest,Toutes les identités de genre,Identité non autochtone,,0.0
2021,Territoires du Nord-Ouest,Homme,Total,,4.26
2021,Territoires du Nord-Ouest,Homme,Identité autochtone,,8.77
2021,Territoires du Nord-Ouest,Homme,Identité non autochtone,,0.0
2021,Territoires du Nord-Ouest,Femme,Total,,0.0
2021,Territoires du Nord-Ouest,Femme,Identité autochtone,,0.0
2021,Territoires du Nord-Ouest,Femme,Identité non autochtone,,0.0
2021,Nunavut,Toutes les identités de genre,Total,62,5.04
2021,Nunavut,Toutes les identités de genre,Identité autochtone,,5.89
2021,Nunavut,Toutes les identités de genre,Identité non autochtone,,0.0
2021,Nunavut,Homme,Total,,4.92
2021,Nunavut,Homme,Identité autochtone,,5.82
2021,Nunavut,Homme,Identité non autochtone,,0.0
2021,Nunavut,Femme,Total,,5.16
2021,Nunavut,Femme,Identité autochtone,,5.96
2021,Nunavut,Femme,Identité non autochtone,,0.0
2022,Canada,Toutes les identités de genre,Identité autochtone,,10.98
2022,Canada,Toutes les identités de genre,Identité non autochtone,,1.69
2022,Canada,Homme,Total,,3.41
2022,Canada,Homme,Identité autochtone,,16.85
2022,Canada,Homme,Identité non autochtone,,2.59
2022,Canada,Femme,Total,,1.04
2022,Canada,Femme,Identité autochtone,,5.07
2022,Canada,Femme,Identité non autochtone,,0.78
2022,Terre-Neuve-et-Labrador,Toutes les identités de genre,Total,10,0.57
2022,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité autochtone,,0.0
2022,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité non autochtone,,0.63
2022,Terre-Neuve-et-Labrador,Homme,Total,,0.38
2022,Terre-Neuve-et-Labrador,Homme,Identité autochtone,,0.0
2022,Terre-Neuve-et-Labrador,Homme,Identité non autochtone,,0.42
2022,Terre-Neuve-et-Labrador,Femme,Total,,0.75
2022,Terre-Neuve-et-Labrador,Femme,Identité autochtone,,0.0
2022,Terre-Neuve-et-Labrador,Femme,Identité non autochtone,,0.83
2022,Île-du-Prince-Édouard,Toutes les identités de genre,Total,11,0.0
2022,Île-du-Prince-Édouard,Toutes les identités de genre,Identité autochtone,,0.0
2022,Île-du-Prince-Édouard,Toutes les identités de genre,Identité non autochtone,,0.0
2022,Île-du-Prince-Édouard,Homme,Total,,0.0
2022,Île-du-Prince-Édouard,Homme,Identité autochtone,,0.0
2022,Île-du-Prince-Édouard,Homme,Identité non autochtone,,0.0
2022,Île-du-Prince-Édouard,Femme,Total,,0.0
2022,Île-du-Prince-Édouard,Femme,Identité autochtone,,0.0
2022,Île-du-Prince-Édouard,Femme,Identité non autochtone,,0.0
2022,Nouvelle-Écosse,Toutes les identités de genre,Total,12,1.86
2022,Nouvelle-Écosse,Toutes les identités de genre,Identité autochtone,,0.0
2022,Nouvelle-Écosse,Toutes les identités de genre,Identité non autochtone,,1.87
2022,Nouvelle-Écosse,Homme,Total,,3.2
2022,Nouvelle-Écosse,Homme,Identité autochtone,,0.0
2022,Nouvelle-Écosse,Homme,Identité non autochtone,,3.18
2022,Nouvelle-Écosse,Femme,Total,,0.58
2022,Nouvelle-Écosse,Femme,Identité autochtone,,0.0
2022,Nouvelle-Écosse,Femme,Identité non autochtone,,0.61
2022,Nouveau-Brunswick,Toutes les identités de genre,Total,13,1.85
2022,Nouveau-Brunswick,Toutes les identités de genre,Identité autochtone,,8.28
2022,Nouveau-Brunswick,Toutes les identités de genre,Identité non autochtone,,1.55
2022,Nouveau-Brunswick,Homme,Total,,3.72
2022,Nouveau-Brunswick,Homme,Identité autochtone,,16.84
2022,Nouveau-Brunswick,Homme,Identité non autochtone,,3.11
2022,Nouveau-Brunswick,Femme,Total,,0.0
2022,Nouveau-Brunswick,Femme,Identité autochtone,,0.0
2022,Nouveau-Brunswick,Femme,Identité non autochtone,,0.0
2022,Québec,Toutes les identités de genre,Total,24,1.26
2022,Québec,Toutes les identités de genre,Identité autochtone,,4.15
2022,Québec,Toutes les identités de genre,Identité non autochtone,,1.11
2022,Québec,Homme,Total,,1.86
2022,Québec,Homme,Identité autochtone,,7.49
2022,Québec,Homme,Identité non autochtone,,1.58
2022,Québec,Femme,Total,,0.62
2022,Québec,Femme,Identité autochtone,,0.83
2022,Québec,Femme,Identité non autochtone,,0.59
2022,Ontario,Toutes les identités de genre,Total,35,1.91
2022,Ontario,Toutes les identités de genre,Identité autochtone,,6.85
2022,Ontario,Toutes les identités de genre,Identité non autochtone,,1.67
2022,Ontario,Homme,Total,,2.88
2022,Ontario,Homme,Identité autochtone,,11.48
2022,Ontario,Homme,Identité non autochtone,,2.53
2022,Ontario,Femme,Total,,0.92
2022,Ontario,Femme,Identité autochtone,,2.49
2022,Ontario,Femme,Identité non autochtone,,0.81
2022,Manitoba,Toutes les identités de genre,Total,46,6.24
2022,Manitoba,Toutes les identités de genre,Identité autochtone,,22.91
2022,Manitoba,Toutes les identités de genre,Identité non autochtone,,2.27
2022,Manitoba,Homme,Total,,9.65
2022,Manitoba,Homme,Identité autochtone,,34.53
2022,Manitoba,Homme,Identité non autochtone,,4.01
2022,Manitoba,Femme,Total,,2.84
2022,Manitoba,Femme,Identité autochtone,,11.77
2022,Manitoba,Femme,Identité non autochtone,,0.53
2022,Saskatchewan,Toutes les identités de genre,Total,47,5.94
2022,Saskatchewan,Toutes les identités de genre,Identité autochtone,,22.64
2022,Saskatchewan,Toutes les identités de genre,Identité non autochtone,,2.23
2022,Saskatchewan,Homme,Total,,8.32
2022,Saskatchewan,Homme,Identité autochtone,,32.38
2022,Saskatchewan,Homme,Identité non autochtone,,3.0
2022,Saskatchewan,Femme,Total,,3.2
2022,Saskatchewan,Femme,Identité autochtone,,11.36
2022,Saskatchewan,Femme,Identité non autochtone,,1.43
2022,Alberta,Toutes les identités de genre,Total,48,2.62
2022,Alberta,Toutes les identités de genre,Identité autochtone,,12.66
2022,Alberta,Toutes les identités de genre,Identité non autochtone,,1.82
2022,Alberta,Homme,Total,,4.03
2022,Alberta,Homme,Identité autochtone,,20.27
2022,Alberta,Homme,Identité non autochtone,,2.82
2022,Alberta,Femme,Total,,1.11
2022,Alberta,Femme,Identité autochtone,,4.82
2022,Alberta,Femme,Identité non autochtone,,0.81
2022,Colombie-Britannique,Toutes les identités de genre,Total,59,2.91
2022,Colombie-Britannique,Toutes les identités de genre,Identité autochtone,,8.23
2022,Colombie-Britannique,Toutes les identités de genre,Identité non autochtone,,2.5
2022,Colombie-Britannique,Homme,Total,,4.53
2022,Colombie-Britannique,Homme,Identité autochtone,,11.84
2022,Colombie-Britannique,Homme,Identité non autochtone,,3.93
2022,Colombie-Britannique,Femme,Total,,1.3
2022,Colombie-Britannique,Femme,Identité autochtone,,4.78
2022,Colombie-Britannique,Femme,Identité non autochtone,,1.07
2022,Yukon,Toutes les identités de genre,Total,60,4.57
2022,Yukon,Toutes les identités de genre,Identité autochtone,,10.38
2022,Yukon,Toutes les identités de genre,Identité non autochtone,,2.93
2022,Yukon,Homme,Total,,9.0
2022,Yukon,Homme,Identité autochtone,,21.48
2022,Yukon,Homme,Identité non autochtone,,5.7
2022,Yukon,Femme,Total,,0.0
2022,Yukon,Femme,Identité autochtone,,0.0
2022,Yukon,Femme,Identité non autochtone,,0.0
2022,Territoires du Nord-Ouest,Toutes les identités de genre,Total,61,6.58
2022,Territoires du Nord-Ouest,Toutes les identités de genre,Identité autochtone,,8.83
2022,Territoires du Nord-Ouest,Toutes les identités de genre,Identité non autochtone,,4.36
2022,Territoires du Nord-Ouest,Homme,Total,,8.51
2022,Territoires du Nord-Ouest,Homme,Identité autochtone,,8.75
2022,Territoires du Nord-Ouest,Homme,Identité non autochtone,,8.28
2022,Territoires du Nord-Ouest,Femme,Total,,4.53
2022,Territoires du Nord-Ouest,Femme,Identité autochtone,,8.91
2022,Territoires du Nord-Ouest,Femme,Identité non autochtone,,0.0
2022,Nunavut,Toutes les identités de genre,Total,62,2.47
2022,Nunavut,Toutes les identités de genre,Identité autochtone,,2.88
2022,Nunavut,Toutes les identités de genre,Identité non autochtone,,0.0
2022,Nunavut,Homme,Total,,0.0
2022,Nunavut,Homme,Identité autochtone,,0.0
2022,Nunavut,Homme,Identité non autochtone,,0.0
2022,Nunavut,Femme,Total,,5.06
2022,Nunavut,Femme,Identité autochtone,,5.84
2022,Nunavut,Femme,Identité non autochtone,,0.0
