Year,Géographie,Type de famille économique,Niveau de sécurité alimentaire du ménage,GeoCode,Value
2020,Canada,Personnes dans les familles de personnes âgées,Insécurité alimentaire grave,,0.9
2020,Canada,Personnes dans les couples de personnes âgées,Sécurité alimentaire,,94.8
2020,Canada,Personnes dans les couples de personnes âgées,Insécurité alimentaire,,5.2
2020,Canada,Personnes dans les couples de personnes âgées,Insécurité alimentaire marginale,,1.9
2020,Canada,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée ou grave,,3.3
2020,Canada,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée,,2.5
2020,Canada,Personnes dans les couples de personnes âgées,Insécurité alimentaire grave,,0.8
2020,Canada,Personnes dans les autres familles de personnes âgées,Sécurité alimentaire,,86.1
2020,Canada,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire,,13.9
2020,Canada,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire marginale,,5.3
2020,Canada,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée ou grave,,8.6
2020,Canada,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée,,7.3
2020,Canada,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire grave,,1.2
2020,Canada,Personnes dans les familles non âgées,Sécurité alimentaire,,83.6
2020,Canada,Personnes dans les familles non âgées,Insécurité alimentaire,,16.4
2020,Canada,Personnes dans les familles non âgées,Insécurité alimentaire marginale,,4.9
2020,Canada,Personnes dans les familles non âgées,Insécurité alimentaire modérée ou grave,,11.5
2020,Canada,Personnes dans les familles non âgées,Insécurité alimentaire modérée,,8.0
2020,Canada,Personnes dans les familles non âgées,Insécurité alimentaire grave,,3.5
2020,Canada,Personnes dans les couples,Sécurité alimentaire,,89.2
2020,Canada,Personnes dans les couples,Insécurité alimentaire,,10.8
2020,Canada,Personnes dans les couples,Insécurité alimentaire marginale,,3.2
2020,Canada,Personnes dans les couples,Insécurité alimentaire modérée ou grave,,7.6
2020,Canada,Personnes dans les couples,Insécurité alimentaire modérée,,4.6
2020,Canada,Personnes dans les couples,Insécurité alimentaire grave,,3.0
2020,Canada,Personnes dans les familles comptant un couple avec des enfants,Sécurité alimentaire,,83.6
2020,Canada,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire,,16.4
2020,Canada,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire marginale,,5.8
2020,Canada,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée ou grave,,10.6
2020,Canada,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée,,8.1
2020,Canada,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire grave,,2.5
2020,Canada,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Sécurité alimentaire,,88.0
2020,Canada,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire,,12.0
2020,Canada,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire marginale,,3.5
2020,Canada,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée ou grave,,8.5
2020,Canada,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée,,5.7
2020,Canada,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire grave,,2.8
2020,Canada,Personnes dans les familles monoparentales,Sécurité alimentaire,,66.3
2020,Canada,Personnes dans les familles monoparentales,Insécurité alimentaire,,33.7
2020,Canada,Personnes dans les familles monoparentales,Insécurité alimentaire marginale,,6.4
2020,Canada,Personnes dans les familles monoparentales,Insécurité alimentaire modérée ou grave,,27.3
2020,Canada,Personnes dans les familles monoparentales,Insécurité alimentaire modérée,,16.8
2020,Canada,Personnes dans les familles monoparentales,Insécurité alimentaire grave,,10.5
2020,Canada,Personnes dans les familles monoparentales ayant un homme à leur tête,Sécurité alimentaire,,79.0
2020,Canada,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire,,21.0
2020,Canada,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire marginale,,5.4
2020,Canada,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée ou grave,,15.7
2020,Canada,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée,,12.2
2020,Canada,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire grave,,3.5
2020,Canada,Personnes dans les familles monoparentales ayant une femme à leur tête,Sécurité alimentaire,,63.3
2020,Canada,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire,,36.7
2020,Canada,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire marginale,,6.6
2020,Canada,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée ou grave,,30.1
2020,Canada,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée,,18.0
2020,Canada,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire grave,,12.1
2020,Canada,Personnes dans les autres familles de personnes non âgées,Sécurité alimentaire,,79.3
2020,Canada,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire,,20.7
2020,Canada,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire marginale,,4.4
2020,Canada,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée ou grave,,16.3
2020,Canada,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée,,10.5
2020,Canada,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire grave,,5.8
2020,Canada,Personnes hors famille économique,Sécurité alimentaire,,81.1
2020,Canada,Personnes hors famille économique,Insécurité alimentaire,,18.9
2020,Canada,Personnes hors famille économique,Insécurité alimentaire marginale,,4.4
2020,Canada,Personnes hors famille économique,Insécurité alimentaire modérée ou grave,,14.4
2020,Canada,Personnes hors famille économique,Insécurité alimentaire modérée,,8.6
2020,Canada,Personnes hors famille économique,Insécurité alimentaire grave,,5.8
2020,Canada,Personnes âgées hors famille économique,Sécurité alimentaire,,88.8
2020,Canada,Personnes âgées hors famille économique,Insécurité alimentaire,,11.2
2020,Canada,Personnes âgées hors famille économique,Insécurité alimentaire marginale,,3.5
2020,Canada,Personnes âgées hors famille économique,Insécurité alimentaire modérée ou grave,,7.8
2020,Canada,Personnes âgées hors famille économique,Insécurité alimentaire modérée,,5.5
2020,Canada,Personnes âgées hors famille économique,Insécurité alimentaire grave,,2.3
2020,Canada,Hommes âgés hors famille économique,Sécurité alimentaire,,87.7
2020,Canada,Hommes âgés hors famille économique,Insécurité alimentaire,,12.3
2020,Canada,Hommes âgés hors famille économique,Insécurité alimentaire marginale,,4.1
2020,Canada,Hommes âgés hors famille économique,Insécurité alimentaire modérée ou grave,,8.2
2020,Canada,Hommes âgés hors famille économique,Insécurité alimentaire modérée,,6.0
2020,Canada,Hommes âgés hors famille économique,Insécurité alimentaire grave,,2.1
2020,Canada,Femmes âgées hors famille économique,Sécurité alimentaire,,89.3
2020,Canada,Femmes âgées hors famille économique,Insécurité alimentaire,,10.7
2020,Canada,Femmes âgées hors famille économique,Insécurité alimentaire marginale,,3.1
2020,Canada,Femmes âgées hors famille économique,Insécurité alimentaire modérée ou grave,,7.6
2020,Canada,Femmes âgées hors famille économique,Insécurité alimentaire modérée,,5.1
2020,Canada,Femmes âgées hors famille économique,Insécurité alimentaire grave,,2.4
2020,Canada,Personnes non âgées hors famille économique,Sécurité alimentaire,,77.6
2020,Canada,Personnes non âgées hors famille économique,Insécurité alimentaire,,22.4
2020,Canada,Personnes non âgées hors famille économique,Insécurité alimentaire marginale,,4.9
2020,Canada,Personnes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,,17.6
2020,Canada,Personnes non âgées hors famille économique,Insécurité alimentaire modérée,,10.1
2020,Canada,Personnes non âgées hors famille économique,Insécurité alimentaire grave,,7.4
2020,Canada,Hommes non âgés hors famille économique,Sécurité alimentaire,,78.9
2020,Canada,Hommes non âgés hors famille économique,Insécurité alimentaire,,21.1
2020,Canada,Hommes non âgés hors famille économique,Insécurité alimentaire marginale,,4.8
2020,Canada,Hommes non âgés hors famille économique,Insécurité alimentaire modérée ou grave,,16.3
2020,Canada,Hommes non âgés hors famille économique,Insécurité alimentaire modérée,,9.4
2020,Canada,Hommes non âgés hors famille économique,Insécurité alimentaire grave,,6.8
2020,Canada,Femmes non âgées hors famille économique,Sécurité alimentaire,,75.7
2020,Canada,Femmes non âgées hors famille économique,Insécurité alimentaire,,24.3
2020,Canada,Femmes non âgées hors famille économique,Insécurité alimentaire marginale,,5.0
2020,Canada,Femmes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,,19.3
2020,Canada,Femmes non âgées hors famille économique,Insécurité alimentaire modérée,,11.1
2020,Canada,Femmes non âgées hors famille économique,Insécurité alimentaire grave,,8.2
2020,Provinces de l'Atlantique,Toutes les personnes,Sécurité alimentaire,,82.2
2020,Provinces de l'Atlantique,Toutes les personnes,Insécurité alimentaire,,17.8
2020,Provinces de l'Atlantique,Toutes les personnes,Insécurité alimentaire marginale,,5.2
2020,Provinces de l'Atlantique,Toutes les personnes,Insécurité alimentaire modérée ou grave,,12.6
2020,Provinces de l'Atlantique,Toutes les personnes,Insécurité alimentaire modérée,,7.9
2020,Provinces de l'Atlantique,Toutes les personnes,Insécurité alimentaire grave,,4.7
2020,Provinces de l'Atlantique,Personnes dans les familles économiques,Sécurité alimentaire,,83.0
2020,Provinces de l'Atlantique,Personnes dans les familles économiques,Insécurité alimentaire,,17.0
2020,Provinces de l'Atlantique,Personnes dans les familles économiques,Insécurité alimentaire marginale,,5.3
2020,Provinces de l'Atlantique,Personnes dans les familles économiques,Insécurité alimentaire modérée ou grave,,11.7
2020,Provinces de l'Atlantique,Personnes dans les familles économiques,Insécurité alimentaire modérée,,7.6
2020,Provinces de l'Atlantique,Personnes dans les familles économiques,Insécurité alimentaire grave,,4.1
2020,Provinces de l'Atlantique,Personnes dans les familles de personnes âgées,Sécurité alimentaire,,91.0
2020,Provinces de l'Atlantique,Personnes dans les familles de personnes âgées,Insécurité alimentaire,,9.0
2020,Provinces de l'Atlantique,Personnes dans les familles de personnes âgées,Insécurité alimentaire marginale,,3.7
2020,Provinces de l'Atlantique,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée ou grave,,5.3
2020,Provinces de l'Atlantique,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée,,4.4
2020,Provinces de l'Atlantique,Personnes dans les familles de personnes âgées,Insécurité alimentaire grave,,0.9
2020,Provinces de l'Atlantique,Personnes dans les couples de personnes âgées,Sécurité alimentaire,,92.7
2020,Provinces de l'Atlantique,Personnes dans les couples de personnes âgées,Insécurité alimentaire,,7.3
2020,Provinces de l'Atlantique,Personnes dans les couples de personnes âgées,Insécurité alimentaire marginale,,3.1
2020,Provinces de l'Atlantique,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée ou grave,,4.2
2020,Provinces de l'Atlantique,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée,,3.3
2020,Provinces de l'Atlantique,Personnes dans les couples de personnes âgées,Insécurité alimentaire grave,,1.0
2020,Provinces de l'Atlantique,Personnes dans les autres familles de personnes âgées,Sécurité alimentaire,,86.1
2020,Provinces de l'Atlantique,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire,,13.9
2020,Provinces de l'Atlantique,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire marginale,,5.4
2020,Provinces de l'Atlantique,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée ou grave,,8.5
2020,Provinces de l'Atlantique,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée,,7.8
2020,Provinces de l'Atlantique,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire grave,,
2020,Provinces de l'Atlantique,Personnes dans les familles non âgées,Sécurité alimentaire,,81.1
2020,Provinces de l'Atlantique,Personnes dans les familles non âgées,Insécurité alimentaire,,18.9
2020,Provinces de l'Atlantique,Personnes dans les familles non âgées,Insécurité alimentaire marginale,,5.7
2020,Provinces de l'Atlantique,Personnes dans les familles non âgées,Insécurité alimentaire modérée ou grave,,13.2
2020,Provinces de l'Atlantique,Personnes dans les familles non âgées,Insécurité alimentaire modérée,,8.3
2020,Provinces de l'Atlantique,Personnes dans les familles non âgées,Insécurité alimentaire grave,,4.8
2020,Provinces de l'Atlantique,Personnes dans les couples,Sécurité alimentaire,,87.8
2020,Provinces de l'Atlantique,Personnes dans les couples,Insécurité alimentaire,,12.2
2020,Provinces de l'Atlantique,Personnes dans les couples,Insécurité alimentaire marginale,,4.1
2020,Provinces de l'Atlantique,Personnes dans les couples,Insécurité alimentaire modérée ou grave,,8.2
2020,Provinces de l'Atlantique,Personnes dans les couples,Insécurité alimentaire modérée,,5.3
2020,Provinces de l'Atlantique,Personnes dans les couples,Insécurité alimentaire grave,,2.9
2020,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec des enfants,Sécurité alimentaire,,80.0
2020,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire,,20.0
2020,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire marginale,,6.4
2020,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée ou grave,,13.6
2020,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée,,9.7
2020,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire grave,,3.9
2020,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Sécurité alimentaire,,91.4
2020,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire,,8.6
2020,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire marginale,,3.6
2020,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée ou grave,,5.0
2020,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée,,3.5
2020,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire grave,,1.6
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales,Sécurité alimentaire,,56.0
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales,Insécurité alimentaire,,44.0
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales,Insécurité alimentaire marginale,,9.8
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales,Insécurité alimentaire modérée ou grave,,34.2
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales,Insécurité alimentaire modérée,,16.7
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales,Insécurité alimentaire grave,,17.5
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant un homme à leur tête,Sécurité alimentaire,,64.1
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire,,35.9
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire marginale,,
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée ou grave,,25.1
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée,,
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire grave,,
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant une femme à leur tête,Sécurité alimentaire,,54.2
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire,,45.8
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire marginale,,9.6
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée ou grave,,36.2
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée,,17.7
2020,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire grave,,18.5
2020,Provinces de l'Atlantique,Personnes dans les autres familles de personnes non âgées,Sécurité alimentaire,,77.1
2020,Provinces de l'Atlantique,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire,,22.9
2020,Provinces de l'Atlantique,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire marginale,,6.2
2020,Provinces de l'Atlantique,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée ou grave,,16.7
2020,Provinces de l'Atlantique,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée,,9.3
2020,Provinces de l'Atlantique,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire grave,,7.4
2020,Provinces de l'Atlantique,Personnes hors famille économique,Sécurité alimentaire,,78.7
2020,Provinces de l'Atlantique,Personnes hors famille économique,Insécurité alimentaire,,21.3
2020,Provinces de l'Atlantique,Personnes hors famille économique,Insécurité alimentaire marginale,,4.4
2020,Provinces de l'Atlantique,Personnes hors famille économique,Insécurité alimentaire modérée ou grave,,17.0
2020,Provinces de l'Atlantique,Personnes hors famille économique,Insécurité alimentaire modérée,,9.2
2020,Provinces de l'Atlantique,Personnes hors famille économique,Insécurité alimentaire grave,,7.8
2020,Provinces de l'Atlantique,Personnes âgées hors famille économique,Sécurité alimentaire,,86.3
2020,Provinces de l'Atlantique,Personnes âgées hors famille économique,Insécurité alimentaire,,13.7
2020,Provinces de l'Atlantique,Personnes âgées hors famille économique,Insécurité alimentaire marginale,,4.3
2020,Provinces de l'Atlantique,Personnes âgées hors famille économique,Insécurité alimentaire modérée ou grave,,9.5
2020,Provinces de l'Atlantique,Personnes âgées hors famille économique,Insécurité alimentaire modérée,,6.4
2020,Provinces de l'Atlantique,Personnes âgées hors famille économique,Insécurité alimentaire grave,,3.0
2020,Provinces de l'Atlantique,Hommes âgés hors famille économique,Sécurité alimentaire,,85.5
2020,Provinces de l'Atlantique,Hommes âgés hors famille économique,Insécurité alimentaire,,14.5
2020,Provinces de l'Atlantique,Hommes âgés hors famille économique,Insécurité alimentaire marginale,,3.8
2020,Provinces de l'Atlantique,Hommes âgés hors famille économique,Insécurité alimentaire modérée ou grave,,10.6
2020,Provinces de l'Atlantique,Hommes âgés hors famille économique,Insécurité alimentaire modérée,,7.7
2020,Provinces de l'Atlantique,Hommes âgés hors famille économique,Insécurité alimentaire grave,,2.9
2020,Provinces de l'Atlantique,Femmes âgées hors famille économique,Sécurité alimentaire,,86.7
2020,Provinces de l'Atlantique,Femmes âgées hors famille économique,Insécurité alimentaire,,13.3
2020,Provinces de l'Atlantique,Femmes âgées hors famille économique,Insécurité alimentaire marginale,,4.5
2020,Provinces de l'Atlantique,Femmes âgées hors famille économique,Insécurité alimentaire modérée ou grave,,8.8
2020,Provinces de l'Atlantique,Femmes âgées hors famille économique,Insécurité alimentaire modérée,,5.7
2020,Provinces de l'Atlantique,Femmes âgées hors famille économique,Insécurité alimentaire grave,,3.1
2020,Provinces de l'Atlantique,Personnes non âgées hors famille économique,Sécurité alimentaire,,74.2
2020,Provinces de l'Atlantique,Personnes non âgées hors famille économique,Insécurité alimentaire,,25.8
2020,Provinces de l'Atlantique,Personnes non âgées hors famille économique,Insécurité alimentaire marginale,,4.4
2020,Provinces de l'Atlantique,Personnes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,,21.3
2020,Provinces de l'Atlantique,Personnes non âgées hors famille économique,Insécurité alimentaire modérée,,10.8
2020,Provinces de l'Atlantique,Personnes non âgées hors famille économique,Insécurité alimentaire grave,,10.5
2020,Provinces de l'Atlantique,Hommes non âgés hors famille économique,Sécurité alimentaire,,76.5
2020,Provinces de l'Atlantique,Hommes non âgés hors famille économique,Insécurité alimentaire,,23.5
2020,Provinces de l'Atlantique,Hommes non âgés hors famille économique,Insécurité alimentaire marginale,,5.3
2020,Provinces de l'Atlantique,Hommes non âgés hors famille économique,Insécurité alimentaire modérée ou grave,,18.2
2020,Provinces de l'Atlantique,Hommes non âgés hors famille économique,Insécurité alimentaire modérée,,9.2
2020,Provinces de l'Atlantique,Hommes non âgés hors famille économique,Insécurité alimentaire grave,,9.0
2020,Provinces de l'Atlantique,Femmes non âgées hors famille économique,Sécurité alimentaire,,71.7
2020,Provinces de l'Atlantique,Femmes non âgées hors famille économique,Insécurité alimentaire,,28.3
2020,Provinces de l'Atlantique,Femmes non âgées hors famille économique,Insécurité alimentaire marginale,,3.5
2020,Provinces de l'Atlantique,Femmes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,,24.8
2020,Provinces de l'Atlantique,Femmes non âgées hors famille économique,Insécurité alimentaire modérée,,12.7
2020,Provinces de l'Atlantique,Femmes non âgées hors famille économique,Insécurité alimentaire grave,,12.1
2020,Terre-Neuve-et-Labrador,Toutes les personnes,Sécurité alimentaire,10,82.5
2020,Terre-Neuve-et-Labrador,Toutes les personnes,Insécurité alimentaire,10,17.5
2020,Terre-Neuve-et-Labrador,Toutes les personnes,Insécurité alimentaire marginale,10,4.9
2020,Terre-Neuve-et-Labrador,Toutes les personnes,Insécurité alimentaire modérée ou grave,10,12.6
2020,Terre-Neuve-et-Labrador,Toutes les personnes,Insécurité alimentaire modérée,10,9.1
2020,Terre-Neuve-et-Labrador,Toutes les personnes,Insécurité alimentaire grave,10,3.5
2020,Terre-Neuve-et-Labrador,Personnes dans les familles économiques,Sécurité alimentaire,10,83.5
2020,Terre-Neuve-et-Labrador,Personnes dans les familles économiques,Insécurité alimentaire,10,16.5
2020,Terre-Neuve-et-Labrador,Personnes dans les familles économiques,Insécurité alimentaire marginale,10,5.0
2020,Terre-Neuve-et-Labrador,Personnes dans les familles économiques,Insécurité alimentaire modérée ou grave,10,11.5
2020,Terre-Neuve-et-Labrador,Personnes dans les familles économiques,Insécurité alimentaire modérée,10,8.9
2020,Terre-Neuve-et-Labrador,Personnes dans les familles économiques,Insécurité alimentaire grave,10,2.6
2020,Terre-Neuve-et-Labrador,Personnes dans les familles de personnes âgées,Sécurité alimentaire,10,90.3
2020,Terre-Neuve-et-Labrador,Personnes dans les familles de personnes âgées,Insécurité alimentaire,10,9.7
2020,Terre-Neuve-et-Labrador,Personnes dans les familles de personnes âgées,Insécurité alimentaire marginale,10,5.0
2020,Terre-Neuve-et-Labrador,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée ou grave,10,4.7
2020,Terre-Neuve-et-Labrador,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée,10,4.4
2020,Terre-Neuve-et-Labrador,Personnes dans les familles de personnes âgées,Insécurité alimentaire grave,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les couples de personnes âgées,Sécurité alimentaire,10,91.8
2020,Terre-Neuve-et-Labrador,Personnes dans les couples de personnes âgées,Insécurité alimentaire,10,8.2
2020,Terre-Neuve-et-Labrador,Personnes dans les couples de personnes âgées,Insécurité alimentaire marginale,10,3.6
2020,Terre-Neuve-et-Labrador,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée ou grave,10,4.6
2020,Terre-Neuve-et-Labrador,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les couples de personnes âgées,Insécurité alimentaire grave,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes âgées,Sécurité alimentaire,10,85.9
2020,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire marginale,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée ou grave,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire grave,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles non âgées,Sécurité alimentaire,10,81.8
2020,Terre-Neuve-et-Labrador,Personnes dans les familles non âgées,Insécurité alimentaire,10,18.2
2020,Terre-Neuve-et-Labrador,Personnes dans les familles non âgées,Insécurité alimentaire marginale,10,4.9
2020,Terre-Neuve-et-Labrador,Personnes dans les familles non âgées,Insécurité alimentaire modérée ou grave,10,13.2
2020,Terre-Neuve-et-Labrador,Personnes dans les familles non âgées,Insécurité alimentaire modérée,10,10.1
2020,Terre-Neuve-et-Labrador,Personnes dans les familles non âgées,Insécurité alimentaire grave,10,3.2
2020,Terre-Neuve-et-Labrador,Personnes dans les couples,Sécurité alimentaire,10,92.5
2020,Terre-Neuve-et-Labrador,Personnes dans les couples,Insécurité alimentaire,10,7.5
2020,Terre-Neuve-et-Labrador,Personnes dans les couples,Insécurité alimentaire marginale,10,3.7
2020,Terre-Neuve-et-Labrador,Personnes dans les couples,Insécurité alimentaire modérée ou grave,10,3.8
2020,Terre-Neuve-et-Labrador,Personnes dans les couples,Insécurité alimentaire modérée,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les couples,Insécurité alimentaire grave,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec des enfants,Sécurité alimentaire,10,77.9
2020,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire,10,22.1
2020,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire marginale,10,5.8
2020,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée ou grave,10,16.4
2020,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée,10,13.7
2020,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire grave,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Sécurité alimentaire,10,92.3
2020,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire,10,7.7
2020,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire marginale,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée ou grave,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire grave,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales,Sécurité alimentaire,10,51.8
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales,Insécurité alimentaire,10,48.2
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales,Insécurité alimentaire marginale,10,
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales,Insécurité alimentaire modérée ou grave,10,35.1
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales,Insécurité alimentaire modérée,10,19.6
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales,Insécurité alimentaire grave,10,15.5
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant un homme à leur tête,Sécurité alimentaire,10,81.5
2020,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire,10,
