Year,Géographie,Groupe d'âge,"Type d'institution fréquentée
",GeoCode,Value
2018/2019,Alberta,25 à 29 ans,Collège,48,3.0
2018/2019,Alberta,25 à 29 ans,Université,48,6.0
2018/2019,Colombie-Britannique,15 à 19 ans,Total taux de participation,59,83.0
2018/2019,Colombie-Britannique,15 à 19 ans,Primaire/Secondaire,59,60.0
2018/2019,Colombie-Britannique,15 à 19 ans,Collège,59,8.0
2018/2019,Colombie-Britannique,15 à 19 ans,Université,59,15.0
2018/2019,Colombie-Britannique,20 à 24 ans,Total taux de participation,59,40.0
2018/2019,Colombie-Britannique,20 à 24 ans,Primaire/Secondaire,59,0.0
2018/2019,Colombie-Britannique,20 à 24 ans,Collège,59,11.0
2018/2019,Colombie-Britannique,20 à 24 ans,Université,59,28.0
2018/2019,Colombie-Britannique,25 à 29 ans,Total taux de participation,59,12.0
2018/2019,Colombie-Britannique,25 à 29 ans,Primaire/Secondaire,59,
2018/2019,Colombie-Britannique,25 à 29 ans,Collège,59,4.0
2018/2019,Colombie-Britannique,25 à 29 ans,Université,59,7.0
2018/2019,Yukon,15 à 19 ans,Total taux de participation,60,84.0
2018/2019,Yukon,15 à 19 ans,Primaire/Secondaire,60,69.0
2018/2019,Yukon,15 à 19 ans,Collège,60,
2018/2019,Yukon,15 à 19 ans,Université,60,8.0
2018/2019,Yukon,20 à 24 ans,Total taux de participation,60,27.0
2018/2019,Yukon,20 à 24 ans,Primaire/Secondaire,60,
2018/2019,Yukon,20 à 24 ans,Collège,60,
2018/2019,Yukon,20 à 24 ans,Université,60,21.0
2018/2019,Yukon,25 à 29 ans,Total taux de participation,60,
2018/2019,Yukon,25 à 29 ans,Collège,60,
2018/2019,Yukon,25 à 29 ans,Université,60,
2018/2019,Territoires du Nord-Ouest,15 à 19 ans,Total taux de participation,61,87.0
2018/2019,Territoires du Nord-Ouest,15 à 19 ans,Primaire/Secondaire,61,74.0
2018/2019,Territoires du Nord-Ouest,15 à 19 ans,Collège,61,
2018/2019,Territoires du Nord-Ouest,15 à 19 ans,Université,61,7.0
2018/2019,Territoires du Nord-Ouest,20 à 24 ans,Total taux de participation,61,21.0
2018/2019,Territoires du Nord-Ouest,20 à 24 ans,Primaire/Secondaire,61,
2018/2019,Territoires du Nord-Ouest,20 à 24 ans,Collège,61,
2018/2019,Territoires du Nord-Ouest,20 à 24 ans,Université,61,9.0
2018/2019,Territoires du Nord-Ouest,25 à 29 ans,Total taux de participation,61,
2018/2019,Territoires du Nord-Ouest,25 à 29 ans,Primaire/Secondaire,61,
2018/2019,Territoires du Nord-Ouest,25 à 29 ans,Collège,61,
2018/2019,Territoires du Nord-Ouest,25 à 29 ans,Université,61,
2018/2019,Nunavut,15 à 19 ans,Total taux de participation,62,70.0
2018/2019,Nunavut,15 à 19 ans,Primaire/Secondaire,62,67.0
2018/2019,Nunavut,15 à 19 ans,Collège,62,
2018/2019,Nunavut,15 à 19 ans,Université,62,
2018/2019,Nunavut,20 à 24 ans,Total taux de participation,62,14.0
2018/2019,Nunavut,20 à 24 ans,Primaire/Secondaire,62,
2018/2019,Nunavut,20 à 24 ans,Collège,62,9.0
2018/2019,Nunavut,20 à 24 ans,Université,62,
2018/2019,Nunavut,25 à 29 ans,Total taux de participation,62,8.0
2018/2019,Nunavut,25 à 29 ans,Primaire/Secondaire,62,
2018/2019,Nunavut,25 à 29 ans,Collège,62,
2018/2019,Nunavut,25 à 29 ans,Université,62,
2019/2020,Canada,15 à 19 ans,Total taux de participation,,81.0
2019/2020,Canada,15 à 19 ans,Primaire/Secondaire,,56.0
2019/2020,Canada,15 à 19 ans,Collège,,11.0
2019/2020,Canada,15 à 19 ans,Université,,14.0
2019/2020,Canada,20 à 24 ans,Total taux de participation,,41.0
2019/2020,Canada,20 à 24 ans,Primaire/Secondaire,,1.0
2019/2020,Canada,20 à 24 ans,Collège,,11.0
2019/2020,Canada,20 à 24 ans,Université,,29.0
2019/2020,Canada,25 à 29 ans,Total taux de participation,,12.0
2019/2020,Canada,25 à 29 ans,Primaire/Secondaire,,0.0
2019/2020,Canada,25 à 29 ans,Collège,,4.0
2019/2020,Canada,25 à 29 ans,Université,,8.0
2019/2020,Terre-Neuve-et-Labrador,15 à 19 ans,Total taux de participation,10,78.0
2019/2020,Terre-Neuve-et-Labrador,15 à 19 ans,Primaire/Secondaire,10,55.0
2019/2020,Terre-Neuve-et-Labrador,15 à 19 ans,Collège,10,6.0
2019/2020,Terre-Neuve-et-Labrador,15 à 19 ans,Université,10,18.0
2019/2020,Terre-Neuve-et-Labrador,20 à 24 ans,Total taux de participation,10,34.0
2019/2020,Terre-Neuve-et-Labrador,20 à 24 ans,Primaire/Secondaire,10,
2019/2020,Terre-Neuve-et-Labrador,20 à 24 ans,Collège,10,10.0
2019/2020,Terre-Neuve-et-Labrador,20 à 24 ans,Université,10,24.0
2019/2020,Terre-Neuve-et-Labrador,25 à 29 ans,Total taux de participation,10,10.0
2019/2020,Terre-Neuve-et-Labrador,25 à 29 ans,Collège,10,3.0
2019/2020,Terre-Neuve-et-Labrador,25 à 29 ans,Université,10,8.0
2019/2020,Île-du-Prince-Édouard,15 à 19 ans,Total taux de participation,11,83.0
2019/2020,Île-du-Prince-Édouard,15 à 19 ans,Primaire/Secondaire,11,61.0
2019/2020,Île-du-Prince-Édouard,15 à 19 ans,Collège,11,7.0
2019/2020,Île-du-Prince-Édouard,15 à 19 ans,Université,11,15.0
2019/2020,Île-du-Prince-Édouard,20 à 24 ans,Total taux de participation,11,31.0
2019/2020,Île-du-Prince-Édouard,20 à 24 ans,Primaire/Secondaire,11,
2019/2020,Île-du-Prince-Édouard,20 à 24 ans,Collège,11,8.0
2019/2020,Île-du-Prince-Édouard,20 à 24 ans,Université,11,23.0
2019/2020,Île-du-Prince-Édouard,25 à 29 ans,Total taux de participation,11,9.0
2019/2020,Île-du-Prince-Édouard,25 à 29 ans,Primaire/Secondaire,11,
2019/2020,Île-du-Prince-Édouard,25 à 29 ans,Collège,11,3.0
2019/2020,Île-du-Prince-Édouard,25 à 29 ans,Université,11,6.0
2019/2020,Nouvelle-Écosse,15 à 19 ans,Total taux de participation,12,83.0
2019/2020,Nouvelle-Écosse,15 à 19 ans,Primaire/Secondaire,12,63.0
2019/2020,Nouvelle-Écosse,15 à 19 ans,Collège,12,5.0
2019/2020,Nouvelle-Écosse,15 à 19 ans,Université,12,15.0
2019/2020,Nouvelle-Écosse,20 à 24 ans,Total taux de participation,12,34.0
2019/2020,Nouvelle-Écosse,20 à 24 ans,Primaire/Secondaire,12,1.0
2019/2020,Nouvelle-Écosse,20 à 24 ans,Collège,12,8.0
2019/2020,Nouvelle-Écosse,20 à 24 ans,Université,12,25.0
2019/2020,Nouvelle-Écosse,25 à 29 ans,Total taux de participation,12,12.0
2019/2020,Nouvelle-Écosse,25 à 29 ans,Primaire/Secondaire,12,
2019/2020,Nouvelle-Écosse,25 à 29 ans,Collège,12,3.0
2019/2020,Nouvelle-Écosse,25 à 29 ans,Université,12,9.0
2019/2020,Nouveau-Brunswick,15 à 19 ans,Total taux de participation,13,76.0
2019/2020,Nouveau-Brunswick,15 à 19 ans,Primaire/Secondaire,13,57.0
2019/2020,Nouveau-Brunswick,15 à 19 ans,Collège,13,6.0
2019/2020,Nouveau-Brunswick,15 à 19 ans,Université,13,13.0
2019/2020,Nouveau-Brunswick,20 à 24 ans,Total taux de participation,13,30.0
2019/2020,Nouveau-Brunswick,20 à 24 ans,Primaire/Secondaire,13,
2019/2020,Nouveau-Brunswick,20 à 24 ans,Collège,13,10.0
2019/2020,Nouveau-Brunswick,20 à 24 ans,Université,13,20.0
2019/2020,Nouveau-Brunswick,25 à 29 ans,Total taux de participation,13,6.0
2019/2020,Nouveau-Brunswick,25 à 29 ans,Collège,13,2.0
2019/2020,Nouveau-Brunswick,25 à 29 ans,Université,13,4.0
2019/2020,Québec,15 à 19 ans,Total taux de participation,24,80.0
2019/2020,Québec,15 à 19 ans,Primaire/Secondaire,24,46.0
2019/2020,Québec,15 à 19 ans,Collège,24,30.0
2019/2020,Québec,15 à 19 ans,Université,24,4.0
2019/2020,Québec,20 à 24 ans,Total taux de participation,24,46.0
2019/2020,Québec,20 à 24 ans,Primaire/Secondaire,24,2.0
2019/2020,Québec,20 à 24 ans,Collège,24,12.0
2019/2020,Québec,20 à 24 ans,Université,24,32.0
2019/2020,Québec,25 à 29 ans,Total taux de participation,24,14.0
2019/2020,Québec,25 à 29 ans,Primaire/Secondaire,24,1.0
2019/2020,Québec,25 à 29 ans,Collège,24,3.0
2019/2020,Québec,25 à 29 ans,Université,24,10.0
2019/2020,Ontario,15 à 19 ans,Total taux de participation,35,85.0
2019/2020,Ontario,15 à 19 ans,Primaire/Secondaire,35,59.0
2019/2020,Ontario,15 à 19 ans,Collège,35,8.0
2019/2020,Ontario,15 à 19 ans,Université,35,18.0
2019/2020,Ontario,20 à 24 ans,Total taux de participation,35,42.0
2019/2020,Ontario,20 à 24 ans,Primaire/Secondaire,35,1.0
2019/2020,Ontario,20 à 24 ans,Collège,35,12.0
2019/2020,Ontario,20 à 24 ans,Université,35,29.0
2019/2020,Ontario,25 à 29 ans,Total taux de participation,35,11.0
2019/2020,Ontario,25 à 29 ans,Primaire/Secondaire,35,0.0
2019/2020,Ontario,25 à 29 ans,Collège,35,5.0
2019/2020,Ontario,25 à 29 ans,Université,35,6.0
2019/2020,Manitoba,15 à 19 ans,Total taux de participation,46,76.0
2019/2020,Manitoba,15 à 19 ans,Primaire/Secondaire,46,58.0
2019/2020,Manitoba,15 à 19 ans,Collège,46,3.0
2019/2020,Manitoba,15 à 19 ans,Université,46,15.0
2019/2020,Manitoba,20 à 24 ans,Total taux de participation,46,34.0
2019/2020,Manitoba,20 à 24 ans,Primaire/Secondaire,46,1.0
2019/2020,Manitoba,20 à 24 ans,Collège,46,7.0
2019/2020,Manitoba,20 à 24 ans,Université,46,26.0
2019/2020,Manitoba,25 à 29 ans,Total taux de participation,46,12.0
2019/2020,Manitoba,25 à 29 ans,Primaire/Secondaire,46,
2019/2020,Manitoba,25 à 29 ans,Collège,46,3.0
2019/2020,Manitoba,25 à 29 ans,Université,46,8.0
2019/2020,Saskatchewan,15 à 19 ans,Total taux de participation,47,77.0
2019/2020,Saskatchewan,15 à 19 ans,Primaire/Secondaire,47,61.0
2019/2020,Saskatchewan,15 à 19 ans,Collège,47,2.0
2019/2020,Saskatchewan,15 à 19 ans,Université,47,14.0
2019/2020,Saskatchewan,20 à 24 ans,Total taux de participation,47,31.0
2019/2020,Saskatchewan,20 à 24 ans,Primaire/Secondaire,47,1.0
2019/2020,Saskatchewan,20 à 24 ans,Collège,47,6.0
2019/2020,Saskatchewan,20 à 24 ans,Université,47,24.0
2019/2020,Saskatchewan,25 à 29 ans,Total taux de participation,47,12.0
2019/2020,Saskatchewan,25 à 29 ans,Primaire/Secondaire,47,
2019/2020,Saskatchewan,25 à 29 ans,Collège,47,3.0
2019/2020,Saskatchewan,25 à 29 ans,Université,47,9.0
2019/2020,Alberta,15 à 19 ans,Total taux de participation,48,78.0
2019/2020,Alberta,15 à 19 ans,Primaire/Secondaire,48,62.0
2019/2020,Alberta,15 à 19 ans,Collège,48,4.0
2019/2020,Alberta,15 à 19 ans,Université,48,12.0
2019/2020,Alberta,20 à 24 ans,Total taux de participation,48,36.0
2019/2020,Alberta,20 à 24 ans,Primaire/Secondaire,48,
2019/2020,Alberta,20 à 24 ans,Collège,48,7.0
2019/2020,Alberta,20 à 24 ans,Université,48,29.0
2019/2020,Alberta,25 à 29 ans,Total taux de participation,48,9.0
2019/2020,Alberta,25 à 29 ans,Primaire/Secondaire,48,
2019/2020,Alberta,25 à 29 ans,Collège,48,3.0
2019/2020,Alberta,25 à 29 ans,Université,48,7.0
2019/2020,Colombie-Britannique,15 à 19 ans,Total taux de participation,59,74.0
2019/2020,Colombie-Britannique,15 à 19 ans,Primaire/Secondaire,59,55.0
2019/2020,Colombie-Britannique,15 à 19 ans,Collège,59,5.0
2019/2020,Colombie-Britannique,15 à 19 ans,Université,59,14.0
2019/2020,Colombie-Britannique,20 à 24 ans,Total taux de participation,59,43.0
2019/2020,Colombie-Britannique,20 à 24 ans,Primaire/Secondaire,59,
2019/2020,Colombie-Britannique,20 à 24 ans,Collège,59,12.0
2019/2020,Colombie-Britannique,20 à 24 ans,Université,59,31.0
2019/2020,Colombie-Britannique,25 à 29 ans,Total taux de participation,59,13.0
2019/2020,Colombie-Britannique,25 à 29 ans,Primaire/Secondaire,59,
2019/2020,Colombie-Britannique,25 à 29 ans,Collège,59,5.0
2019/2020,Colombie-Britannique,25 à 29 ans,Université,59,9.0
2019/2020,Yukon,15 à 19 ans,Total taux de participation,60,71.0
2019/2020,Yukon,15 à 19 ans,Primaire/Secondaire,60,60.0
2019/2020,Yukon,15 à 19 ans,Collège,60,
2019/2020,Yukon,15 à 19 ans,Université,60,
2019/2020,Yukon,20 à 24 ans,Total taux de participation,60,25.0
2019/2020,Yukon,20 à 24 ans,Primaire/Secondaire,60,
2019/2020,Yukon,20 à 24 ans,Collège,60,13.0
2019/2020,Yukon,20 à 24 ans,Université,60,
2019/2020,Yukon,25 à 29 ans,Total taux de participation,60,
2019/2020,Yukon,25 à 29 ans,Collège,60,
2019/2020,Yukon,25 à 29 ans,Université,60,
2019/2020,Territoires du Nord-Ouest,15 à 19 ans,Total taux de participation,61,76.0
2019/2020,Territoires du Nord-Ouest,15 à 19 ans,Primaire/Secondaire,61,68.0
2019/2020,Territoires du Nord-Ouest,15 à 19 ans,Collège,61,
2019/2020,Territoires du Nord-Ouest,15 à 19 ans,Université,61,
2019/2020,Territoires du Nord-Ouest,20 à 24 ans,Total taux de participation,61,29.0
2019/2020,Territoires du Nord-Ouest,20 à 24 ans,Primaire/Secondaire,61,
2019/2020,Territoires du Nord-Ouest,20 à 24 ans,Collège,61,
2019/2020,Territoires du Nord-Ouest,20 à 24 ans,Université,61,17.0
2019/2020,Territoires du Nord-Ouest,25 à 29 ans,Total taux de participation,61,
2019/2020,Territoires du Nord-Ouest,25 à 29 ans,Collège,61,
2019/2020,Territoires du Nord-Ouest,25 à 29 ans,Université,61,
2019/2020,Nunavut,15 à 19 ans,Total taux de participation,62,64.0
2019/2020,Nunavut,15 à 19 ans,Primaire/Secondaire,62,62.0
2019/2020,Nunavut,15 à 19 ans,Collège,62,
2019/2020,Nunavut,15 à 19 ans,Université,62,
2019/2020,Nunavut,20 à 24 ans,Total taux de participation,62,15.0
2019/2020,Nunavut,20 à 24 ans,Primaire/Secondaire,62,
2019/2020,Nunavut,20 à 24 ans,Collège,62,
2019/2020,Nunavut,20 à 24 ans,Université,62,
2019/2020,Nunavut,25 à 29 ans,Total taux de participation,62,
2019/2020,Nunavut,25 à 29 ans,Primaire/Secondaire,62,
2019/2020,Nunavut,25 à 29 ans,Collège,62,
2019/2020,Nunavut,25 à 29 ans,Université,62,
2020/2021,Canada,15 à 19 ans,Total taux de participation,,84.0
2020/2021,Canada,15 à 19 ans,Primaire/Secondaire,,58.0
2020/2021,Canada,15 à 19 ans,Collège,,12.0
2020/2021,Canada,15 à 19 ans,Université,,14.0
2020/2021,Canada,20 à 24 ans,Total taux de participation,,43.0
2020/2021,Canada,20 à 24 ans,Primaire/Secondaire,,1.0
2020/2021,Canada,20 à 24 ans,Collège,,10.0
2020/2021,Canada,20 à 24 ans,Université,,32.0
2020/2021,Canada,25 à 29 ans,Total taux de participation,,12.0
2020/2021,Canada,25 à 29 ans,Primaire/Secondaire,,0.0
2020/2021,Canada,25 à 29 ans,Collège,,4.0
2020/2021,Canada,25 à 29 ans,Université,,8.0
2020/2021,Terre-Neuve-et-Labrador,15 à 19 ans,Total taux de participation,10,79.0
2020/2021,Terre-Neuve-et-Labrador,15 à 19 ans,Primaire/Secondaire,10,59.0
2020/2021,Terre-Neuve-et-Labrador,15 à 19 ans,Collège,10,4.0
2020/2021,Terre-Neuve-et-Labrador,15 à 19 ans,Université,10,16.0
2020/2021,Terre-Neuve-et-Labrador,20 à 24 ans,Total taux de participation,10,40.0
2020/2021,Terre-Neuve-et-Labrador,20 à 24 ans,Primaire/Secondaire,10,
2020/2021,Terre-Neuve-et-Labrador,20 à 24 ans,Collège,10,10.0
2020/2021,Terre-Neuve-et-Labrador,20 à 24 ans,Université,10,30.0
2020/2021,Terre-Neuve-et-Labrador,25 à 29 ans,Total taux de participation,10,14.0
2020/2021,Terre-Neuve-et-Labrador,25 à 29 ans,Collège,10,6.0
2020/2021,Terre-Neuve-et-Labrador,25 à 29 ans,Université,10,8.0
2020/2021,Île-du-Prince-Édouard,15 à 19 ans,Total taux de participation,11,88.0
2020/2021,Île-du-Prince-Édouard,15 à 19 ans,Primaire/Secondaire,11,61.0
2020/2021,Île-du-Prince-Édouard,15 à 19 ans,Collège,11,9.0
2020/2021,Île-du-Prince-Édouard,15 à 19 ans,Université,11,18.0
2020/2021,Île-du-Prince-Édouard,20 à 24 ans,Total taux de participation,11,35.0
2020/2021,Île-du-Prince-Édouard,20 à 24 ans,Primaire/Secondaire,11,
2020/2021,Île-du-Prince-Édouard,20 à 24 ans,Collège,11,8.0
2020/2021,Île-du-Prince-Édouard,20 à 24 ans,Université,11,27.0
2020/2021,Île-du-Prince-Édouard,25 à 29 ans,Total taux de participation,11,11.0
2020/2021,Île-du-Prince-Édouard,25 à 29 ans,Collège,11,3.0
2020/2021,Île-du-Prince-Édouard,25 à 29 ans,Université,11,8.0
2020/2021,Nouvelle-Écosse,15 à 19 ans,Total taux de participation,12,84.0
2020/2021,Nouvelle-Écosse,15 à 19 ans,Primaire/Secondaire,12,62.0
2020/2021,Nouvelle-Écosse,15 à 19 ans,Collège,12,6.0
2020/2021,Nouvelle-Écosse,15 à 19 ans,Université,12,16.0
2020/2021,Nouvelle-Écosse,20 à 24 ans,Total taux de participation,12,35.0
2020/2021,Nouvelle-Écosse,20 à 24 ans,Primaire/Secondaire,12,
2020/2021,Nouvelle-Écosse,20 à 24 ans,Collège,12,8.0
2020/2021,Nouvelle-Écosse,20 à 24 ans,Université,12,27.0
2020/2021,Nouvelle-Écosse,25 à 29 ans,Total taux de participation,12,11.0
2020/2021,Nouvelle-Écosse,25 à 29 ans,Collège,12,3.0
2020/2021,Nouvelle-Écosse,25 à 29 ans,Université,12,8.0
2020/2021,Nouveau-Brunswick,15 à 19 ans,Total taux de participation,13,81.0
2020/2021,Nouveau-Brunswick,15 à 19 ans,Primaire/Secondaire,13,62.0
2020/2021,Nouveau-Brunswick,15 à 19 ans,Collège,13,5.0
2020/2021,Nouveau-Brunswick,15 à 19 ans,Université,13,14.0
2020/2021,Nouveau-Brunswick,20 à 24 ans,Total taux de participation,13,31.0
2020/2021,Nouveau-Brunswick,20 à 24 ans,Primaire/Secondaire,13,
2020/2021,Nouveau-Brunswick,20 à 24 ans,Collège,13,7.0
2020/2021,Nouveau-Brunswick,20 à 24 ans,Université,13,23.0
2020/2021,Nouveau-Brunswick,25 à 29 ans,Total taux de participation,13,7.0
2020/2021,Nouveau-Brunswick,25 à 29 ans,Collège,13,3.0
2020/2021,Nouveau-Brunswick,25 à 29 ans,Université,13,3.0
2020/2021,Québec,15 à 19 ans,Total taux de participation,24,85.0
2020/2021,Québec,15 à 19 ans,Primaire/Secondaire,24,48.0
2020/2021,Québec,15 à 19 ans,Collège,24,34.0
2020/2021,Québec,15 à 19 ans,Université,24,3.0
2020/2021,Québec,20 à 24 ans,Total taux de participation,24,52.0
2020/2021,Québec,20 à 24 ans,Primaire/Secondaire,24,3.0
2020/2021,Québec,20 à 24 ans,Collège,24,15.0
2020/2021,Québec,20 à 24 ans,Université,24,34.0
2020/2021,Québec,25 à 29 ans,Total taux de participation,24,16.0
2020/2021,Québec,25 à 29 ans,Primaire/Secondaire,24,1.0
2020/2021,Québec,25 à 29 ans,Collège,24,3.0
2020/2021,Québec,25 à 29 ans,Université,24,12.0
2020/2021,Ontario,15 à 19 ans,Total taux de participation,35,86.0
2020/2021,Ontario,15 à 19 ans,Primaire/Secondaire,35,61.0
2020/2021,Ontario,15 à 19 ans,Collège,35,6.0
2020/2021,Ontario,15 à 19 ans,Université,35,19.0
2020/2021,Ontario,20 à 24 ans,Total taux de participation,35,44.0
2020/2021,Ontario,20 à 24 ans,Primaire/Secondaire,35,1.0
2020/2021,Ontario,20 à 24 ans,Collège,35,11.0
2020/2021,Ontario,20 à 24 ans,Université,35,32.0
2020/2021,Ontario,25 à 29 ans,Total taux de participation,35,11.0
2020/2021,Ontario,25 à 29 ans,Primaire/Secondaire,35,0.0
2020/2021,Ontario,25 à 29 ans,Collège,35,5.0
2020/2021,Ontario,25 à 29 ans,Université,35,6.0
2020/2021,Manitoba,15 à 19 ans,Total taux de participation,46,78.0
2020/2021,Manitoba,15 à 19 ans,Primaire/Secondaire,46,60.0
2020/2021,Manitoba,15 à 19 ans,Collège,46,3.0
2020/2021,Manitoba,15 à 19 ans,Université,46,16.0
2020/2021,Manitoba,20 à 24 ans,Total taux de participation,46,39.0
2020/2021,Manitoba,20 à 24 ans,Primaire/Secondaire,46,
2020/2021,Manitoba,20 à 24 ans,Collège,46,7.0
2020/2021,Manitoba,20 à 24 ans,Université,46,32.0
2020/2021,Manitoba,25 à 29 ans,Total taux de participation,46,13.0
2020/2021,Manitoba,25 à 29 ans,Primaire/Secondaire,46,
2020/2021,Manitoba,25 à 29 ans,Collège,46,4.0
2020/2021,Manitoba,25 à 29 ans,Université,46,9.0
2020/2021,Saskatchewan,15 à 19 ans,Total taux de participation,47,79.0
2020/2021,Saskatchewan,15 à 19 ans,Primaire/Secondaire,47,62.0
2020/2021,Saskatchewan,15 à 19 ans,Collège,47,3.0
2020/2021,Saskatchewan,15 à 19 ans,Université,47,15.0
2020/2021,Saskatchewan,20 à 24 ans,Total taux de participation,47,34.0
2020/2021,Saskatchewan,20 à 24 ans,Primaire/Secondaire,47,1.0
2020/2021,Saskatchewan,20 à 24 ans,Collège,47,4.0
2020/2021,Saskatchewan,20 à 24 ans,Université,47,30.0
2020/2021,Saskatchewan,25 à 29 ans,Total taux de participation,47,10.0
2020/2021,Saskatchewan,25 à 29 ans,Primaire/Secondaire,47,
2020/2021,Saskatchewan,25 à 29 ans,Collège,47,3.0
2020/2021,Saskatchewan,25 à 29 ans,Université,47,7.0
2020/2021,Alberta,15 à 19 ans,Total taux de participation,48,81.0
2020/2021,Alberta,15 à 19 ans,Primaire/Secondaire,48,63.0
2020/2021,Alberta,15 à 19 ans,Collège,48,6.0
2020/2021,Alberta,15 à 19 ans,Université,48,12.0
2020/2021,Alberta,20 à 24 ans,Total taux de participation,48,38.0
2020/2021,Alberta,20 à 24 ans,Primaire/Secondaire,48,1.0
2020/2021,Alberta,20 à 24 ans,Collège,48,6.0
2020/2021,Alberta,20 à 24 ans,Université,48,31.0
2020/2021,Alberta,25 à 29 ans,Total taux de participation,48,11.0
2020/2021,Alberta,25 à 29 ans,Primaire/Secondaire,48,
2020/2021,Alberta,25 à 29 ans,Collège,48,3.0
2020/2021,Alberta,25 à 29 ans,Université,48,8.0
2020/2021,Colombie-Britannique,15 à 19 ans,Total taux de participation,59,81.0
2020/2021,Colombie-Britannique,15 à 19 ans,Primaire/Secondaire,59,60.0
2020/2021,Colombie-Britannique,15 à 19 ans,Collège,59,5.0
2020/2021,Colombie-Britannique,15 à 19 ans,Université,59,15.0
2020/2021,Colombie-Britannique,20 à 24 ans,Total taux de participation,59,42.0
2020/2021,Colombie-Britannique,20 à 24 ans,Primaire/Secondaire,59,1.0
2020/2021,Colombie-Britannique,20 à 24 ans,Collège,59,10.0
2020/2021,Colombie-Britannique,20 à 24 ans,Université,59,31.0
2020/2021,Colombie-Britannique,25 à 29 ans,Total taux de participation,59,13.0
2020/2021,Colombie-Britannique,25 à 29 ans,Primaire/Secondaire,59,
2020/2021,Colombie-Britannique,25 à 29 ans,Collège,59,4.0
2020/2021,Colombie-Britannique,25 à 29 ans,Université,59,9.0
2020/2021,Yukon,15 à 19 ans,Total taux de participation,60,79.0
2020/2021,Yukon,15 à 19 ans,Primaire/Secondaire,60,72.0
2020/2021,Yukon,15 à 19 ans,Collège,60,
2020/2021,Yukon,15 à 19 ans,Université,60,
2020/2021,Yukon,20 à 24 ans,Total taux de participation,60,35.0
2020/2021,Yukon,20 à 24 ans,Primaire/Secondaire,60,
2020/2021,Yukon,20 à 24 ans,Collège,60,
2020/2021,Yukon,20 à 24 ans,Université,60,31.0
2020/2021,Yukon,25 à 29 ans,Total taux de participation,60,
2020/2021,Yukon,25 à 29 ans,Primaire/Secondaire,60,
2020/2021,Yukon,25 à 29 ans,Collège,60,
2020/2021,Yukon,25 à 29 ans,Université,60,
2020/2021,Territoires du Nord-Ouest,15 à 19 ans,Total taux de participation,61,83.0
2020/2021,Territoires du Nord-Ouest,15 à 19 ans,Primaire/Secondaire,61,78.0
2020/2021,Territoires du Nord-Ouest,15 à 19 ans,Collège,61,
2020/2021,Territoires du Nord-Ouest,15 à 19 ans,Université,61,
2020/2021,Territoires du Nord-Ouest,20 à 24 ans,Total taux de participation,61,20.0
2020/2021,Territoires du Nord-Ouest,20 à 24 ans,Primaire/Secondaire,61,
2020/2021,Territoires du Nord-Ouest,20 à 24 ans,Collège,61,
2020/2021,Territoires du Nord-Ouest,20 à 24 ans,Université,61,13.0
2020/2021,Territoires du Nord-Ouest,25 à 29 ans,Total taux de participation,61,8.0
2020/2021,Territoires du Nord-Ouest,25 à 29 ans,Collège,61,
2020/2021,Territoires du Nord-Ouest,25 à 29 ans,Université,61,
2020/2021,Nunavut,15 à 19 ans,Total taux de participation,62,69.0
2020/2021,Nunavut,15 à 19 ans,Primaire/Secondaire,62,67.0
2020/2021,Nunavut,15 à 19 ans,Université,62,
2020/2021,Nunavut,20 à 24 ans,Total taux de participation,62,13.0
2020/2021,Nunavut,20 à 24 ans,Primaire/Secondaire,62,7.0
2020/2021,Nunavut,20 à 24 ans,Collège,62,
2020/2021,Nunavut,20 à 24 ans,Université,62,
2020/2021,Nunavut,25 à 29 ans,Total taux de participation,62,
2020/2021,Nunavut,25 à 29 ans,Collège,62,
2020/2021,Nunavut,25 à 29 ans,Université,62,
2021/2022,Canada,15 à 19 ans,Total taux de participation,,84.0
2021/2022,Canada,15 à 19 ans,Primaire/Secondaire,,59.0
2021/2022,Canada,15 à 19 ans,Collège,,11.0
2021/2022,Canada,15 à 19 ans,Université,,14.0
2021/2022,Canada,20 à 24 ans,Total taux de participation,,44.0
2021/2022,Canada,20 à 24 ans,Primaire/Secondaire,,1.0
2021/2022,Canada,20 à 24 ans,Collège,,10.0
2021/2022,Canada,20 à 24 ans,Université,,33.0
2021/2022,Canada,25 à 29 ans,Total taux de participation,,12.0
2021/2022,Canada,25 à 29 ans,Primaire/Secondaire,,0.0
2021/2022,Canada,25 à 29 ans,Collège,,4.0
2021/2022,Canada,25 à 29 ans,Université,,8.0
2021/2022,Terre-Neuve-et-Labrador,15 à 19 ans,Total taux de participation,10,85.0
2021/2022,Terre-Neuve-et-Labrador,15 à 19 ans,Primaire/Secondaire,10,59.0
2021/2022,Terre-Neuve-et-Labrador,15 à 19 ans,Collège,10,9.0
2021/2022,Terre-Neuve-et-Labrador,15 à 19 ans,Université,10,17.0
2021/2022,Terre-Neuve-et-Labrador,20 à 24 ans,Total taux de participation,10,42.0
2021/2022,Terre-Neuve-et-Labrador,20 à 24 ans,Primaire/Secondaire,10,
2021/2022,Terre-Neuve-et-Labrador,20 à 24 ans,Collège,10,10.0
2021/2022,Terre-Neuve-et-Labrador,20 à 24 ans,Université,10,31.0
2021/2022,Terre-Neuve-et-Labrador,25 à 29 ans,Total taux de participation,10,12.0
2021/2022,Terre-Neuve-et-Labrador,25 à 29 ans,Collège,10,
