Year,Âge au décès,Sexe,Causes of death,Value
2018,10 à 14 ans,Hommes,Influenza and pneumonia,0.2
2018,10 à 14 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,10 à 14 ans,Hommes,Chronic lower respiratory diseases,0.1
2018,10 à 14 ans,Femmes,Malignant neoplasms,1.2
2018,10 à 14 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2018,10 à 14 ans,Femmes,Diabetes mellitus,0.0
2018,10 à 14 ans,Femmes,Diseases of heart,0.4
2018,10 à 14 ans,Femmes,Influenza and pneumonia,0.2
2018,10 à 14 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,10 à 14 ans,Femmes,Chronic lower respiratory diseases,0.0
2018,15 à 24 ans,Les deux sexes,Malignant neoplasms,2.7
2018,15 à 24 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2018,15 à 24 ans,Les deux sexes,Diabetes mellitus,0.4
2018,15 à 24 ans,Les deux sexes,Diseases of heart,1.1
2018,15 à 24 ans,Les deux sexes,Influenza and pneumonia,0.3
2018,15 à 24 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,15 à 24 ans,Les deux sexes,Chronic lower respiratory diseases,0.1
2018,15 à 24 ans,Hommes,Malignant neoplasms,3.1
2018,15 à 24 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2018,15 à 24 ans,Hommes,Diabetes mellitus,0.2
2018,15 à 24 ans,Hommes,Diseases of heart,1.4
2018,15 à 24 ans,Hommes,Influenza and pneumonia,0.4
2018,15 à 24 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,15 à 24 ans,Hommes,Chronic lower respiratory diseases,0.1
2018,15 à 24 ans,Femmes,Malignant neoplasms,2.3
2018,15 à 24 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2018,15 à 24 ans,Femmes,Diabetes mellitus,0.5
2018,15 à 24 ans,Femmes,Diseases of heart,0.8
2018,15 à 24 ans,Femmes,Influenza and pneumonia,0.2
2018,15 à 24 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,15 à 24 ans,Femmes,Chronic lower respiratory diseases,0.1
2018,15 à 19 ans,Les deux sexes,Malignant neoplasms,2.2
2018,15 à 19 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2018,15 à 19 ans,Les deux sexes,Diabetes mellitus,0.2
2018,15 à 19 ans,Les deux sexes,Diseases of heart,0.7
2018,15 à 19 ans,Les deux sexes,Influenza and pneumonia,0.4
2018,15 à 19 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,15 à 19 ans,Les deux sexes,Chronic lower respiratory diseases,0.0
2018,15 à 19 ans,Hommes,Malignant neoplasms,2.2
2018,15 à 19 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2018,15 à 19 ans,Hommes,Diabetes mellitus,0.1
2018,15 à 19 ans,Hommes,Diseases of heart,0.9
2018,15 à 19 ans,Hommes,Influenza and pneumonia,0.6
2018,15 à 19 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,15 à 19 ans,Hommes,Chronic lower respiratory diseases,0.0
2018,15 à 19 ans,Femmes,Malignant neoplasms,2.2
2018,15 à 19 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2018,15 à 19 ans,Femmes,Diabetes mellitus,0.3
2018,15 à 19 ans,Femmes,Diseases of heart,0.5
2018,15 à 19 ans,Femmes,Influenza and pneumonia,0.1
2018,15 à 19 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,15 à 19 ans,Femmes,Chronic lower respiratory diseases,0.1
2018,20 à 24 ans,Les deux sexes,Malignant neoplasms,3.2
2018,20 à 24 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2018,20 à 24 ans,Les deux sexes,Diabetes mellitus,0.5
2018,20 à 24 ans,Les deux sexes,Diseases of heart,1.4
2018,20 à 24 ans,Les deux sexes,Influenza and pneumonia,0.2
2018,20 à 24 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,20 à 24 ans,Les deux sexes,Chronic lower respiratory diseases,0.2
2018,20 à 24 ans,Hommes,Malignant neoplasms,3.9
2018,20 à 24 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2018,20 à 24 ans,Hommes,Diabetes mellitus,0.3
2018,20 à 24 ans,Hommes,Diseases of heart,1.7
2018,20 à 24 ans,Hommes,Influenza and pneumonia,0.2
2018,20 à 24 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,20 à 24 ans,Hommes,Chronic lower respiratory diseases,0.2
2018,20 à 24 ans,Femmes,Malignant neoplasms,2.4
2018,20 à 24 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2018,20 à 24 ans,Femmes,Diabetes mellitus,0.7
2018,20 à 24 ans,Femmes,Diseases of heart,1.0
2018,20 à 24 ans,Femmes,Influenza and pneumonia,0.3
2018,20 à 24 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,20 à 24 ans,Femmes,Chronic lower respiratory diseases,0.2
2018,25 à 34 ans,Les deux sexes,Malignant neoplasms,7.1
2018,25 à 34 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2018,25 à 34 ans,Les deux sexes,Diabetes mellitus,0.9
2018,25 à 34 ans,Les deux sexes,Diseases of heart,3.3
2018,25 à 34 ans,Les deux sexes,Influenza and pneumonia,0.6
2018,25 à 34 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,25 à 34 ans,Les deux sexes,Chronic lower respiratory diseases,0.2
2018,25 à 34 ans,Hommes,Malignant neoplasms,6.4
2018,25 à 34 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2018,25 à 34 ans,Hommes,Diabetes mellitus,1.0
2018,25 à 34 ans,Hommes,Diseases of heart,4.4
2018,25 à 34 ans,Hommes,Influenza and pneumonia,0.6
2018,25 à 34 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,25 à 34 ans,Hommes,Chronic lower respiratory diseases,0.3
2018,25 à 34 ans,Femmes,Malignant neoplasms,7.9
2018,25 à 34 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2018,25 à 34 ans,Femmes,Diabetes mellitus,0.8
2018,25 à 34 ans,Femmes,Diseases of heart,2.3
2018,25 à 34 ans,Femmes,Influenza and pneumonia,0.7
2018,25 à 34 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,25 à 34 ans,Femmes,Chronic lower respiratory diseases,0.2
2018,25 à 29 ans,Les deux sexes,Malignant neoplasms,5.8
2018,25 à 29 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2018,25 à 29 ans,Les deux sexes,Diabetes mellitus,0.9
2018,25 à 29 ans,Les deux sexes,Diseases of heart,2.8
2018,25 à 29 ans,Les deux sexes,Influenza and pneumonia,0.4
2018,25 à 29 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,25 à 29 ans,Les deux sexes,Chronic lower respiratory diseases,0.2
2018,25 à 29 ans,Hommes,Malignant neoplasms,6.1
2018,25 à 29 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2018,25 à 29 ans,Hommes,Diabetes mellitus,1.1
2018,25 à 29 ans,Hommes,Diseases of heart,3.2
2018,25 à 29 ans,Hommes,Influenza and pneumonia,0.4
2018,25 à 29 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,25 à 29 ans,Hommes,Chronic lower respiratory diseases,0.2
2018,25 à 29 ans,Femmes,Malignant neoplasms,5.5
2018,25 à 29 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2018,25 à 29 ans,Femmes,Diabetes mellitus,0.8
2018,25 à 29 ans,Femmes,Diseases of heart,2.2
2018,25 à 29 ans,Femmes,Influenza and pneumonia,0.4
2018,25 à 29 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,25 à 29 ans,Femmes,Chronic lower respiratory diseases,0.2
2018,30 à 34 ans,Les deux sexes,Malignant neoplasms,8.5
2018,30 à 34 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2018,30 à 34 ans,Les deux sexes,Diabetes mellitus,0.9
2018,30 à 34 ans,Les deux sexes,Diseases of heart,3.9
2018,30 à 34 ans,Les deux sexes,Influenza and pneumonia,0.9
2018,30 à 34 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,30 à 34 ans,Les deux sexes,Chronic lower respiratory diseases,0.2
2018,30 à 34 ans,Hommes,Malignant neoplasms,6.8
2018,30 à 34 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2018,30 à 34 ans,Hommes,Diabetes mellitus,1.0
2018,30 à 34 ans,Hommes,Diseases of heart,5.5
2018,30 à 34 ans,Hommes,Influenza and pneumonia,0.8
2018,30 à 34 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,30 à 34 ans,Hommes,Chronic lower respiratory diseases,0.3
2018,30 à 34 ans,Femmes,Malignant neoplasms,10.2
2018,30 à 34 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2018,30 à 34 ans,Femmes,Diabetes mellitus,0.9
2018,30 à 34 ans,Femmes,Diseases of heart,2.3
2018,30 à 34 ans,Femmes,Influenza and pneumonia,1.0
2018,30 à 34 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,30 à 34 ans,Femmes,Chronic lower respiratory diseases,0.2
2018,35 à 44 ans,Les deux sexes,Malignant neoplasms,21.5
2018,35 à 44 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2018,35 à 44 ans,Les deux sexes,Diabetes mellitus,2.2
2018,35 à 44 ans,Les deux sexes,Diseases of heart,9.5
2018,35 à 44 ans,Les deux sexes,Influenza and pneumonia,1.4
2018,35 à 44 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,35 à 44 ans,Les deux sexes,Chronic lower respiratory diseases,0.5
2018,35 à 44 ans,Hommes,Malignant neoplasms,18.6
2018,35 à 44 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2018,35 à 44 ans,Hommes,Diabetes mellitus,2.6
2018,35 à 44 ans,Hommes,Diseases of heart,13.7
2018,35 à 44 ans,Hommes,Influenza and pneumonia,1.6
2018,35 à 44 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,35 à 44 ans,Hommes,Chronic lower respiratory diseases,0.6
2018,35 à 44 ans,Femmes,Malignant neoplasms,24.3
2018,35 à 44 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2018,35 à 44 ans,Femmes,Diabetes mellitus,1.8
2018,35 à 44 ans,Femmes,Diseases of heart,5.4
2018,35 à 44 ans,Femmes,Influenza and pneumonia,1.2
2018,35 à 44 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,35 à 44 ans,Femmes,Chronic lower respiratory diseases,0.3
2018,35 à 39 ans,Les deux sexes,Malignant neoplasms,14.2
2018,35 à 39 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2018,35 à 39 ans,Les deux sexes,Diabetes mellitus,1.8
2018,35 à 39 ans,Les deux sexes,Diseases of heart,6.9
2018,35 à 39 ans,Les deux sexes,Influenza and pneumonia,0.9
2018,35 à 39 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,35 à 39 ans,Les deux sexes,Chronic lower respiratory diseases,0.3
2018,35 à 39 ans,Hommes,Malignant neoplasms,11.0
2018,35 à 39 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2018,35 à 39 ans,Hommes,Diabetes mellitus,2.2
2018,35 à 39 ans,Hommes,Diseases of heart,9.6
2018,35 à 39 ans,Hommes,Influenza and pneumonia,1.0
2018,35 à 39 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,35 à 39 ans,Hommes,Chronic lower respiratory diseases,0.4
2018,35 à 39 ans,Femmes,Malignant neoplasms,17.3
2018,35 à 39 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2018,35 à 39 ans,Femmes,Diabetes mellitus,1.3
2018,35 à 39 ans,Femmes,Diseases of heart,4.3
2018,35 à 39 ans,Femmes,Influenza and pneumonia,0.7
2018,35 à 39 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,35 à 39 ans,Femmes,Chronic lower respiratory diseases,0.2
2018,40 à 44 ans,Les deux sexes,Malignant neoplasms,29.2
2018,40 à 44 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2018,40 à 44 ans,Les deux sexes,Diabetes mellitus,2.6
2018,40 à 44 ans,Les deux sexes,Diseases of heart,12.3
2018,40 à 44 ans,Les deux sexes,Influenza and pneumonia,1.9
2018,40 à 44 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,40 à 44 ans,Les deux sexes,Chronic lower respiratory diseases,0.6
2018,40 à 44 ans,Hommes,Malignant neoplasms,26.7
2018,40 à 44 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2018,40 à 44 ans,Hommes,Diabetes mellitus,3.0
2018,40 à 44 ans,Hommes,Diseases of heart,18.0
2018,40 à 44 ans,Hommes,Influenza and pneumonia,2.1
2018,40 à 44 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,40 à 44 ans,Hommes,Chronic lower respiratory diseases,0.8
2018,40 à 44 ans,Femmes,Malignant neoplasms,31.7
2018,40 à 44 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2018,40 à 44 ans,Femmes,Diabetes mellitus,2.3
2018,40 à 44 ans,Femmes,Diseases of heart,6.7
2018,40 à 44 ans,Femmes,Influenza and pneumonia,1.7
2018,40 à 44 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,40 à 44 ans,Femmes,Chronic lower respiratory diseases,0.4
2018,45 à 54 ans,Les deux sexes,Malignant neoplasms,76.3
2018,45 à 54 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2018,45 à 54 ans,Les deux sexes,Diabetes mellitus,6.8
2018,45 à 54 ans,Les deux sexes,Diseases of heart,34.3
2018,45 à 54 ans,Les deux sexes,Influenza and pneumonia,3.8
2018,45 à 54 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,45 à 54 ans,Les deux sexes,Chronic lower respiratory diseases,3.4
2018,45 à 54 ans,Hommes,Malignant neoplasms,72.1
2018,45 à 54 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2018,45 à 54 ans,Hommes,Diabetes mellitus,9.2
2018,45 à 54 ans,Hommes,Diseases of heart,53.4
2018,45 à 54 ans,Hommes,Influenza and pneumonia,4.2
2018,45 à 54 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,45 à 54 ans,Hommes,Chronic lower respiratory diseases,3.1
2018,45 à 54 ans,Femmes,Malignant neoplasms,80.4
2018,45 à 54 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2018,45 à 54 ans,Femmes,Diabetes mellitus,4.4
2018,45 à 54 ans,Femmes,Diseases of heart,15.3
2018,45 à 54 ans,Femmes,Influenza and pneumonia,3.4
2018,45 à 54 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,45 à 54 ans,Femmes,Chronic lower respiratory diseases,3.6
2018,45 à 49 ans,Les deux sexes,Malignant neoplasms,51.0
2018,45 à 49 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2018,45 à 49 ans,Les deux sexes,Diabetes mellitus,5.6
2018,45 à 49 ans,Les deux sexes,Diseases of heart,23.2
2018,45 à 49 ans,Les deux sexes,Influenza and pneumonia,2.2
2018,45 à 49 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,45 à 49 ans,Les deux sexes,Chronic lower respiratory diseases,1.8
2018,45 à 49 ans,Hommes,Malignant neoplasms,45.4
2018,45 à 49 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.9
2018,45 à 49 ans,Hommes,Diabetes mellitus,7.8
2018,45 à 49 ans,Hommes,Diseases of heart,36.1
2018,45 à 49 ans,Hommes,Influenza and pneumonia,2.4
2018,45 à 49 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,45 à 49 ans,Hommes,Chronic lower respiratory diseases,1.7
2018,45 à 49 ans,Femmes,Malignant neoplasms,56.5
2018,45 à 49 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2018,45 à 49 ans,Femmes,Diabetes mellitus,3.5
2018,45 à 49 ans,Femmes,Diseases of heart,10.6
2018,45 à 49 ans,Femmes,Influenza and pneumonia,2.1
2018,45 à 49 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,45 à 49 ans,Femmes,Chronic lower respiratory diseases,2.0
2018,50 à 54 ans,Les deux sexes,Malignant neoplasms,99.8
2018,50 à 54 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2018,50 à 54 ans,Les deux sexes,Diabetes mellitus,7.9
2018,50 à 54 ans,Les deux sexes,Diseases of heart,44.5
2018,50 à 54 ans,Les deux sexes,Influenza and pneumonia,5.2
2018,50 à 54 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,50 à 54 ans,Les deux sexes,Chronic lower respiratory diseases,4.8
2018,50 à 54 ans,Hommes,Malignant neoplasms,97.0
2018,50 à 54 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2018,50 à 54 ans,Hommes,Diabetes mellitus,10.5
2018,50 à 54 ans,Hommes,Diseases of heart,69.5
2018,50 à 54 ans,Hommes,Influenza and pneumonia,5.8
2018,50 à 54 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,50 à 54 ans,Hommes,Chronic lower respiratory diseases,4.4
2018,50 à 54 ans,Femmes,Malignant neoplasms,102.7
2018,50 à 54 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.9
2018,50 à 54 ans,Femmes,Diabetes mellitus,5.3
2018,50 à 54 ans,Femmes,Diseases of heart,19.7
2018,50 à 54 ans,Femmes,Influenza and pneumonia,4.6
2018,50 à 54 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,50 à 54 ans,Femmes,Chronic lower respiratory diseases,5.2
2018,55 à 64 ans,Les deux sexes,Malignant neoplasms,249.2
2018,55 à 64 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.7
2018,55 à 64 ans,Les deux sexes,Diabetes mellitus,15.5
2018,55 à 64 ans,Les deux sexes,Diseases of heart,98.3
2018,55 à 64 ans,Les deux sexes,Influenza and pneumonia,9.0
2018,55 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2018,55 à 64 ans,Les deux sexes,Chronic lower respiratory diseases,20.8
2018,55 à 64 ans,Hommes,Malignant neoplasms,266.6
2018,55 à 64 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.4
2018,55 à 64 ans,Hommes,Diabetes mellitus,20.2
2018,55 à 64 ans,Hommes,Diseases of heart,147.8
2018,55 à 64 ans,Hommes,Influenza and pneumonia,10.9
2018,55 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,55 à 64 ans,Hommes,Chronic lower respiratory diseases,22.7
2018,55 à 64 ans,Femmes,Malignant neoplasms,232.2
2018,55 à 64 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.1
2018,55 à 64 ans,Femmes,Diabetes mellitus,11.0
2018,55 à 64 ans,Femmes,Diseases of heart,50.0
2018,55 à 64 ans,Femmes,Influenza and pneumonia,7.1
2018,55 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.1
2018,55 à 64 ans,Femmes,Chronic lower respiratory diseases,18.8
2018,55 à 59 ans,Les deux sexes,Malignant neoplasms,187.4
2018,55 à 59 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.2
2018,55 à 59 ans,Les deux sexes,Diabetes mellitus,11.7
2018,55 à 59 ans,Les deux sexes,Diseases of heart,76.8
2018,55 à 59 ans,Les deux sexes,Influenza and pneumonia,6.5
2018,55 à 59 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,55 à 59 ans,Les deux sexes,Chronic lower respiratory diseases,12.6
2018,55 à 59 ans,Hommes,Malignant neoplasms,189.2
2018,55 à 59 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.8
2018,55 à 59 ans,Hommes,Diabetes mellitus,15.0
2018,55 à 59 ans,Hommes,Diseases of heart,116.3
2018,55 à 59 ans,Hommes,Influenza and pneumonia,8.2
2018,55 à 59 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,55 à 59 ans,Hommes,Chronic lower respiratory diseases,13.7
2018,55 à 59 ans,Femmes,Malignant neoplasms,185.6
2018,55 à 59 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.5
2018,55 à 59 ans,Femmes,Diabetes mellitus,8.5
2018,55 à 59 ans,Femmes,Diseases of heart,37.7
2018,55 à 59 ans,Femmes,Influenza and pneumonia,4.8
2018,55 à 59 ans,Femmes,Acute bronchitis and bronchiolitis,0.1
2018,55 à 59 ans,Femmes,Chronic lower respiratory diseases,11.6
2018,60 à 64 ans,Les deux sexes,Malignant neoplasms,317.8
2018,60 à 64 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.3
2018,60 à 64 ans,Les deux sexes,Diabetes mellitus,19.7
2018,60 à 64 ans,Les deux sexes,Diseases of heart,122.3
2018,60 à 64 ans,Les deux sexes,Influenza and pneumonia,11.7
2018,60 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2018,60 à 64 ans,Les deux sexes,Chronic lower respiratory diseases,29.8
2018,60 à 64 ans,Hommes,Malignant neoplasms,353.3
2018,60 à 64 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.1
2018,60 à 64 ans,Hommes,Diabetes mellitus,26.0
2018,60 à 64 ans,Hommes,Diseases of heart,183.1
2018,60 à 64 ans,Hommes,Influenza and pneumonia,14.0
2018,60 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2018,60 à 64 ans,Hommes,Chronic lower respiratory diseases,32.9
2018,60 à 64 ans,Femmes,Malignant neoplasms,283.4
2018,60 à 64 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.6
2018,60 à 64 ans,Femmes,Diabetes mellitus,13.6
2018,60 à 64 ans,Femmes,Diseases of heart,63.4
2018,60 à 64 ans,Femmes,Influenza and pneumonia,9.5
2018,60 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.1
2018,60 à 64 ans,Femmes,Chronic lower respiratory diseases,26.8
2018,65 à 74 ans,Les deux sexes,Malignant neoplasms,592.5
2018,65 à 74 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",9.0
2018,65 à 74 ans,Les deux sexes,Diabetes mellitus,43.5
2018,65 à 74 ans,Les deux sexes,Diseases of heart,243.7
2018,65 à 74 ans,Les deux sexes,Influenza and pneumonia,23.7
2018,65 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.2
2018,65 à 74 ans,Les deux sexes,Chronic lower respiratory diseases,79.3
2018,65 à 74 ans,Hommes,Malignant neoplasms,681.5
2018,65 à 74 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",11.3
2018,65 à 74 ans,Hommes,Diabetes mellitus,57.6
2018,65 à 74 ans,Hommes,Diseases of heart,343.0
2018,65 à 74 ans,Hommes,Influenza and pneumonia,30.0
2018,65 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.2
2018,65 à 74 ans,Hommes,Chronic lower respiratory diseases,85.7
2018,65 à 74 ans,Femmes,Malignant neoplasms,509.5
2018,65 à 74 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",6.8
2018,65 à 74 ans,Femmes,Diabetes mellitus,30.2
2018,65 à 74 ans,Femmes,Diseases of heart,150.9
2018,65 à 74 ans,Femmes,Influenza and pneumonia,17.9
2018,65 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.1
2018,65 à 74 ans,Femmes,Chronic lower respiratory diseases,73.2
2018,65 à 69 ans,Les deux sexes,Malignant neoplasms,490.1
2018,65 à 69 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",7.1
2018,65 à 69 ans,Les deux sexes,Diabetes mellitus,36.2
2018,65 à 69 ans,Les deux sexes,Diseases of heart,196.2
2018,65 à 69 ans,Les deux sexes,Influenza and pneumonia,15.9
2018,65 à 69 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2018,65 à 69 ans,Les deux sexes,Chronic lower respiratory diseases,58.5
2018,65 à 69 ans,Hommes,Malignant neoplasms,564.1
2018,65 à 69 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",8.7
2018,65 à 69 ans,Hommes,Diabetes mellitus,46.6
2018,65 à 69 ans,Hommes,Diseases of heart,284.6
2018,65 à 69 ans,Hommes,Influenza and pneumonia,19.6
2018,65 à 69 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2018,65 à 69 ans,Hommes,Chronic lower respiratory diseases,65.4
2018,65 à 69 ans,Femmes,Malignant neoplasms,420.2
2018,65 à 69 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",5.6
2018,65 à 69 ans,Femmes,Diabetes mellitus,26.4
2018,65 à 69 ans,Femmes,Diseases of heart,112.9
2018,65 à 69 ans,Femmes,Influenza and pneumonia,12.3
2018,65 à 69 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2018,65 à 69 ans,Femmes,Chronic lower respiratory diseases,52.1
2018,70 à 74 ans,Les deux sexes,Malignant neoplasms,720.8
2018,70 à 74 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",11.3
2018,70 à 74 ans,Les deux sexes,Diabetes mellitus,52.6
2018,70 à 74 ans,Les deux sexes,Diseases of heart,303.0
2018,70 à 74 ans,Les deux sexes,Influenza and pneumonia,33.5
2018,70 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.4
2018,70 à 74 ans,Les deux sexes,Chronic lower respiratory diseases,105.2
2018,70 à 74 ans,Hommes,Malignant neoplasms,830.3
