Year,Geography,Source,GeoCode,Value
1994,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
1995,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.2
1996,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.2
1997,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
1998,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.2
1999,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.2
2000,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.2
2001,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
2002,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
2003,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.2
2004,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
2005,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
2006,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
2007,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
2008,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.2
2009,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
2010,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
2011,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.4
2012,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.4
2013,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
2014,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.4
2015,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.6
2016,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.7
2017,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.5
2018,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.7
2019,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.6
2020,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
2021,Newfoundland and Labrador,"Light Manufacturing, Construction and Forest Resources",10,0.3
1990,Prince Edward Island,Provincial Inventory Total,11,1.8
1991,Prince Edward Island,Provincial Inventory Total,11,1.7
1992,Prince Edward Island,Provincial Inventory Total,11,1.7
1993,Prince Edward Island,Provincial Inventory Total,11,1.7
1994,Prince Edward Island,Provincial Inventory Total,11,1.7
1995,Prince Edward Island,Provincial Inventory Total,11,1.7
1996,Prince Edward Island,Provincial Inventory Total,11,1.8
1997,Prince Edward Island,Provincial Inventory Total,11,1.9
1998,Prince Edward Island,Provincial Inventory Total,11,1.8
1999,Prince Edward Island,Provincial Inventory Total,11,1.8
2000,Prince Edward Island,Provincial Inventory Total,11,2.0
2001,Prince Edward Island,Provincial Inventory Total,11,1.9
2002,Prince Edward Island,Provincial Inventory Total,11,1.9
2003,Prince Edward Island,Provincial Inventory Total,11,1.9
2004,Prince Edward Island,Provincial Inventory Total,11,1.9
2005,Prince Edward Island,Provincial Inventory Total,11,1.9
2006,Prince Edward Island,Provincial Inventory Total,11,1.8
2007,Prince Edward Island,Provincial Inventory Total,11,1.9
2008,Prince Edward Island,Provincial Inventory Total,11,1.8
2009,Prince Edward Island,Provincial Inventory Total,11,1.8
2010,Prince Edward Island,Provincial Inventory Total,11,1.8
2011,Prince Edward Island,Provincial Inventory Total,11,2.0
2012,Prince Edward Island,Provincial Inventory Total,11,1.9
2013,Prince Edward Island,Provincial Inventory Total,11,1.6
2014,Prince Edward Island,Provincial Inventory Total,11,1.6
2015,Prince Edward Island,Provincial Inventory Total,11,1.5
2016,Prince Edward Island,Provincial Inventory Total,11,1.6
2017,Prince Edward Island,Provincial Inventory Total,11,1.6
2018,Prince Edward Island,Provincial Inventory Total,11,1.6
2019,Prince Edward Island,Provincial Inventory Total,11,1.6
2020,Prince Edward Island,Provincial Inventory Total,11,1.6
2021,Prince Edward Island,Provincial Inventory Total,11,1.6
1990,Prince Edward Island,Oil and Gas,11,0.0
1991,Prince Edward Island,Oil and Gas,11,0.0
1992,Prince Edward Island,Oil and Gas,11,0.0
1993,Prince Edward Island,Oil and Gas,11,0.0
1994,Prince Edward Island,Oil and Gas,11,0.0
1995,Prince Edward Island,Oil and Gas,11,0.0
1996,Prince Edward Island,Oil and Gas,11,0.0
1997,Prince Edward Island,Oil and Gas,11,0.0
1998,Prince Edward Island,Oil and Gas,11,0.0
1999,Prince Edward Island,Oil and Gas,11,0.0
2000,Prince Edward Island,Oil and Gas,11,0.0
2001,Prince Edward Island,Oil and Gas,11,0.0
2002,Prince Edward Island,Oil and Gas,11,0.0
2003,Prince Edward Island,Oil and Gas,11,0.0
2004,Prince Edward Island,Oil and Gas,11,0.0
2005,Prince Edward Island,Oil and Gas,11,0.0
2006,Prince Edward Island,Oil and Gas,11,0.0
2007,Prince Edward Island,Oil and Gas,11,0.0
2008,Prince Edward Island,Oil and Gas,11,0.0
2009,Prince Edward Island,Oil and Gas,11,0.0
2010,Prince Edward Island,Oil and Gas,11,0.0
2011,Prince Edward Island,Oil and Gas,11,0.0
2012,Prince Edward Island,Oil and Gas,11,0.0
2013,Prince Edward Island,Oil and Gas,11,0.0
2014,Prince Edward Island,Oil and Gas,11,0.0
2015,Prince Edward Island,Oil and Gas,11,0.0
2016,Prince Edward Island,Oil and Gas,11,0.0
2017,Prince Edward Island,Oil and Gas,11,0.0
2018,Prince Edward Island,Oil and Gas,11,0.0
2019,Prince Edward Island,Oil and Gas,11,0.0
2020,Prince Edward Island,Oil and Gas,11,0.0
2021,Prince Edward Island,Oil and Gas,11,0.0
1990,Prince Edward Island,Electricity,11,0.1
1991,Prince Edward Island,Electricity,11,0.1
1992,Prince Edward Island,Electricity,11,0.1
1993,Prince Edward Island,Electricity,11,0.1
1994,Prince Edward Island,Electricity,11,0.1
1995,Prince Edward Island,Electricity,11,0.0
1996,Prince Edward Island,Electricity,11,0.0
1997,Prince Edward Island,Electricity,11,0.0
1998,Prince Edward Island,Electricity,11,0.0
1999,Prince Edward Island,Electricity,11,0.0
2000,Prince Edward Island,Electricity,11,0.1
2001,Prince Edward Island,Electricity,11,0.0
2002,Prince Edward Island,Electricity,11,0.0
2003,Prince Edward Island,Electricity,11,0.0
2004,Prince Edward Island,Electricity,11,0.0
2005,Prince Edward Island,Electricity,11,0.0
2006,Prince Edward Island,Electricity,11,0.0
2007,Prince Edward Island,Electricity,11,0.0
2008,Prince Edward Island,Electricity,11,0.0
2009,Prince Edward Island,Electricity,11,0.0
2010,Prince Edward Island,Electricity,11,0.0
2011,Prince Edward Island,Electricity,11,0.0
2012,Prince Edward Island,Electricity,11,0.0
2013,Prince Edward Island,Electricity,11,0.0
2014,Prince Edward Island,Electricity,11,0.0
2015,Prince Edward Island,Electricity,11,0.0
2016,Prince Edward Island,Electricity,11,0.0
2017,Prince Edward Island,Electricity,11,0.0
2018,Prince Edward Island,Electricity,11,0.0
2019,Prince Edward Island,Electricity,11,0.0
2020,Prince Edward Island,Electricity,11,0.0
2021,Prince Edward Island,Electricity,11,0.0
1990,Prince Edward Island,Transport,11,0.5
1991,Prince Edward Island,Transport,11,0.5
1992,Prince Edward Island,Transport,11,0.5
1993,Prince Edward Island,Transport,11,0.5
1994,Prince Edward Island,Transport,11,0.6
1995,Prince Edward Island,Transport,11,0.6
1996,Prince Edward Island,Transport,11,0.6
1997,Prince Edward Island,Transport,11,0.6
1998,Prince Edward Island,Transport,11,0.7
1999,Prince Edward Island,Transport,11,0.7
2000,Prince Edward Island,Transport,11,0.7
2001,Prince Edward Island,Transport,11,0.7
2002,Prince Edward Island,Transport,11,0.7
2003,Prince Edward Island,Transport,11,0.7
2004,Prince Edward Island,Transport,11,0.7
2005,Prince Edward Island,Transport,11,0.7
2006,Prince Edward Island,Transport,11,0.7
2007,Prince Edward Island,Transport,11,0.7
2008,Prince Edward Island,Transport,11,0.7
2009,Prince Edward Island,Transport,11,0.7
2010,Prince Edward Island,Transport,11,0.7
2011,Prince Edward Island,Transport,11,0.8
2012,Prince Edward Island,Transport,11,0.8
2013,Prince Edward Island,Transport,11,0.7
2014,Prince Edward Island,Transport,11,0.7
2015,Prince Edward Island,Transport,11,0.7
2016,Prince Edward Island,Transport,11,0.7
2017,Prince Edward Island,Transport,11,0.8
2018,Prince Edward Island,Transport,11,0.7
2019,Prince Edward Island,Transport,11,0.7
2020,Prince Edward Island,Transport,11,0.6
2021,Prince Edward Island,Transport,11,0.7
1990,Prince Edward Island,Heavy Industry,11,0.0
1991,Prince Edward Island,Heavy Industry,11,0.0
1992,Prince Edward Island,Heavy Industry,11,0.0
1993,Prince Edward Island,Heavy Industry,11,0.0
1994,Prince Edward Island,Heavy Industry,11,0.0
1995,Prince Edward Island,Heavy Industry,11,0.0
1996,Prince Edward Island,Heavy Industry,11,0.0
1997,Prince Edward Island,Heavy Industry,11,0.0
1998,Prince Edward Island,Heavy Industry,11,0.0
1999,Prince Edward Island,Heavy Industry,11,0.0
2000,Prince Edward Island,Heavy Industry,11,0.0
2001,Prince Edward Island,Heavy Industry,11,0.0
2002,Prince Edward Island,Heavy Industry,11,0.0
2003,Prince Edward Island,Heavy Industry,11,0.0
2004,Prince Edward Island,Heavy Industry,11,0.0
2005,Prince Edward Island,Heavy Industry,11,0.0
2006,Prince Edward Island,Heavy Industry,11,0.0
2007,Prince Edward Island,Heavy Industry,11,0.0
2008,Prince Edward Island,Heavy Industry,11,0.0
2009,Prince Edward Island,Heavy Industry,11,0.0
2010,Prince Edward Island,Heavy Industry,11,0.0
2011,Prince Edward Island,Heavy Industry,11,0.0
2012,Prince Edward Island,Heavy Industry,11,0.0
2013,Prince Edward Island,Heavy Industry,11,0.0
2014,Prince Edward Island,Heavy Industry,11,0.0
2015,Prince Edward Island,Heavy Industry,11,0.0
2016,Prince Edward Island,Heavy Industry,11,0.0
2017,Prince Edward Island,Heavy Industry,11,0.0
2018,Prince Edward Island,Heavy Industry,11,0.0
2019,Prince Edward Island,Heavy Industry,11,0.0
2020,Prince Edward Island,Heavy Industry,11,0.0
2021,Prince Edward Island,Heavy Industry,11,0.0
1990,Prince Edward Island,Buildings,11,0.6
1991,Prince Edward Island,Buildings,11,0.5
1992,Prince Edward Island,Buildings,11,0.5
1993,Prince Edward Island,Buildings,11,0.5
1994,Prince Edward Island,Buildings,11,0.5
1995,Prince Edward Island,Buildings,11,0.5
1996,Prince Edward Island,Buildings,11,0.5
1997,Prince Edward Island,Buildings,11,0.5
1998,Prince Edward Island,Buildings,11,0.5
1999,Prince Edward Island,Buildings,11,0.5
2000,Prince Edward Island,Buildings,11,0.5
2001,Prince Edward Island,Buildings,11,0.5
2002,Prince Edward Island,Buildings,11,0.5
2003,Prince Edward Island,Buildings,11,0.5
2004,Prince Edward Island,Buildings,11,0.5
2005,Prince Edward Island,Buildings,11,0.5
2006,Prince Edward Island,Buildings,11,0.4
2007,Prince Edward Island,Buildings,11,0.5
2008,Prince Edward Island,Buildings,11,0.5
2009,Prince Edward Island,Buildings,11,0.5
2010,Prince Edward Island,Buildings,11,0.5
2011,Prince Edward Island,Buildings,11,0.6
2012,Prince Edward Island,Buildings,11,0.5
2013,Prince Edward Island,Buildings,11,0.4
2014,Prince Edward Island,Buildings,11,0.4
2015,Prince Edward Island,Buildings,11,0.3
2016,Prince Edward Island,Buildings,11,0.3
2017,Prince Edward Island,Buildings,11,0.3
2018,Prince Edward Island,Buildings,11,0.3
2019,Prince Edward Island,Buildings,11,0.3
2020,Prince Edward Island,Buildings,11,0.3
2021,Prince Edward Island,Buildings,11,0.3
1990,Prince Edward Island,Agriculture,11,0.4
1991,Prince Edward Island,Agriculture,11,0.3
1992,Prince Edward Island,Agriculture,11,0.4
1993,Prince Edward Island,Agriculture,11,0.4
1994,Prince Edward Island,Agriculture,11,0.4
1995,Prince Edward Island,Agriculture,11,0.4
1996,Prince Edward Island,Agriculture,11,0.4
1997,Prince Edward Island,Agriculture,11,0.4
1998,Prince Edward Island,Agriculture,11,0.4
1999,Prince Edward Island,Agriculture,11,0.4
2000,Prince Edward Island,Agriculture,11,0.4
2001,Prince Edward Island,Agriculture,11,0.4
2002,Prince Edward Island,Agriculture,11,0.4
2003,Prince Edward Island,Agriculture,11,0.4
2004,Prince Edward Island,Agriculture,11,0.4
2005,Prince Edward Island,Agriculture,11,0.4
2006,Prince Edward Island,Agriculture,11,0.4
2007,Prince Edward Island,Agriculture,11,0.3
2008,Prince Edward Island,Agriculture,11,0.3
2009,Prince Edward Island,Agriculture,11,0.3
2010,Prince Edward Island,Agriculture,11,0.3
2011,Prince Edward Island,Agriculture,11,0.3
2012,Prince Edward Island,Agriculture,11,0.3
2013,Prince Edward Island,Agriculture,11,0.3
2014,Prince Edward Island,Agriculture,11,0.3
2015,Prince Edward Island,Agriculture,11,0.3
2016,Prince Edward Island,Agriculture,11,0.3
2017,Prince Edward Island,Agriculture,11,0.3
2018,Prince Edward Island,Agriculture,11,0.4
2019,Prince Edward Island,Agriculture,11,0.4
2020,Prince Edward Island,Agriculture,11,0.4
2021,Prince Edward Island,Agriculture,11,0.4
1990,Prince Edward Island,Waste,11,0.1
1991,Prince Edward Island,Waste,11,0.1
1992,Prince Edward Island,Waste,11,0.1
1993,Prince Edward Island,Waste,11,0.1
1994,Prince Edward Island,Waste,11,0.1
1995,Prince Edward Island,Waste,11,0.1
1996,Prince Edward Island,Waste,11,0.1
1997,Prince Edward Island,Waste,11,0.1
1998,Prince Edward Island,Waste,11,0.1
1999,Prince Edward Island,Waste,11,0.1
2000,Prince Edward Island,Waste,11,0.1
2001,Prince Edward Island,Waste,11,0.1
2002,Prince Edward Island,Waste,11,0.1
2003,Prince Edward Island,Waste,11,0.1
2004,Prince Edward Island,Waste,11,0.1
2005,Prince Edward Island,Waste,11,0.1
2006,Prince Edward Island,Waste,11,0.1
2007,Prince Edward Island,Waste,11,0.1
2008,Prince Edward Island,Waste,11,0.1
2009,Prince Edward Island,Waste,11,0.1
2010,Prince Edward Island,Waste,11,0.1
2011,Prince Edward Island,Waste,11,0.1
2012,Prince Edward Island,Waste,11,0.1
2013,Prince Edward Island,Waste,11,0.1
2014,Prince Edward Island,Waste,11,0.1
2015,Prince Edward Island,Waste,11,0.1
2016,Prince Edward Island,Waste,11,0.1
2017,Prince Edward Island,Waste,11,0.1
2018,Prince Edward Island,Waste,11,0.1
2019,Prince Edward Island,Waste,11,0.1
2020,Prince Edward Island,Waste,11,0.1
2021,Prince Edward Island,Waste,11,0.1
1990,Prince Edward Island,Coal Production,11,0.0
1991,Prince Edward Island,Coal Production,11,0.0
1992,Prince Edward Island,Coal Production,11,0.0
1993,Prince Edward Island,Coal Production,11,0.0
1994,Prince Edward Island,Coal Production,11,0.0
1995,Prince Edward Island,Coal Production,11,0.0
1996,Prince Edward Island,Coal Production,11,0.0
1997,Prince Edward Island,Coal Production,11,0.0
1998,Prince Edward Island,Coal Production,11,0.0
1999,Prince Edward Island,Coal Production,11,0.0
2000,Prince Edward Island,Coal Production,11,0.0
2001,Prince Edward Island,Coal Production,11,0.0
2002,Prince Edward Island,Coal Production,11,0.0
2003,Prince Edward Island,Coal Production,11,0.0
2004,Prince Edward Island,Coal Production,11,0.0
2005,Prince Edward Island,Coal Production,11,0.0
2006,Prince Edward Island,Coal Production,11,0.0
2007,Prince Edward Island,Coal Production,11,0.0
2008,Prince Edward Island,Coal Production,11,0.0
2009,Prince Edward Island,Coal Production,11,0.0
2010,Prince Edward Island,Coal Production,11,0.0
2011,Prince Edward Island,Coal Production,11,0.0
2012,Prince Edward Island,Coal Production,11,0.0
2013,Prince Edward Island,Coal Production,11,0.0
2014,Prince Edward Island,Coal Production,11,0.0
2015,Prince Edward Island,Coal Production,11,0.0
2016,Prince Edward Island,Coal Production,11,0.0
2017,Prince Edward Island,Coal Production,11,0.0
2018,Prince Edward Island,Coal Production,11,0.0
2019,Prince Edward Island,Coal Production,11,0.0
2020,Prince Edward Island,Coal Production,11,0.0
2021,Prince Edward Island,Coal Production,11,0.0
1990,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
1991,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
1992,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
1993,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
1994,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
1995,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
1996,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
1997,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
1998,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
1999,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
2000,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2001,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2002,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2003,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2004,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2005,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2006,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2007,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2008,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2009,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2010,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2011,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2012,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2013,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
2014,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
2015,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
2016,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
2017,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
2018,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
2019,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.1
2020,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
2021,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.2
1990,Nova Scotia,Provincial Inventory Total,12,19.3
1991,Nova Scotia,Provincial Inventory Total,12,19.0
1992,Nova Scotia,Provincial Inventory Total,12,19.4
1993,Nova Scotia,Provincial Inventory Total,12,19.4
1994,Nova Scotia,Provincial Inventory Total,12,18.9
1995,Nova Scotia,Provincial Inventory Total,12,18.8
1996,Nova Scotia,Provincial Inventory Total,12,18.7
1997,Nova Scotia,Provincial Inventory Total,12,19.5
1998,Nova Scotia,Provincial Inventory Total,12,19.7
