Year,Géographie,Personnes à faible revenu,GeoCode,Value
2018,Alberta,"Femmes, 65 ans et plus",,5.9
2018,Colombie-Britannique,Toutes les personnes,59,11.8
2018,Colombie-Britannique,Personnes de moins de 18 ans,,9.2
2018,Colombie-Britannique,Personnes de 18 à 64 ans,,11.9
2018,Colombie-Britannique,Personnes de 65 ans et plus,,14.0
2018,Colombie-Britannique,Hommes,,12.0
2018,Colombie-Britannique,"Hommes, moins de 18 ans",,11.1
2018,Colombie-Britannique,"Hommes, 18 à 64 ans",,12.4
2018,Colombie-Britannique,"Hommes, 65 ans et plus",,11.7
2018,Colombie-Britannique,Femmes,,11.6
2018,Colombie-Britannique,"Femmes, moins de 18 ans",,7.1
2018,Colombie-Britannique,"Femmes, 18 à 64 ans",,11.4
2018,Colombie-Britannique,"Femmes, 65 ans et plus",,16.1
2018,"Québec, Québec",Toutes les personnes,,11.6
2018,"Québec, Québec",Personnes de moins de 18 ans,,9.5
2018,"Québec, Québec",Personnes de 18 à 64 ans,,10.5
2018,"Québec, Québec",Personnes de 65 ans et plus,,18.1
2018,"Québec, Québec",Hommes,,11.5
2018,"Québec, Québec","Hommes, moins de 18 ans",,12.0
2018,"Québec, Québec","Hommes, 18 à 64 ans",,9.9
2018,"Québec, Québec","Hommes, 65 ans et plus",,18.0
2018,"Québec, Québec",Femmes,,11.6
2018,"Québec, Québec","Femmes, moins de 18 ans",,
2018,"Québec, Québec","Femmes, 18 à 64 ans",,11.2
2018,"Québec, Québec","Femmes, 65 ans et plus",,18.2
2018,"Montréal, Québec",Toutes les personnes,,13.7
2018,"Montréal, Québec",Personnes de moins de 18 ans,,13.0
2018,"Montréal, Québec",Personnes de 18 à 64 ans,,12.8
2018,"Montréal, Québec",Personnes de 65 ans et plus,,17.9
2018,"Montréal, Québec",Hommes,,12.2
2018,"Montréal, Québec","Hommes, moins de 18 ans",,12.6
2018,"Montréal, Québec","Hommes, 18 à 64 ans",,12.2
2018,"Montréal, Québec","Hommes, 65 ans et plus",,11.5
2018,"Montréal, Québec",Femmes,,15.2
2018,"Montréal, Québec","Femmes, moins de 18 ans",,13.4
2018,"Montréal, Québec","Femmes, 18 à 64 ans",,13.4
2018,"Montréal, Québec","Femmes, 65 ans et plus",,23.1
2018,"Ottawa-Gatineau, Ontario/Québec",Toutes les personnes,,11.8
2018,"Ottawa-Gatineau, Ontario/Québec",Personnes de moins de 18 ans,,11.3
2018,"Ottawa-Gatineau, Ontario/Québec",Personnes de 18 à 64 ans,,11.9
2018,"Ottawa-Gatineau, Ontario/Québec",Personnes de 65 ans et plus,,12.1
2018,"Ottawa-Gatineau, Ontario/Québec",Hommes,,12.0
2018,"Ottawa-Gatineau, Ontario/Québec","Hommes, moins de 18 ans",,11.3
2018,"Ottawa-Gatineau, Ontario/Québec","Hommes, 18 à 64 ans",,12.8
2018,"Ottawa-Gatineau, Ontario/Québec","Hommes, 65 ans et plus",,9.0
2018,"Ottawa-Gatineau, Ontario/Québec",Femmes,,11.7
2018,"Ottawa-Gatineau, Ontario/Québec","Femmes, moins de 18 ans",,11.4
2018,"Ottawa-Gatineau, Ontario/Québec","Femmes, 18 à 64 ans",,11.1
2018,"Ottawa-Gatineau, Ontario/Québec","Femmes, 65 ans et plus",,14.7
2018,"Toronto, Ontario",Toutes les personnes,,13.2
2018,"Toronto, Ontario",Personnes de moins de 18 ans,,14.0
2018,"Toronto, Ontario",Personnes de 18 à 64 ans,,13.2
2018,"Toronto, Ontario",Personnes de 65 ans et plus,,12.3
2018,"Toronto, Ontario",Hommes,,13.0
2018,"Toronto, Ontario","Hommes, moins de 18 ans",,15.4
2018,"Toronto, Ontario","Hommes, 18 à 64 ans",,12.8
2018,"Toronto, Ontario","Hommes, 65 ans et plus",,10.6
2018,"Toronto, Ontario",Femmes,,13.3
2018,"Toronto, Ontario","Femmes, moins de 18 ans",,12.6
2018,"Toronto, Ontario","Femmes, 18 à 64 ans",,13.5
2018,"Toronto, Ontario","Femmes, 65 ans et plus",,13.6
2018,"Winnipeg, Manitoba",Toutes les personnes,,13.6
2018,"Winnipeg, Manitoba",Personnes de moins de 18 ans,,19.3
2018,"Winnipeg, Manitoba",Personnes de 18 à 64 ans,,12.0
2018,"Winnipeg, Manitoba",Personnes de 65 ans et plus,,12.8
2018,"Winnipeg, Manitoba",Hommes,,12.7
2018,"Winnipeg, Manitoba","Hommes, moins de 18 ans",,19.5
2018,"Winnipeg, Manitoba","Hommes, 18 à 64 ans",,11.2
2018,"Winnipeg, Manitoba","Hommes, 65 ans et plus",,9.6
2018,"Winnipeg, Manitoba",Femmes,,14.5
2018,"Winnipeg, Manitoba","Femmes, moins de 18 ans",,19.2
2018,"Winnipeg, Manitoba","Femmes, 18 à 64 ans",,12.8
2018,"Winnipeg, Manitoba","Femmes, 65 ans et plus",,15.6
2018,"Calgary, Alberta",Toutes les personnes,,8.1
2018,"Calgary, Alberta",Personnes de moins de 18 ans,,
2018,"Calgary, Alberta",Personnes de 18 à 64 ans,,8.5
2018,"Calgary, Alberta",Personnes de 65 ans et plus,,
2018,"Calgary, Alberta",Hommes,,8.2
2018,"Calgary, Alberta","Hommes, moins de 18 ans",,
2018,"Calgary, Alberta","Hommes, 18 à 64 ans",,8.3
2018,"Calgary, Alberta","Hommes, 65 ans et plus",,
2018,"Calgary, Alberta",Femmes,,8.0
2018,"Calgary, Alberta","Femmes, moins de 18 ans",,
2018,"Calgary, Alberta","Femmes, 18 à 64 ans",,8.8
2018,"Calgary, Alberta","Femmes, 65 ans et plus",,
2018,"Edmonton, Alberta",Toutes les personnes,,5.6
2018,"Edmonton, Alberta",Personnes de moins de 18 ans,,5.5
2018,"Edmonton, Alberta",Personnes de 18 à 64 ans,,5.8
2018,"Edmonton, Alberta",Personnes de 65 ans et plus,,4.6
2018,"Edmonton, Alberta",Hommes,,5.0
2018,"Edmonton, Alberta","Hommes, moins de 18 ans",,5.8
2018,"Edmonton, Alberta","Hommes, 18 à 64 ans",,4.7
2018,"Edmonton, Alberta","Hommes, 65 ans et plus",,
2018,"Edmonton, Alberta",Femmes,,6.2
2018,"Edmonton, Alberta","Femmes, moins de 18 ans",,5.2
2018,"Edmonton, Alberta","Femmes, 18 à 64 ans",,6.9
2018,"Edmonton, Alberta","Femmes, 65 ans et plus",,
2018,"Vancouver, Colombie-Britannique",Toutes les personnes,,11.8
2018,"Vancouver, Colombie-Britannique",Personnes de moins de 18 ans,,8.3
2018,"Vancouver, Colombie-Britannique",Personnes de 18 à 64 ans,,12.2
2018,"Vancouver, Colombie-Britannique",Personnes de 65 ans et plus,,13.8
2018,"Vancouver, Colombie-Britannique",Hommes,,12.6
2018,"Vancouver, Colombie-Britannique","Hommes, moins de 18 ans",,11.2
2018,"Vancouver, Colombie-Britannique","Hommes, 18 à 64 ans",,13.1
2018,"Vancouver, Colombie-Britannique","Hommes, 65 ans et plus",,12.1
2018,"Vancouver, Colombie-Britannique",Femmes,,11.0
2018,"Vancouver, Colombie-Britannique","Femmes, moins de 18 ans",,
2018,"Vancouver, Colombie-Britannique","Femmes, 18 à 64 ans",,11.3
2018,"Vancouver, Colombie-Britannique","Femmes, 65 ans et plus",,15.4
2019,Canada,Personnes de moins de 18 ans,,11.0
2019,Canada,Personnes de 18 à 64 ans,,11.4
2019,Canada,Personnes de 65 ans et plus,,15.7
2019,Canada,Hommes,,11.2
2019,Canada,"Hommes, moins de 18 ans",,10.9
2019,Canada,"Hommes, 18 à 64 ans",,10.9
2019,Canada,"Hommes, 65 ans et plus",,12.9
2019,Canada,Femmes,,12.9
2019,Canada,"Femmes, moins de 18 ans",,11.1
2019,Canada,"Femmes, 18 à 64 ans",,11.9
2019,Canada,"Femmes, 65 ans et plus",,18.1
2019,Provinces de l'Atlantique,Toutes les personnes,,15.3
2019,Provinces de l'Atlantique,Personnes de moins de 18 ans,,16.2
2019,Provinces de l'Atlantique,Personnes de 18 à 64 ans,,12.9
2019,Provinces de l'Atlantique,Personnes de 65 ans et plus,,21.8
2019,Provinces de l'Atlantique,Hommes,,13.9
2019,Provinces de l'Atlantique,"Hommes, moins de 18 ans",,16.5
2019,Provinces de l'Atlantique,"Hommes, 18 à 64 ans",,12.1
2019,Provinces de l'Atlantique,"Hommes, 65 ans et plus",,17.2
2019,Provinces de l'Atlantique,Femmes,,16.7
2019,Provinces de l'Atlantique,"Femmes, moins de 18 ans",,15.8
2019,Provinces de l'Atlantique,"Femmes, 18 à 64 ans",,13.7
2019,Provinces de l'Atlantique,"Femmes, 65 ans et plus",,25.9
2019,Terre-Neuve-et-Labrador,Toutes les personnes,10,15.6
2019,Terre-Neuve-et-Labrador,Personnes de moins de 18 ans,,13.9
2019,Terre-Neuve-et-Labrador,Personnes de 18 à 64 ans,,11.9
2019,Terre-Neuve-et-Labrador,Personnes de 65 ans et plus,,27.7
2019,Terre-Neuve-et-Labrador,Hommes,,14.4
2019,Terre-Neuve-et-Labrador,"Hommes, moins de 18 ans",,15.4
2019,Terre-Neuve-et-Labrador,"Hommes, 18 à 64 ans",,10.8
2019,Terre-Neuve-et-Labrador,"Hommes, 65 ans et plus",,24.4
2019,Terre-Neuve-et-Labrador,Femmes,,16.8
2019,Terre-Neuve-et-Labrador,"Femmes, moins de 18 ans",,12.2
2019,Terre-Neuve-et-Labrador,"Femmes, 18 à 64 ans",,12.9
2019,Terre-Neuve-et-Labrador,"Femmes, 65 ans et plus",,30.7
2019,Île-du-Prince-Édouard,Toutes les personnes,11,15.8
2019,Île-du-Prince-Édouard,Personnes de moins de 18 ans,,19.9
2019,Île-du-Prince-Édouard,Personnes de 18 à 64 ans,,14.1
2019,Île-du-Prince-Édouard,Personnes de 65 ans et plus,,17.4
2019,Île-du-Prince-Édouard,Hommes,,15.1
2019,Île-du-Prince-Édouard,"Hommes, moins de 18 ans",,21.7
2019,Île-du-Prince-Édouard,"Hommes, 18 à 64 ans",,13.6
2019,Île-du-Prince-Édouard,"Hommes, 65 ans et plus",,13.0
2019,Île-du-Prince-Édouard,Femmes,,16.6
2019,Île-du-Prince-Édouard,"Femmes, moins de 18 ans",,18.0
2019,Île-du-Prince-Édouard,"Femmes, 18 à 64 ans",,14.6
2019,Île-du-Prince-Édouard,"Femmes, 65 ans et plus",,21.2
2019,Nouvelle-Écosse,Toutes les personnes,12,15.1
2019,Nouvelle-Écosse,Personnes de moins de 18 ans,,15.2
2019,Nouvelle-Écosse,Personnes de 18 à 64 ans,,13.5
2019,Nouvelle-Écosse,Personnes de 65 ans et plus,,20.0
2019,Nouvelle-Écosse,Hommes,,13.9
2019,Nouvelle-Écosse,"Hommes, moins de 18 ans",,16.1
2019,Nouvelle-Écosse,"Hommes, 18 à 64 ans",,12.7
2019,Nouvelle-Écosse,"Hommes, 65 ans et plus",,15.5
2019,Nouvelle-Écosse,Femmes,,16.3
2019,Nouvelle-Écosse,"Femmes, moins de 18 ans",,14.2
2019,Nouvelle-Écosse,"Femmes, 18 à 64 ans",,14.2
2019,Nouvelle-Écosse,"Femmes, 65 ans et plus",,23.9
2019,Nouveau-Brunswick,Toutes les personnes,13,15.3
2019,Nouveau-Brunswick,Personnes de moins de 18 ans,,18.1
2019,Nouveau-Brunswick,Personnes de 18 à 64 ans,,12.7
2019,Nouveau-Brunswick,Personnes de 65 ans et plus,,20.7
2019,Nouveau-Brunswick,Hommes,,13.5
2019,Nouveau-Brunswick,"Hommes, moins de 18 ans",,16.7
2019,Nouveau-Brunswick,"Hommes, 18 à 64 ans",,12.0
2019,Nouveau-Brunswick,"Hommes, 65 ans et plus",,14.9
2019,Nouveau-Brunswick,Femmes,,17.2
2019,Nouveau-Brunswick,"Femmes, moins de 18 ans",,19.5
2019,Nouveau-Brunswick,"Femmes, 18 à 64 ans",,13.3
2019,Nouveau-Brunswick,"Femmes, 65 ans et plus",,25.9
2019,Québec,Toutes les personnes,24,13.4
2019,Québec,Personnes de moins de 18 ans,,8.3
2019,Québec,Personnes de 18 à 64 ans,,12.0
2019,Québec,Personnes de 65 ans et plus,,23.2
2019,Québec,Hommes,,12.9
2019,Québec,"Hommes, moins de 18 ans",,10.2
2019,Québec,"Hommes, 18 à 64 ans",,12.3
2019,Québec,"Hommes, 65 ans et plus",,18.3
2019,Québec,Femmes,,13.9
2019,Québec,"Femmes, moins de 18 ans",,6.5
2019,Québec,"Femmes, 18 à 64 ans",,11.7
2019,Québec,"Femmes, 65 ans et plus",,27.5
2019,Ontario,Toutes les personnes,35,12.2
2019,Ontario,Personnes de moins de 18 ans,,13.4
2019,Ontario,Personnes de 18 à 64 ans,,11.4
2019,Ontario,Personnes de 65 ans et plus,,13.8
2019,Ontario,Hommes,,11.0
2019,Ontario,"Hommes, moins de 18 ans",,12.2
2019,Ontario,"Hommes, 18 à 64 ans",,10.4
2019,Ontario,"Hommes, 65 ans et plus",,11.7
2019,Ontario,Femmes,,13.4
2019,Ontario,"Femmes, moins de 18 ans",,14.6
2019,Ontario,"Femmes, 18 à 64 ans",,12.5
2019,Ontario,"Femmes, 65 ans et plus",,15.6
2019,Provinces des Prairies,Toutes les personnes,,9.4
2019,Provinces des Prairies,Personnes de moins de 18 ans,,10.2
2019,Provinces des Prairies,Personnes de 18 à 64 ans,,9.3
2019,Provinces des Prairies,Personnes de 65 ans et plus,,8.4
2019,Provinces des Prairies,Hommes,,9.3
2019,Provinces des Prairies,"Hommes, moins de 18 ans",,10.2
2019,Provinces des Prairies,"Hommes, 18 à 64 ans",,9.2
2019,Provinces des Prairies,"Hommes, 65 ans et plus",,8.2
2019,Provinces des Prairies,Femmes,,9.4
2019,Provinces des Prairies,"Femmes, moins de 18 ans",,10.2
2019,Provinces des Prairies,"Femmes, 18 à 64 ans",,9.4
2019,Provinces des Prairies,"Femmes, 65 ans et plus",,8.5
2019,Manitoba,Toutes les personnes,46,15.1
2019,Manitoba,Personnes de moins de 18 ans,,19.0
2019,Manitoba,Personnes de 18 à 64 ans,,13.5
2019,Manitoba,Personnes de 65 ans et plus,,16.1
2019,Manitoba,Hommes,,14.8
2019,Manitoba,"Hommes, moins de 18 ans",,19.8
2019,Manitoba,"Hommes, 18 à 64 ans",,13.1
2019,Manitoba,"Hommes, 65 ans et plus",,14.1
2019,Manitoba,Femmes,,15.4
2019,Manitoba,"Femmes, moins de 18 ans",,18.1
2019,Manitoba,"Femmes, 18 à 64 ans",,13.9
2019,Manitoba,"Femmes, 65 ans et plus",,17.9
2019,Saskatchewan,Toutes les personnes,47,13.1
2019,Saskatchewan,Personnes de moins de 18 ans,,12.8
2019,Saskatchewan,Personnes de 18 à 64 ans,,12.8
2019,Saskatchewan,Personnes de 65 ans et plus,,14.8
2019,Saskatchewan,Hommes,,13.5
2019,Saskatchewan,"Hommes, moins de 18 ans",,13.7
2019,Saskatchewan,"Hommes, 18 à 64 ans",,13.1
2019,Saskatchewan,"Hommes, 65 ans et plus",,14.6
2019,Saskatchewan,Femmes,,12.7
2019,Saskatchewan,"Femmes, moins de 18 ans",,11.8
2019,Saskatchewan,"Femmes, 18 à 64 ans",,12.4
2019,Saskatchewan,"Femmes, 65 ans et plus",,15.1
2019,Alberta,Toutes les personnes,48,6.7
2019,Alberta,Personnes de moins de 18 ans,,6.9
2019,Alberta,Personnes de 18 à 64 ans,,7.2
2019,Alberta,Personnes de 65 ans et plus,,3.6
2019,Alberta,Hommes,,6.6
2019,Alberta,"Hommes, moins de 18 ans",,6.3
2019,Alberta,"Hommes, 18 à 64 ans",,7.1
2019,Alberta,"Hommes, 65 ans et plus",,4.2
2019,Alberta,Femmes,,6.8
2019,Alberta,"Femmes, moins de 18 ans",,7.5
2019,Alberta,"Femmes, 18 à 64 ans",,7.3
2019,Alberta,"Femmes, 65 ans et plus",,3.0
2019,Colombie-Britannique,Toutes les personnes,59,11.5
2019,Colombie-Britannique,Personnes de moins de 18 ans,,7.5
2019,Colombie-Britannique,Personnes de 18 à 64 ans,,12.4
2019,Colombie-Britannique,Personnes de 65 ans et plus,,12.0
2019,Colombie-Britannique,Hommes,,10.5
2019,Colombie-Britannique,"Hommes, moins de 18 ans",,7.2
2019,Colombie-Britannique,"Hommes, 18 à 64 ans",,11.6
2019,Colombie-Britannique,"Hommes, 65 ans et plus",,9.7
2019,Colombie-Britannique,Femmes,,12.4
2019,Colombie-Britannique,"Femmes, moins de 18 ans",,7.7
2019,Colombie-Britannique,"Femmes, 18 à 64 ans",,13.1
2019,Colombie-Britannique,"Femmes, 65 ans et plus",,14.0
2019,"Québec, Québec",Toutes les personnes,,10.5
2019,"Québec, Québec",Personnes de moins de 18 ans,,
2019,"Québec, Québec",Personnes de 18 à 64 ans,,9.4
2019,"Québec, Québec",Personnes de 65 ans et plus,,22.7
2019,"Québec, Québec",Hommes,,8.6
2019,"Québec, Québec","Hommes, moins de 18 ans",,
2019,"Québec, Québec","Hommes, 18 à 64 ans",,8.5
2019,"Québec, Québec","Hommes, 65 ans et plus",,14.7
2019,"Québec, Québec",Femmes,,12.2
2019,"Québec, Québec","Femmes, moins de 18 ans",,
2019,"Québec, Québec","Femmes, 18 à 64 ans",,10.3
2019,"Québec, Québec","Femmes, 65 ans et plus",,30.3
2019,"Montréal, Québec",Toutes les personnes,,14.5
2019,"Montréal, Québec",Personnes de moins de 18 ans,,11.6
2019,"Montréal, Québec",Personnes de 18 à 64 ans,,13.1
2019,"Montréal, Québec",Personnes de 65 ans et plus,,22.8
2019,"Montréal, Québec",Hommes,,14.3
2019,"Montréal, Québec","Hommes, moins de 18 ans",,14.0
2019,"Montréal, Québec","Hommes, 18 à 64 ans",,13.7
2019,"Montréal, Québec","Hommes, 65 ans et plus",,17.5
2019,"Montréal, Québec",Femmes,,14.6
2019,"Montréal, Québec","Femmes, moins de 18 ans",,9.0
2019,"Montréal, Québec","Femmes, 18 à 64 ans",,12.5
2019,"Montréal, Québec","Femmes, 65 ans et plus",,26.9
2019,"Ottawa-Gatineau, Ontario/Québec",Toutes les personnes,,8.4
2019,"Ottawa-Gatineau, Ontario/Québec",Personnes de moins de 18 ans,,7.5
2019,"Ottawa-Gatineau, Ontario/Québec",Personnes de 18 à 64 ans,,7.9
2019,"Ottawa-Gatineau, Ontario/Québec",Personnes de 65 ans et plus,,11.4
2019,"Ottawa-Gatineau, Ontario/Québec",Hommes,,8.2
2019,"Ottawa-Gatineau, Ontario/Québec","Hommes, moins de 18 ans",,8.6
2019,"Ottawa-Gatineau, Ontario/Québec","Hommes, 18 à 64 ans",,8.1
2019,"Ottawa-Gatineau, Ontario/Québec","Hommes, 65 ans et plus",,8.1
2019,"Ottawa-Gatineau, Ontario/Québec",Femmes,,8.5
2019,"Ottawa-Gatineau, Ontario/Québec","Femmes, moins de 18 ans",,
2019,"Ottawa-Gatineau, Ontario/Québec","Femmes, 18 à 64 ans",,7.6
2019,"Ottawa-Gatineau, Ontario/Québec","Femmes, 65 ans et plus",,14.2
2019,"Toronto, Ontario",Toutes les personnes,,12.8
2019,"Toronto, Ontario",Personnes de moins de 18 ans,,16.0
2019,"Toronto, Ontario",Personnes de 18 à 64 ans,,10.8
2019,"Toronto, Ontario",Personnes de 65 ans et plus,,17.6
2019,"Toronto, Ontario",Hommes,,11.5
2019,"Toronto, Ontario","Hommes, moins de 18 ans",,14.2
2019,"Toronto, Ontario","Hommes, 18 à 64 ans",,9.6
2019,"Toronto, Ontario","Hommes, 65 ans et plus",,17.3
2019,"Toronto, Ontario",Femmes,,14.0
2019,"Toronto, Ontario","Femmes, moins de 18 ans",,17.7
2019,"Toronto, Ontario","Femmes, 18 à 64 ans",,12.1
2019,"Toronto, Ontario","Femmes, 65 ans et plus",,17.9
2019,"Winnipeg, Manitoba",Toutes les personnes,,14.9
2019,"Winnipeg, Manitoba",Personnes de moins de 18 ans,,19.8
2019,"Winnipeg, Manitoba",Personnes de 18 à 64 ans,,13.2
2019,"Winnipeg, Manitoba",Personnes de 65 ans et plus,,15.4
2019,"Winnipeg, Manitoba",Hommes,,14.5
2019,"Winnipeg, Manitoba","Hommes, moins de 18 ans",,20.9
2019,"Winnipeg, Manitoba","Hommes, 18 à 64 ans",,12.6
2019,"Winnipeg, Manitoba","Hommes, 65 ans et plus",,14.2
2019,"Winnipeg, Manitoba",Femmes,,15.2
2019,"Winnipeg, Manitoba","Femmes, moins de 18 ans",,18.6
2019,"Winnipeg, Manitoba","Femmes, 18 à 64 ans",,13.9
2019,"Winnipeg, Manitoba","Femmes, 65 ans et plus",,16.5
2019,"Calgary, Alberta",Toutes les personnes,,4.5
2019,"Calgary, Alberta",Personnes de moins de 18 ans,,5.2
2019,"Calgary, Alberta",Personnes de 18 à 64 ans,,4.8
2019,"Calgary, Alberta",Personnes de 65 ans et plus,,
2019,"Calgary, Alberta",Hommes,,3.9
2019,"Calgary, Alberta","Hommes, moins de 18 ans",,
2019,"Calgary, Alberta","Hommes, 18 à 64 ans",,4.1
2019,"Calgary, Alberta","Hommes, 65 ans et plus",,
2019,"Calgary, Alberta",Femmes,,5.1
2019,"Calgary, Alberta","Femmes, moins de 18 ans",,
2019,"Calgary, Alberta","Femmes, 18 à 64 ans",,5.5
2019,"Calgary, Alberta","Femmes, 65 ans et plus",,
2019,"Edmonton, Alberta",Toutes les personnes,,7.3
2019,"Edmonton, Alberta",Personnes de moins de 18 ans,,
2019,"Edmonton, Alberta",Personnes de 18 à 64 ans,,8.0
2019,"Edmonton, Alberta",Personnes de 65 ans et plus,,
2019,"Edmonton, Alberta",Hommes,,7.5
2019,"Edmonton, Alberta","Hommes, moins de 18 ans",,
2019,"Edmonton, Alberta","Hommes, 18 à 64 ans",,8.2
2019,"Edmonton, Alberta","Hommes, 65 ans et plus",,
2019,"Edmonton, Alberta",Femmes,,7.1
2019,"Edmonton, Alberta","Femmes, moins de 18 ans",,
2019,"Edmonton, Alberta","Femmes, 18 à 64 ans",,7.8
2019,"Edmonton, Alberta","Femmes, 65 ans et plus",,
2019,"Vancouver, Colombie-Britannique",Toutes les personnes,,10.3
2019,"Vancouver, Colombie-Britannique",Personnes de moins de 18 ans,,
2019,"Vancouver, Colombie-Britannique",Personnes de 18 à 64 ans,,12.2
2019,"Vancouver, Colombie-Britannique",Personnes de 65 ans et plus,,9.2
2019,"Vancouver, Colombie-Britannique",Hommes,,9.8
2019,"Vancouver, Colombie-Britannique","Hommes, moins de 18 ans",,
2019,"Vancouver, Colombie-Britannique","Hommes, 18 à 64 ans",,12.0
2019,"Vancouver, Colombie-Britannique","Hommes, 65 ans et plus",,7.1
2019,"Vancouver, Colombie-Britannique",Femmes,,10.9
2019,"Vancouver, Colombie-Britannique","Femmes, moins de 18 ans",,
2019,"Vancouver, Colombie-Britannique","Femmes, 18 à 64 ans",,12.5
2019,"Vancouver, Colombie-Britannique","Femmes, 65 ans et plus",,11.0
2020,Canada,Personnes de moins de 18 ans,,7.5
2020,Canada,Personnes de 18 à 64 ans,,8.3
2020,Canada,Personnes de 65 ans et plus,,14.5
2020,Canada,Hommes,,8.5
2020,Canada,"Hommes, moins de 18 ans",,7.5
2020,Canada,"Hommes, 18 à 64 ans",,8.0
2020,Canada,"Hommes, 65 ans et plus",,11.7
2020,Canada,Femmes,,10.0
2020,Canada,"Femmes, moins de 18 ans",,7.5
2020,Canada,"Femmes, 18 à 64 ans",,8.5
2020,Canada,"Femmes, 65 ans et plus",,17.0
2020,Provinces de l'Atlantique,Toutes les personnes,,12.4
2020,Provinces de l'Atlantique,Personnes de moins de 18 ans,,9.8
2020,Provinces de l'Atlantique,Personnes de 18 à 64 ans,,10.2
2020,Provinces de l'Atlantique,Personnes de 65 ans et plus,,20.6
2020,Provinces de l'Atlantique,Hommes,,10.7
2020,Provinces de l'Atlantique,"Hommes, moins de 18 ans",,9.2
2020,Provinces de l'Atlantique,"Hommes, 18 à 64 ans",,9.0
2020,Provinces de l'Atlantique,"Hommes, 65 ans et plus",,16.9
2020,Provinces de l'Atlantique,Femmes,,14.1
2020,Provinces de l'Atlantique,"Femmes, moins de 18 ans",,10.5
2020,Provinces de l'Atlantique,"Femmes, 18 à 64 ans",,11.4
2020,Provinces de l'Atlantique,"Femmes, 65 ans et plus",,23.8
2020,Terre-Neuve-et-Labrador,Toutes les personnes,10,11.9
2020,Terre-Neuve-et-Labrador,Personnes de moins de 18 ans,,8.0
2020,Terre-Neuve-et-Labrador,Personnes de 18 à 64 ans,,8.8
2020,Terre-Neuve-et-Labrador,Personnes de 65 ans et plus,,23.1
2020,Terre-Neuve-et-Labrador,Hommes,,10.5
2020,Terre-Neuve-et-Labrador,"Hommes, moins de 18 ans",,7.0
2020,Terre-Neuve-et-Labrador,"Hommes, 18 à 64 ans",,8.3
2020,Terre-Neuve-et-Labrador,"Hommes, 65 ans et plus",,19.4
2020,Terre-Neuve-et-Labrador,Femmes,,13.3
2020,Terre-Neuve-et-Labrador,"Femmes, moins de 18 ans",,9.0
2020,Terre-Neuve-et-Labrador,"Femmes, 18 à 64 ans",,9.4
2020,Terre-Neuve-et-Labrador,"Femmes, 65 ans et plus",,26.6
2020,Île-du-Prince-Édouard,Toutes les personnes,11,13.0
2020,Île-du-Prince-Édouard,Personnes de moins de 18 ans,,14.6
2020,Île-du-Prince-Édouard,Personnes de 18 à 64 ans,,10.6
2020,Île-du-Prince-Édouard,Personnes de 65 ans et plus,,18.8
2020,Île-du-Prince-Édouard,Hommes,,11.8
2020,Île-du-Prince-Édouard,"Hommes, moins de 18 ans",,12.1
2020,Île-du-Prince-Édouard,"Hommes, 18 à 64 ans",,10.0
2020,Île-du-Prince-Édouard,"Hommes, 65 ans et plus",,17.2
2020,Île-du-Prince-Édouard,Femmes,,14.1
2020,Île-du-Prince-Édouard,"Femmes, moins de 18 ans",,17.2
2020,Île-du-Prince-Édouard,"Femmes, 18 à 64 ans",,11.1
2020,Île-du-Prince-Édouard,"Femmes, 65 ans et plus",,20.2
2020,Nouvelle-Écosse,Toutes les personnes,12,12.0
2020,Nouvelle-Écosse,Personnes de moins de 18 ans,,9.9
2020,Nouvelle-Écosse,Personnes de 18 à 64 ans,,10.1
2020,Nouvelle-Écosse,Personnes de 65 ans et plus,,19.4
2020,Nouvelle-Écosse,Hommes,,10.0
2020,Nouvelle-Écosse,"Hommes, moins de 18 ans",,8.6
2020,Nouvelle-Écosse,"Hommes, 18 à 64 ans",,8.3
2020,Nouvelle-Écosse,"Hommes, 65 ans et plus",,16.1
2020,Nouvelle-Écosse,Femmes,,14.0
2020,Nouvelle-Écosse,"Femmes, moins de 18 ans",,11.3
2020,Nouvelle-Écosse,"Femmes, 18 à 64 ans",,11.7
2020,Nouvelle-Écosse,"Femmes, 65 ans et plus",,22.3
2020,Nouveau-Brunswick,Toutes les personnes,13,13.1
2020,Nouveau-Brunswick,Personnes de moins de 18 ans,,9.9
2020,Nouveau-Brunswick,Personnes de 18 à 64 ans,,11.3
2020,Nouveau-Brunswick,Personnes de 65 ans et plus,,20.5
2020,Nouveau-Brunswick,Hommes,,11.4
2020,Nouveau-Brunswick,"Hommes, moins de 18 ans",,10.7
2020,Nouveau-Brunswick,"Hommes, 18 à 64 ans",,10.0
2020,Nouveau-Brunswick,"Hommes, 65 ans et plus",,16.1
2020,Nouveau-Brunswick,Femmes,,14.7
2020,Nouveau-Brunswick,"Femmes, moins de 18 ans",,9.0
2020,Nouveau-Brunswick,"Femmes, 18 à 64 ans",,12.5
2020,Nouveau-Brunswick,"Femmes, 65 ans et plus",,24.5
2020,Québec,Toutes les personnes,24,10.1
2020,Québec,Personnes de moins de 18 ans,,6.6
2020,Québec,Personnes de 18 à 64 ans,,8.1
2020,Québec,Personnes de 65 ans et plus,,19.7
2020,Québec,Hommes,,8.9
2020,Québec,"Hommes, moins de 18 ans",,6.0
2020,Québec,"Hommes, 18 à 64 ans",,8.0
2020,Québec,"Hommes, 65 ans et plus",,15.2
